Dates,RLG Index_Last,RLG Index_Open,RLG Index_High,RLG Index_Low,RLG Index_Volume
2000-04-28,853.188,,,,1123373952
2000-05-01,861.19,,,,1057676480
2000-05-02,842.707,,,,1034340672
2000-05-03,824.955,,,,1186446080
2000-05-04,822.606,,,,1040697728
2000-05-05,839.458,,,,905526784
2000-05-08,826.353,,,,923522688
2000-05-09,815.771,,,,1183600256
2000-05-10,789.376,,,,1312116480
2000-05-11,806.971,790.19,807.78,790.19,1144534016
2000-05-12,813.551,806.13,822.16,806.13,949159104
2000-05-15,831.468,813.67,831.9,805.26,933177280
2000-05-16,845.301,831.9,847.33,831.9,1146660352
2000-05-17,833.435,845.25,845.25,828.38,995445632
2000-05-18,821.022,832.78,837.14,820.17,966255296
2000-05-19,799.28,820.19,820.19,795.6,1089026176
2000-05-22,793.358,799.4,799.62,767.34,1257887744
2000-05-23,769.616,792.98,795.84,768.88,1056092032
2000-05-24,787.605,769.1,788.55,753.88,1702934656
2000-05-25,779.664,786.87,800.98,775.65,1257871232
2000-05-26,777.938,779.94,786.37,771.06,831453824
2000-05-29,777.938,779.94,786.37,771.06,831453824
2000-05-30,814.245,777.49,813.86,777.49,1121548160
2000-05-31,809.838,813.86,822.08,807.72,1221528064
2000-06-01,831.589,809.6,831.39,809.6,1181443840
2000-06-02,857.082,831.41,859.35,831.41,1365330560
2000-06-05,852.229,853.3,857.67,850.18,1023384320
2000-06-06,842.309,852.17,856.46,841.68,1116889856
2000-06-07,853.748,841.74,854.89,838.49,1025659520
2000-06-08,848.523,853.36,857.39,844.6,1056221888
2000-06-09,848.356,848.29,856.39,846.3,877598080
2000-06-12,835.378,848.09,850.68,835.13,915382528
2000-06-13,854.399,835.14,853.8,830.76,1069090304
2000-06-14,850.471,853.79,862.67,848.83,1076889728
2000-06-15,863.844,850.37,865.44,850.19,1152915584
2000-06-16,861.629,863.64,867.47,858.05,1342205312
2000-06-19,879.165,861.4,880.5,856.86,1107203200
2000-06-20,876,879.52,883.96,870.97,1197867264
2000-06-21,878.371,875.36,880.91,869.4,1072233216
2000-06-22,857.981,879.26,879.26,855.86,1165350144
2000-06-23,847.144,857.22,861.91,844.86,1038369280
2000-06-26,857.153,846.74,859.77,846.74,1032480320
2000-06-27,851.368,857.18,861.84,851.18,1079422592
2000-06-28,859.974,851.18,867.55,851.18,1162658944
2000-06-29,850.399,859.42,859.42,844.89,1169130880
2000-06-30,870.883,850.42,871.77,848.32,1386138112
2000-07-03,874.685,871.72,874.53,864.84,435185984
2000-07-04,874.685,871.72,874.53,864.84,435185984
2000-07-05,849.22,874.48,874.36,846.97,1188818304
2000-07-06,861.314,848.4,862.43,842.04,1225223552
2000-07-07,877.523,861.27,883.65,861.27,1202531584
2000-07-10,874.461,877.52,882.82,872.43,1120791040
2000-07-11,873.927,874.43,884.4,867.77,1348154752
2000-07-12,889.001,873.18,891.59,873.19,1318294656
2000-07-13,896.485,889.09,902.64,889.09,1509829760
2000-07-14,909.842,896.37,910.64,895.33,1318065152
2000-07-17,919.343,910.64,923.36,907.95,1204158976
2000-07-18,899.949,919.26,919.26,899.78,1196047872
2000-07-19,886.512,900.28,900.28,883.25,1177332224
2000-07-20,901.348,885.29,903.43,885.29,1482369408
2000-07-21,886.593,901.43,901.43,885.07,1233100288
2000-07-24,871.798,886.05,892.68,869.42,1199321856
2000-07-25,874.571,870.21,879.05,866.26,1222658944
2000-07-26,863.069,875.98,875.98,856.67,1566003456
2000-07-27,849.326,862.76,863.28,847.94,1448231424
2000-07-28,822.075,848.62,854.55,816.86,1395918464
2000-07-31,834.337,821.58,836.16,816.83,1224913792
2000-08-01,830.179,833.01,837.13,828.16,1071527424
2000-08-02,826.197,830.37,841.41,824.59,1192807168
2000-08-03,839.005,826.42,838.58,809.59,1462999552
2000-08-04,843.762,838.43,849.7,835.87,1146124672
2000-08-07,856.004,842.74,857.09,842.48,1063510784
2000-08-08,859.374,855.54,861.99,852.22,1175254144
2000-08-09,854.779,858.79,869.94,852.93,1303003264
2000-08-10,840.39,853.93,853.93,839.95,1140432640
2000-08-11,846.725,840.04,847.52,828.58,1065969024
2000-08-14,860.617,846.18,860.42,843.22,1003310720
2000-08-15,859.393,860.39,865.04,855.79,1148432000
2000-08-16,860.481,858.55,868.44,855.14,1204023808
2000-08-17,874.043,858.49,875.16,857.95,1164841856
2000-08-18,872.587,873.53,880.48,870.37,1144708352
2000-08-21,875.756,872.35,882.88,870.84,988324480
2000-08-22,875.695,877.53,885.47,875.9,1101884160
2000-08-23,888.764,876.09,888.6,868.57,1103926144
2000-08-24,895.612,888.41,896.21,887.68,1113738240
2000-08-25,894.187,895.5,899.8,891.29,909451712
2000-08-28,899.364,893.75,904.83,893.75,1003440000
2000-08-29,899.252,898.89,902.74,894.85,1073963392
2000-08-30,896.061,899.45,899.9,893.23,1129502464
2000-08-31,909.562,896.03,912.21,896.03,1454999424
2000-09-01,913.394,909.44,919.45,907.52,1041843904
2000-09-04,913.394,909.44,919.45,907.52,1041843904
2000-09-05,894.352,912.82,912.82,893.47,1207874688
2000-09-06,873.436,894.58,894.58,873.22,1406668288
2000-09-07,888.969,873.42,891.35,873.42,1272246400
2000-09-08,872.499,888.7,888.7,872.4,1209342592
2000-09-11,860.748,872.63,878.56,857.03,1180520960
2000-09-12,853.668,860.44,870.27,850.6,1257115392
2000-09-13,860.014,853.41,861.4,844.65,1435573760
2000-09-14,862.587,860.08,873.62,858.48,1392302336
2000-09-15,848.67,861.89,861.89,843.39,1563724416
2000-09-18,835.983,849.05,856.49,832.21,1303355136
2000-09-19,856.02,835.03,855.95,835.03,1351948032
2000-09-20,858.638,855.57,861.92,839.45,1505628416
2000-09-21,845.881,858.94,859.03,847.48,1315134848
2000-09-22,849.541,854.78,854.78,822.04,1901707264
2000-09-25,837.531,848.25,858.52,835.32,1435622016
2000-09-26,827.274,837.6,845.51,825.03,1537211648
2000-09-27,825.536,827.39,836.73,817.88,1645093760
2000-09-28,842.418,824.74,846.06,821.37,1612412544
2000-09-29,823.271,844.39,844.39,822.12,1491148928
2000-10-02,812.415,822.63,831.11,808.51,1502792448
2000-10-03,796.646,812.06,824.56,796.15,1587063552
2000-10-04,809.551,796.7,813.15,783.56,1824028800
2000-10-05,806.501,809.95,814.87,802.78,1666013056
2000-10-06,788.796,806.24,812.31,778.49,1556860928
2000-10-09,784.418,788.63,790.92,769.13,1171734400
2000-10-10,768.765,784.57,788.44,765.64,1615466368
2000-10-11,750.794,768.55,768.55,738.16,2102962304
2000-10-12,728.857,750.73,763.35,727.92,1924614144
2000-10-13,770.654,729.27,770.56,726.31,1831414016
2000-10-16,771.293,770.56,778.85,764.37,1545192192
2000-10-17,754.291,771.13,778.13,747.77,1732751232
2000-10-18,745.213,754.18,758.68,718.72,2290740224
2000-10-19,785.487,745.12,785.81,745.12,2049631104
2000-10-20,792.981,783.53,804.21,782.55,1794082688
2000-10-23,791.924,792.99,801.06,784.11,1478568448
2000-10-24,782.461,791.81,800.91,776.33,1598012032
2000-10-25,751.232,782.36,782.36,748.05,2018428928
2000-10-26,756.236,751.15,760.38,725.56,2101416832
2000-10-27,759.279,756.14,769.84,748.38,1742081664
2000-10-30,751.343,758.26,759.13,740.53,1544285952
2000-10-31,784.205,751.24,785.92,751.24,1843351424
2000-11-01,780.374,784.07,790.56,772.78,1834871040
2000-11-02,794.911,780.2,796.25,780.2,1917404544
2000-11-03,795.535,794.8,799.91,787.96,1513796608
2000-11-06,795.739,795.43,803.45,793.97,1337458816
2000-11-07,795.51,795.63,799.53,785.62,1405811072
2000-11-08,766.524,795.35,800.35,766.27,1508833920
2000-11-09,757.422,766.42,766.42,733.84,1775978624
2000-11-10,726.226,757.31,757.33,726.18,1610164608
2000-11-13,712.713,726.18,727.65,693.27,1881799552
2000-11-14,745.947,712.61,750.12,712.61,1620685952
2000-11-15,754.04,745.84,759.9,741.2,1527014528
2000-11-16,733.069,753.93,755.98,732.97,1278239360
2000-11-17,732.061,732.97,745.57,720.71,1567087744
2000-11-20,708.209,731.97,731.97,706,1538999296
2000-11-21,708.443,708.01,716.52,702.7,1579927040
2000-11-22,687.7,708.3,708.3,687.56,1646853504
2000-11-23,687.7,708.3,708.3,687.56,1646853504
2000-11-24,711.331,687.6,711.02,687.6,676509184
2000-11-27,713.431,711.02,729.3,711.02,1431366528
2000-11-28,692.072,713.26,717.53,691.73,1650235264
2000-11-29,691.579,692,701.81,680.85,1830429056
2000-11-30,668.344,691.49,691.49,656.03,2502224384
2000-12-01,672.965,668.26,690.4,665.73,1984277120
2000-12-04,674.903,672.87,682.84,663.19,1665535232
2000-12-05,723.617,674.81,723.52,674.81,2154436096
2000-12-06,706.47,723.52,725.85,702.74,2064501376
2000-12-07,698.63,706.38,706.38,692.72,1593020416
2000-12-08,727.277,698.54,733.75,698.54,2016463744
2000-12-11,740.948,727.15,746.77,724.11,2079874176
2000-12-12,726.62,740.81,740.81,725.67,1661931136
2000-12-13,710.801,726.54,738.04,709.01,1812053120
2000-12-14,697.186,710.71,714.77,696.97,1530604544
2000-12-15,677.126,697.09,697.09,666.89,2649935104
2000-12-18,672.957,677.07,690.19,667.82,1758682240
2000-12-19,657.21,672.87,693.09,656.9,1978587392
2000-12-20,621.832,657.14,657.14,618.86,2432264704
2000-12-21,622.049,621.76,637.12,611.96,2284387840
2000-12-22,652.336,622.07,652.26,622.07,1803530496
2000-12-25,652.336,622.07,652.26,622.07,1803530496
2000-12-26,650.335,652.25,659.44,639.96,1174577536
2000-12-27,658.14,650.24,662.44,645.15,1559671168
2000-12-28,660.712,658.05,665.28,654.63,1527318144
2000-12-29,646.909,660.63,664.33,643.97,1697390720
2001-01-01,646.909,660.63,664.33,643.97,1697390720
2001-01-02,610.783,646.71,647.63,605.73,1776355072
2001-01-03,670.411,610.71,670.76,604.16,3037697280
2001-01-04,660.947,670.36,674.57,657.64,2703421952
2001-01-05,631.837,660.87,662.21,628.53,1978666496
2001-01-08,628.159,631.75,631.75,610.13,1696129024
2001-01-09,635.705,628.08,644,628.07,1829851008
2001-01-10,648.184,635.53,648.35,623.65,2248685824
2001-01-11,666.941,648.11,671.82,644.49,2479647232
2001-01-12,662.879,666.85,676.43,658.75,2143907584
2001-01-15,662.879,666.85,676.43,658.75,2143907584
2001-01-16,663.939,662.79,665.46,654.99,1565423744
2001-01-17,672.378,663.85,686.65,663.85,2240747008
2001-01-18,691.207,672.29,693.44,670.7,2270356992
2001-01-19,689.81,691.12,700.85,685.29,2488210432
2001-01-22,687.624,689.73,695.62,682.33,1814088960
2001-01-23,701.323,687.54,702.47,682.03,1985103872
2001-01-24,704.557,701.27,710.3,698.91,2231925760
2001-01-25,689.886,704.49,704.49,689.5,2004294016
2001-01-26,691.196,689.81,692.15,679.45,1919891456
2001-01-29,697.869,691.09,698.63,684.96,1672803072
2001-01-30,700.788,697.83,702.06,693.13,1666285952
2001-01-31,691.465,700.71,708.59,690.9,1992372864
2001-02-01,693.398,691.37,695.65,684.93,1569589376
2001-02-02,671.845,693.31,695.77,671.44,1522424064
2001-02-05,669.995,671.75,671.75,661.96,1499945344
2001-02-06,671.709,669.9,681.23,669.42,1602079104
2001-02-07,658.815,671.62,671.62,651.45,1949484032
2001-02-08,650.185,658.95,667.2,650.09,1655782656
2001-02-09,633.335,650.09,650.09,630.27,1708819840
2001-02-12,640.854,633.3,642.17,627.99,1603735936
2001-02-13,629.98,640.77,648.86,629.29,1587229952
2001-02-14,637.858,629.9,638.9,620.46,1844909440
2001-02-15,649.765,637.87,655.7,637.87,1935433088
2001-02-16,624.819,649.78,649.78,619.52,1869612928
2001-02-19,624.819,649.78,649.78,619.52,1869612928
2001-02-20,605.649,624.84,629.26,605.33,1756581632
2001-02-21,592.732,605.64,612.46,590.51,1930476160
2001-02-22,588.858,592.74,595.91,574.61,2374254080
2001-02-23,588.448,588.85,590.26,567.31,2113146496
2001-02-26,599.975,588.44,600.13,583.93,1752116864
2001-02-27,585.138,599.97,599.97,583.63,1744400256
2001-02-28,573.855,585.12,591.15,567.07,1999845888
2001-03-01,578.505,573.69,579.04,555.14,2196164608
2001-03-02,566.299,578.48,582.29,561.06,2298537728
2001-03-05,572.756,566.29,574.63,566.29,1383169024
2001-03-06,584.578,572.74,593.46,572.74,1876281472
2001-03-07,585.281,584.56,591.02,581.44,1662811264
2001-03-08,578.92,585.26,585.89,575.91,1680881664
2001-03-09,555.466,578.9,578.9,552.54,1905538688
2001-03-12,522.64,555.45,555.45,520.75,2089195392
2001-03-13,540.396,522.63,540.54,522.63,2015806976
2001-03-14,528.56,540.33,541.42,521.63,2107766144
2001-03-15,525.779,528.55,540.17,525.2,1882193280
2001-03-16,511.462,525.8,525.8,509.26,2138827904
2001-03-19,525.181,511.45,526.12,508.26,1690635264
2001-03-20,507.243,525.18,532.41,506.95,1945112704
2001-03-21,500.095,507.23,516,497.68,2042690048
2001-03-22,507.961,500.08,509.48,485.13,2533174528
2001-03-23,519.704,507.95,521.8,507.95,2261813504
2001-03-26,521.265,519.68,528.67,518.3,1666660224
2001-03-27,536.628,521.25,536.95,519.96,1916792320
2001-03-28,514.382,536.61,536.61,512.67,2032550144
2001-03-29,507.129,514.36,519.45,500.69,2020634112
2001-03-30,511.1,507.12,514.26,501.3,1905666944
2001-04-02,497.443,511.09,512.53,492.99,1790557824
2001-04-03,473.494,497.49,497.49,470.69,2468715264
2001-04-04,470.222,473.5,482.98,465.01,2378585344
2001-04-05,503.572,470.23,503.88,470.23,2253449984
2001-04-06,490.171,503.6,503.6,485.2,1919035520
2001-04-09,494.189,490.26,498.82,486.29,1463908992
2001-04-10,513.982,494.27,517.94,494.27,2141242880
2001-04-11,518.62,514,529.75,514,2331199744
2001-04-12,531.94,518.72,532.05,512.03,1832275456
2001-04-13,531.94,518.72,532.05,512.03,1832275456
2001-04-16,524.513,532.05,532.05,518.41,1507413248
2001-04-17,532.196,524.61,534.68,517.52,1887556224
2001-04-18,565.646,532.3,574.85,532.3,3102415616
2001-04-19,583.746,565.76,583.89,564.72,2564979200
2001-04-20,580.476,583.85,585.61,573.31,2368807424
2001-04-23,561.8,580.59,580.59,558.5,1668053504
2001-04-24,549.835,561.9,568.17,549.62,1857288448
2001-04-25,561.038,549.88,563.91,547.58,1796601344
2001-04-26,560.614,561.14,571.04,559.02,1880227584
2001-04-27,571.771,560.65,571.92,560.65,1649047552
2001-04-30,575.611,571.89,586.48,571.79,1857484672
2001-05-01,586.795,575.72,586.93,570.09,1742465536
2001-05-02,593.292,586.91,596.19,585.33,2320228608
2001-05-03,576.808,593.43,593.43,572.93,1790285952
2001-05-04,587.8,576.92,588.38,565.09,1885311360
2001-05-07,584.538,587.9,591.91,582.85,1518170496
2001-05-08,587.227,584.69,590.4,580.08,1658408192
2001-05-09,580.125,587.31,587.31,576.3,1597829632
2001-05-10,576.736,580.21,588.6,576.76,1496050560
2001-05-11,571.33,576.82,579.75,568.9,1236380160
2001-05-14,568.587,571.4,571.4,563.44,1146331648
2001-05-15,567.667,568.66,575.08,565.99,1546279552
2001-05-16,589.019,567.73,589.77,563.32,1907628032
2001-05-17,594.661,589.1,600.14,589.1,1954010368
2001-05-18,596.05,594.7,596.73,589.44,1526007040
2001-05-21,616.141,596.13,616.26,595.39,2008540160
2001-05-22,613.83,616.23,618.89,611.22,1978693504
2001-05-23,598.358,613.92,613.92,598.33,1620236416
2001-05-24,602.418,598.44,602.48,592.54,1532442368
2001-05-25,593.027,602.48,602.48,592.09,1109922048
2001-05-28,593.027,602.48,602.48,592.09,1109922048
2001-05-29,579.614,593.1,593.1,578.7,1401297920
2001-05-30,562.767,579.69,579.69,561.2,1835529728
2001-05-31,566.834,562.84,572.62,562.84,1628716032
2001-06-01,573.204,566.8,576.2,564.69,1372228096
2001-06-04,575.107,573.28,577.47,570.02,1071984768
2001-06-05,589.278,575.18,591.66,575.18,1582635904
2001-06-06,583.635,589.35,591.77,582.67,1536739968
2001-06-07,593.039,583.73,593.13,581.45,1483200512
2001-06-08,583.178,593.13,593.13,581.23,1159463552
2001-06-11,573.901,583.26,583.26,570.27,1190359552
2001-06-12,574.75,573.97,578.69,559.92,1568721792
2001-06-13,563.823,574.84,576.86,563.83,1379143040
2001-06-14,550.423,563.91,563.91,550.17,1734263936
2001-06-15,545.765,550.5,550.5,538.54,2150538496
2001-06-18,540.717,545.83,550,540.63,1510095872
2001-06-19,541.616,540.77,554.15,538.62,1901806080
2001-06-20,550.227,541.69,550.71,539.29,2030697984
2001-06-21,556.217,550.3,560.53,547.64,2150544896
2001-06-22,548.965,556.21,556.82,546.91,1644903168
2001-06-25,548.064,549.04,554.88,544.23,1413723392
2001-06-26,547.22,548.08,549.41,540.52,1566702336
2001-06-27,544.886,547.28,549.38,541.66,1586176640
2001-06-28,554.909,544.93,561.8,544.93,1833148544
2001-06-29,553.589,554.97,565.69,552.45,1955819520
2001-07-02,559.351,553.61,562.68,553.61,1367368960
2001-07-03,558.318,559.38,559.4,555.99,801132416
2001-07-04,558.318,559.38,559.4,555.99,801132416
2001-07-05,546.924,558.23,558.23,546.88,1171267456
2001-07-06,530.516,546.95,546.95,529.71,1431175552
2001-07-09,535.093,530.53,537.01,530.47,1406181760
2001-07-10,524.485,535.04,538.03,523.74,1622453888
2001-07-11,522.973,524.43,526.42,517.53,1791182592
2001-07-12,539.725,522.93,540.75,522.93,1905544960
2001-07-13,543.798,539.67,545.89,536.76,1482654976
2001-07-16,534.604,543.72,545.17,533.08,1466386816
2001-07-17,540.891,534.52,541.46,530.27,1703027328
2001-07-18,535.441,540.76,540.76,531.7,1777072256
2001-07-19,539.933,535.32,546.12,535.28,1886529408
2001-07-20,539.221,539.85,540.57,535.6,1585312768
2001-07-23,528.683,539.14,542.28,528.23,1252249728
2001-07-24,520.857,528.6,528.6,517,1552790272
2001-07-25,528.307,520.79,528.26,519.81,1662600448
2001-07-26,534.709,528.23,535.34,523.66,1671126144
2001-07-27,537.159,534.63,538.96,532.35,1444826624
2001-07-30,535.807,537.04,539.3,533.78,1181300736
2001-07-31,539.434,535.73,545.58,535.73,1448990720
2001-08-01,542.387,539.35,545.2,539.35,1624606080
2001-08-02,545.224,542.31,548.46,541.26,1549075968
2001-08-03,542.387,545.14,545.14,537.49,1118570240
2001-08-06,535.205,542.3,542.3,533.63,1000228096
2001-08-07,536.06,535.13,537.69,531.68,1218070784
2001-08-08,524.166,536,537.32,522.77,1617613568
2001-08-09,524.415,524.1,525.52,519.56,1402725888
2001-08-10,525.859,524.34,527.92,516.43,1290371072
2001-08-13,527.864,525.8,528.69,523.82,1103947264
2001-08-14,524.302,527.81,531.53,523.41,1158299648
2001-08-15,518.872,524.24,526.31,518.77,1404030848
2001-08-16,519.9,518.81,520.02,511.11,1527264640
2001-08-17,509.27,519.89,519.89,506.36,1260072576
2001-08-20,513.48,509.21,513.67,508.1,1100271360
2001-08-21,504.666,513.42,516.85,504.31,1298080512
2001-08-22,509.744,504.63,510.71,501.84,1512557056
2001-08-23,508.286,509.69,512.46,507.73,1415187200
2001-08-24,522.145,508.23,522.26,508.23,1427648000
2001-08-27,520.71,522.1,524.72,518.72,1102115840
2001-08-28,510.642,520.64,520.65,510.38,1319350784
2001-08-29,504.144,510.57,513.57,502.98,1404740480
2001-08-30,492.524,504.1,504.15,490,1762476160
2001-08-31,494.971,492.47,498.83,490.93,1209946240
2001-09-03,494.971,492.47,498.83,490.93,1209946240
2001-09-04,492.728,494.91,505.37,492.33,1514732544
2001-09-05,492.354,492.67,494.96,483.05,1946260480
2001-09-06,479.295,492.31,492.31,478.9,1929721728
2001-09-07,469.835,479.24,480.07,467.88,1806953856
2001-09-10,473.901,469.75,476.12,464.55,1615443328
2001-09-11,473.901,469.75,476.12,464.55,3977200
2001-09-12,473.901,469.75,476.12,464.55,3977200
2001-09-13,473.901,469.75,476.12,464.55,3977200
2001-09-14,473.901,469.75,476.12,464.55,3977200
2001-09-17,449.235,473.85,473.85,448.65,2491515904
2001-09-18,443.406,449.05,452.47,441.55,2013338240
2001-09-19,435.66,443.36,446.65,419.1,2626349056
2001-09-20,422.2,435.61,435.61,421.97,2285022976
2001-09-21,413.622,422.07,422.24,403.25,2862699008
2001-09-24,432.532,413.57,435.19,413.57,2143471104
2001-09-25,435.724,432.49,440.12,429.35,2187229952
2001-09-26,432.255,435.68,438.88,429.98,1835475840
2001-09-27,435.993,432.18,436.61,426.3,2048855552
2001-09-28,445.201,435.94,445.24,435.94,2049634432
2001-10-01,444.514,445.22,445.43,439.21,1508628864
2001-10-02,448.798,444.46,448.76,441.38,1698550656
2001-10-03,462.289,448.76,464.44,443.62,2643262464
2001-10-04,462.065,462.24,471.02,461.25,2500912896
2001-10-05,465.269,462.03,465.84,453.39,1816285056
2001-10-08,462.358,465.22,465.96,458.52,1404122240
2001-10-09,457.765,462.31,462.83,456.36,1404676864
2001-10-10,470.497,457.73,470.6,455.53,1669692416
2001-10-11,481.527,470.44,481.87,470.44,2446032896
2001-10-12,480.693,481.83,482.13,469.55,2141212928
2001-10-15,479.823,480.64,480.64,473.51,1481047040
2001-10-16,483.371,479.77,485.43,477.49,1698639872
2001-10-17,470.641,483.3,487.32,470.35,2206670080
2001-10-18,469.029,470.6,472.59,466.25,1715405440
2001-10-19,473.096,468.97,473.93,464.42,1630034048
2001-10-22,481.454,473.05,481.4,471.4,1472119936
2001-10-23,479.301,481.4,487.1,477.22,1762350336
2001-10-24,481.8,479.25,484.14,478.02,1854136704
2001-10-25,490.072,481.74,490.03,471.24,2156050688
2001-10-26,490.667,490.02,493.89,486.64,1823890048
2001-10-29,476.317,490.61,490.61,476.25,1581117440
2001-10-30,467.248,476.25,476.25,464.2,1799949952
2001-10-31,468.37,467.19,475.63,466.7,1841278464
2001-11-01,480.807,468.36,481.7,466.4,1753959168
2001-11-02,481.669,480.75,483.65,477.2,1587398272
2001-11-05,490.254,481.61,492.18,481.61,1737966336
2001-11-06,499.438,490.2,499.75,487.26,1956993408
2001-11-07,498.075,499.38,504.2,496.83,2053644544
2001-11-08,498.835,498.02,508.79,496.97,2274157312
2001-11-09,499.382,498.76,500.7,494.81,1485557760
2001-11-12,499.786,499.32,501.77,489.03,1510783744
2001-11-13,510.868,499.73,510.96,499.71,2025232640
2001-11-14,512.562,510.81,516.33,507.46,2004933376
2001-11-15,513.085,512.5,516.4,509.42,1854210688
2001-11-16,510.773,513.03,513.57,506.41,1632905856
2001-11-19,517.855,510.71,517.82,510.71,1709649536
2001-11-20,511.192,517.82,517.82,510.76,1771493248
2001-11-21,509.65,511.13,511.55,504.57,1478751360
2001-11-22,509.65,511.13,511.55,504.57,1478751360
2001-11-23,515.296,509.6,515.67,508.98,514999808
2001-11-26,520.968,515.3,521.09,514.89,1591327616
2001-11-27,518.074,520.91,525.13,512.4,2010710016
2001-11-28,507.416,518.01,518.01,507.19,1998823040
2001-11-29,513.763,507.36,513.82,506.24,1939971456
2001-11-30,513.033,513.7,515.35,511.51,1764191360
2001-12-03,507.327,512.98,512.98,505.87,1533218048
2001-12-04,515.4,507.27,515.34,507.27,1851209472
2001-12-05,528.939,515.34,530.54,515.34,2660958464
2001-12-06,527.267,528.88,530.42,526,2103146496
2001-12-07,521.063,527.21,527.21,518.15,1748856960
2001-12-10,512.039,521,522.45,511.71,1588982912
2001-12-11,511.277,511.95,518.68,509.66,1821131776
2001-12-12,511.502,511.24,514.44,504.75,1888030464
2001-12-13,502.047,511.44,511.44,501.74,2001862016
2001-12-14,505.337,501.98,508.29,494.2,1772749440
2001-12-17,511.406,505.27,513.61,504.87,1687381248
2001-12-18,515.085,511.34,517.47,511.34,1719229312
2001-12-19,516.464,515.01,519.11,510,1831889152
2001-12-20,509.24,516.4,516.4,509.16,1975387136
2001-12-21,513.827,509.16,514.53,510.28,2218897920
2001-12-24,512.498,513.75,514.54,512.41,495111200
2001-12-25,512.498,513.75,514.54,512.41,495111200
2001-12-26,514.521,512.43,519.8,512.43,970368000
2001-12-27,518.102,514.43,518.03,514.43,1044632896
2001-12-28,519.494,518.03,522.38,517.97,1090766976
2001-12-31,511.64,519.44,519.44,511.57,1167953920
2002-01-01,511.64,519.44,519.44,511.57,1167953920
2002-01-02,515.572,511.57,515.5,506.21,1456369152
2002-01-03,521.751,515.5,521.68,515.5,2076213120
2002-01-04,523.988,521.68,526.76,519.05,2107669120
2002-01-07,518.745,523.91,526.47,518.05,1841233664
2002-01-08,518.834,518.67,521.01,516.93,1680556672
2002-01-09,516.4,518.76,526.57,514.26,2128440448
2002-01-10,517.454,516.33,519.07,513.6,1659068160
2002-01-11,513.099,517.38,519.6,512.68,1482205952
2002-01-14,508.613,513.03,513.33,507.97,1583713152
2002-01-15,511.222,508.54,513.19,506.41,1647506944
2002-01-16,502.417,511.15,511.15,502.21,1812546432
2002-01-17,509.105,502.36,509.23,502.36,1736218880
2002-01-18,501.513,509.04,509.04,500.03,1632298240
2002-01-21,501.513,509.04,509.04,500.03,1632298240
2002-01-22,496.163,501.45,505.22,495.46,1684947328
2002-01-23,501.015,496.1,502.94,495.05,1835106048
2002-01-24,502.219,500.96,506.93,500.96,1883261952
2002-01-25,502.157,502.16,504.49,499.49,1646671744
2002-01-28,502.414,502.1,505.7,498.74,1421335936
2002-01-29,489.458,502.35,505.63,488.21,1890763776
2002-01-30,495.915,489.4,495.86,480.94,2122854144
2002-01-31,502.406,495.86,502.36,494.87,1767767680
2002-02-01,498.423,502.35,502.35,495.64,1624719360
2002-02-04,485.65,498.36,498.36,484.01,1716153984
2002-02-05,485.975,485.59,491.62,481.51,2062514944
2002-02-06,482.935,485.92,487.75,479.58,2004719616
2002-02-07,478.294,482.88,485.27,477.85,1887639296
2002-02-08,486.065,478.24,486.05,476.49,1766814464
2002-02-11,493.918,486.01,493.91,485.24,1471910144
2002-02-12,491.99,493.86,494.71,488.89,1405964032
2002-02-13,497.54,491.93,498.13,491.93,1471921024
2002-02-14,495.702,497.48,500.72,493.77,1612725888
2002-02-15,488.125,495.64,496.12,487.37,1705429504
2002-02-18,488.125,495.64,496.12,487.37,1705429504
2002-02-19,477.782,488.07,488.07,477.03,1690945408
2002-02-20,484.268,477.72,484.36,472.72,1902195200
2002-02-21,473.724,484.21,484.26,473.4,1789053696
2002-02-22,476.895,473.67,479.33,469.6,1871689216
2002-02-25,485.741,476.84,487.53,476.84,1667313280
2002-02-26,485.066,485.68,488.51,481.27,1690669056
2002-02-27,483.741,485.01,491.52,480.53,1860874752
2002-02-28,481.091,483.69,489.19,481,1887514240
2002-03-01,494.595,481.04,494.54,481.04,1932295936
2002-03-04,504.989,494.54,504.93,493.08,2291506176
2002-03-05,501.943,504.93,507.78,500.9,2087322752
2002-03-06,508.062,501.89,509.01,499.95,1933991936
2002-03-07,505.672,508.01,511.57,501.95,1918131456
2002-03-08,511.307,505.62,514.41,505.62,2028463744
2002-03-11,511.637,511.25,514.43,507.83,1672628480
2002-03-12,508.808,511.58,511.58,504.23,1624727424
2002-03-13,503.275,508.75,508.75,501.95,1601412224
2002-03-14,502.269,503.22,505.71,501.68,1407894400
2002-03-15,508.178,502.21,508.32,502.15,1736377600
2002-03-18,508.323,508.12,512.23,505.29,1403463936
2002-03-19,509.926,508.27,511.74,507.77,1442721152
2002-03-20,499.266,509.87,509.87,499.03,1492182272
2002-03-21,501.748,499.21,502.16,493.87,1538008960
2002-03-22,499.618,501.69,503.3,497.83,1441967360
2002-03-25,491.248,499.56,501.65,491.13,1286794880
2002-03-26,493.666,491.19,497.97,490.7,1479542144
2002-03-27,495.351,493.61,496.35,491.1,1361246976
2002-03-28,497.472,495.29,499.99,495.29,1364112640
2002-03-29,497.472,495.29,499.99,495.29,1364112640
2002-04-01,498.863,497.41,499.19,491.18,1331196288
2002-04-02,490.611,498.8,498.8,490.52,1562930816
