Dates,RLG Index_Last,RLG Index_Open,RLG Index_High,RLG Index_Low,RLG Index_Volume
1992-12-28,215.913,,,,
1992-12-29,215.474,,,,
1992-12-30,215.64,,,,
1992-12-31,214.385,,,,
1993-01-01,214.385,,,,
1993-01-04,213.357,,,,
1993-01-05,212.494,,,,
1993-01-06,211.602,,,,
1993-01-07,209.818,,,,
1993-01-08,209.666,,,,
1993-01-11,210.377,,,,
1993-01-12,210.196,,,,
1993-01-13,210.876,,,,
1993-01-14,212.358,,,,
1993-01-15,212.948,,,,
1993-01-18,212.222,,,,
1993-01-19,210.377,,,,
1993-01-20,209.923,,,,
1993-01-21,211.118,,,,
1993-01-22,211.451,,,,
1993-01-25,212.918,,,,
1993-01-26,212.464,,,,
1993-01-27,211.285,,,,
1993-01-28,211.406,,,,
1993-01-29,211.738,,,,
1993-02-01,213.13,,,,
1993-02-02,212.706,,,,
1993-02-03,214.929,,,,
1993-02-04,215.096,,,,
1993-02-05,214.34,,,,
1993-02-08,213.357,,,,
1993-02-09,211.753,,,,
1993-02-10,212.555,,,,
1993-02-11,213.115,,,,
1993-02-12,211.572,,,,
1993-02-15,211.572,,,,
1993-02-16,205.553,,,,
1993-02-17,204.403,,,,
1993-02-18,203.874,,,,
1993-02-19,203.208,,,,
1993-02-22,201.908,,,,
1993-02-23,202.815,,,,
1993-02-24,206.717,,,,
1993-02-25,207.216,,,,
1993-02-26,207.897,,,,
1993-03-01,207.594,,,,
1993-03-02,210.483,,,,
1993-03-03,211.375,,,,
1993-03-04,210.075,,,,
1993-03-05,209.439,,,,
1993-03-08,213.205,,,,
1993-03-09,212.767,,,,
1993-03-10,214.355,,,,
1993-03-11,213.538,,,,
1993-03-12,211.995,,,,
1993-03-15,212.6,,,,
1993-03-16,211.935,,,,
1993-03-17,210.075,,,,
1993-03-18,211.451,,,,
1993-03-19,209.923,,,,
1993-03-22,208.94,,,,
1993-03-23,208.834,,,,
1993-03-24,208.26,,,,
1993-03-25,209.712,,,,
1993-03-26,208.335,,,,
1993-03-29,209.712,,,,
1993-03-30,211.466,,,,
1993-03-31,211.39,,,,
1993-04-01,210.317,,,,
1993-04-02,205.159,,,,
1993-04-05,204.902,,,,
1993-04-06,203.133,,,,
1993-04-07,203.314,,,,
1993-04-08,202.18,,,,
1993-04-09,202.18,,,,
1993-04-12,205.447,,,,
1993-04-13,205.673,,,,
1993-04-14,205.401,,,,
1993-04-15,205.129,,,,
1993-04-16,204.207,,,,
1993-04-19,204.191,,,,
1993-04-20,203.632,,,,
1993-04-21,203.768,,,,
1993-04-22,201.59,,,,
1993-04-23,200.471,,,,
1993-04-26,199.2,,,,
1993-04-27,202.013,,,,
1993-04-28,201.847,,,,
1993-04-29,202.059,,,,
1993-04-30,202.755,,,,
1993-05-03,204.524,,,,
1993-05-04,205.22,,,,
1993-05-05,206.384,,,,
1993-05-06,205.689,,,,
1993-05-07,205.522,,,,
1993-05-10,205.749,,,,
1993-05-11,206.233,,,,
1993-05-12,205.779,,,,
1993-05-13,203.118,,,,
1993-05-14,204.222,,,,
1993-05-17,205.174,,,,
1993-05-18,205.416,,,,
1993-05-19,209.061,,,,
1993-05-20,210.891,,,,
1993-05-21,208.819,,,,
1993-05-24,209.439,,,,
1993-05-25,209.802,,,,
1993-05-26,211.3,,,,
1993-05-27,210.075,,,,
1993-05-28,209.303,,,,
1993-05-31,209.303,,,,
1993-06-01,210.619,,,,
1993-06-02,210.362,,,,
1993-06-03,209.424,,,,
1993-06-04,207.897,,,,
1993-06-07,206.369,,,,
1993-06-08,204.948,,,,
1993-06-09,205.25,,,,
1993-06-10,205.432,,,,
1993-06-11,206.596,,,,
1993-06-14,207.065,,,,
1993-06-15,206.354,,,,
1993-06-16,206.929,,,,
1993-06-17,207.367,,,,
1993-06-18,204.554,,,,
1993-06-21,204.857,,,,
1993-06-22,204.358,,,,
1993-06-23,203.692,,,,
1993-06-24,205.326,,,,
1993-06-25,206.082,,,,
1993-06-28,207.579,,,,
1993-06-29,207.337,,,,
1993-06-30,206.944,,,,
1993-07-01,205.855,,,,
1993-07-02,204.932,,,,
1993-07-05,204.932,,,,
1993-07-06,202.452,,,,
1993-07-07,202.785,,,,
1993-07-08,205.008,,,,
1993-07-09,205.144,,,,
1993-07-12,205.658,,,,
1993-07-13,205.9,,,,
1993-07-14,207.156,,,,
1993-07-15,206.536,,,,
1993-07-16,204.207,,,,
1993-07-19,203.496,,,,
1993-07-20,204.569,,,,
1993-07-21,203.919,,,,
1993-07-22,202.346,,,,
1993-07-23,203.465,,,,
