Dates,RLV Index_Last,RLV Index_Open,RLV Index_High,RLV Index_Low,RLV Index_Volume
1999-02-18,536.13,,,,499817216
1999-02-19,535.739,,,,472185184
1999-02-22,548.415,,,,496035456
1999-02-23,545.036,,,,517057792
1999-02-24,539.702,,,,537500736
1999-02-25,536.496,,,,519712640
1999-02-26,535.193,,,,550938624
1999-03-01,534.524,,,,478101088
1999-03-02,533.3,,,,546931072
1999-03-03,532.212,,,,570177408
1999-03-04,539.995,,,,553754432
1999-03-05,551.282,,,,557062784
1999-03-08,551.703,,,,486567168
1999-03-09,550.553,,,,566956288
1999-03-10,555.528,,,,512769536
1999-03-11,559.919,,,,554439680
1999-03-12,558.549,,,,494465632
1999-03-15,561.656,,,,464652800
1999-03-16,559.201,,,,453438464
1999-03-17,556.926,,,,464973088
1999-03-18,563.973,,,,515661792
1999-03-19,556.512,,,,593880896
1999-03-22,555.689,,,,426930112
1999-03-23,542.44,,,,502257888
1999-03-24,544.446,,,,495680768
1999-03-25,550.129,,,,492677344
1999-03-26,547.371,,,,439935872
1999-03-29,554.609,,,,474886528
1999-03-30,548.429,,,,448672352
1999-03-31,545.456,,,,511927296
1999-04-01,546.758,,,,464146784
1999-04-02,547.09,,,,464146784
1999-04-05,556.036,,,,444649952
1999-04-06,553.929,,,,510133760
1999-04-07,560.322,,,,544416960
1999-04-08,567.077,,,,541097600
1999-04-09,568.217,,,,427909344
1999-04-12,576.109,,,,461506752
1999-04-13,574.802,,,,520546816
1999-04-14,572.848,,,,675680384
1999-04-15,575.984,,,,719302208
1999-04-16,579.275,,,,596883968
1999-04-19,580.431,,,,741736448
1999-04-20,581.919,,,,607034304
1999-04-21,589.338,,,,579025984
1999-04-22,594.086,,,,559356864
1999-04-23,593.057,,,,515287456
1999-04-26,590.078,,,,450651392
1999-04-27,595.986,,,,593490432
1999-04-28,599.019,,,,572680384
1999-04-29,601.289,,,,631063040
1999-04-30,595.565,,,,617246720
1999-05-03,607.919,,,,522805728
1999-05-04,600.106,,,,568022080
1999-05-05,605.805,,,,585196416
1999-05-06,600.613,,,,560235264
1999-05-07,607.11,,,,514427552
1999-05-10,604.702,,,,470745024
1999-05-11,608.244,,,,505034944
1999-05-12,609.758,,,,522222336
1999-05-13,615.423,,,,510595136
1999-05-14,602.972,,,,487580128
1999-05-17,600.824,,,,441976032
1999-05-18,596.244,,,,488019104
1999-05-19,601.068,,,,497897216
1999-05-20,600.778,,,,456024032
1999-05-21,600.057,,,,419118400
1999-05-24,591.185,,,,464304480
1999-05-25,583.211,,,,511171744
1999-05-26,592.834,,,,533197600
1999-05-27,580.631,,,,519684960
1999-05-28,587.861,,,,402629440
1999-05-31,588.31,,,,402629440
1999-06-01,584.525,,,,431941824
1999-06-02,584.601,,,,464184256
1999-06-03,585.861,,,,440908608
1999-06-04,592.088,,,,436309888
1999-06-07,598.253,,,,439132160
1999-06-08,593.247,,,,422004448
1999-06-09,591.923,,,,437628416
1999-06-10,587.405,,,,439454784
1999-06-11,584.106,,,,433939872
1999-06-14,588.121,,,,421285792
1999-06-15,591.206,,,,433838368
1999-06-16,599.932,,,,494275264
1999-06-17,602.775,,,,434595744
1999-06-18,604.293,,,,595457664
1999-06-21,604.387,,,,445313472
1999-06-22,599.071,,,,453471200
1999-06-23,596.089,,,,469803584
1999-06-24,587.305,,,,447575520
1999-06-25,588.062,,,,378379200
1999-06-28,593.48,,,,402141280
1999-06-29,599.858,,,,474176384
1999-06-30,604.231,,,,795826432
1999-07-01,608.089,,,,583672960
1999-07-02,610.818,,,,403264384
1999-07-05,611.45,,,,403264384
1999-07-06,610.354,,,,488651872
1999-07-07,612.007,,,,499023648
1999-07-08,609.899,,,,575809088
1999-07-09,612.398,,,,493781504
1999-07-12,611.226,,,,451020448
1999-07-13,607.82,,,,518810080
1999-07-14,607.208,,,,546437568
1999-07-15,611.053,,,,569978816
1999-07-16,613.991,,,,501471680
1999-07-19,611.253,,,,474867808
1999-07-20,602.932,,,,519113760
1999-07-21,603.308,,,,545717120
1999-07-22,600.18,,,,535723840
1999-07-23,597.714,,,,443361856
1999-07-26,596.133,,,,409868736
1999-07-27,600.869,,,,483881600
1999-07-28,600.043,,,,453202048
1999-07-29,590.965,,,,507495360
1999-07-30,585.764,,,,498874592
1999-08-02,586.125,,,,431684032
1999-08-03,582.9,,,,499849888
1999-08-04,577.237,,,,537007488
1999-08-05,580.975,,,,573627328
1999-08-06,574.591,,,,470866240
1999-08-09,575.008,,,,469833664
1999-08-10,566.62,,,,572224896
1999-08-11,573.362,,,,535528192
1999-08-12,571.475,,,,483190432
1999-08-13,581.852,,,,503954688
1999-08-16,582.09,,,,412294304
1999-08-17,589.266,,,,497715232
1999-08-18,585.315,,,,480302144
1999-08-19,580.832,,,,459340128
1999-08-20,583.365,,,,443453408
1999-08-23,590.566,,,,471597568
1999-08-24,589.351,,,,478781024
1999-08-25,590.845,,,,608822528
1999-08-26,584.262,,,,525745024
1999-08-27,577.919,,,,404741280
1999-08-30,565.321,,,,447123072
1999-08-31,562.878,,,,610171136
1999-09-01,567.87,,,,524518720
1999-09-02,561.236,,,,519830176
1999-09-03,575.806,,,,495746560
1999-09-06,576.31,,,,495746560
1999-09-07,572.523,,,,510148224
1999-09-08,569.513,,,,549925376
1999-09-09,569.172,,,,536609696
1999-09-10,569.49,,,,590144384
1999-09-13,568.248,,,,470825920
1999-09-14,562.932,,,,514664544
1999-09-15,557.474,,,,549925824
1999-09-16,555.994,,,,508327392
1999-09-17,561.27,,,,597358592
1999-09-20,557.984,,,,390901280
1999-09-21,548.133,,,,570558848
1999-09-22,548.186,,,,594817856
1999-09-23,539.659,,,,623223040
1999-09-24,538.555,,,,614085888
1999-09-27,539.279,,,,528805056
1999-09-28,538.46,,,,605945792
1999-09-29,536.752,,,,574469376
1999-09-30,542.293,,,,696056896
1999-10-01,539.242,,,,623251136
1999-10-04,547.871,,,,566448000
1999-10-05,544.177,,,,751871680
1999-10-06,552.965,,,,659779392
1999-10-07,549.491,,,,587536000
1999-10-08,554.935,,,,583900288
1999-10-11,554.27,,,,453388416
1999-10-12,545.171,,,,546510656
1999-10-13,537.362,,,,570620864
1999-10-14,537.779,,,,604281856
1999-10-15,523.039,,,,632339520
1999-10-18,527.776,,,,546603584
1999-10-19,530.859,,,,604694720
1999-10-20,536.934,,,,603833792
1999-10-21,534.386,,,,665481920
1999-10-22,545.537,,,,644754432
1999-10-25,541.205,,,,541696448
1999-10-26,536.953,,,,590851392
1999-10-27,547.504,,,,607241088
1999-10-28,567.417,,,,818833408
1999-10-29,572.724,,,,764753344
1999-11-01,568.797,,,,564159104
1999-11-02,566.792,,,,611515968
1999-11-03,565.765,,,,598013376
1999-11-04,568.669,,,,664989952
1999-11-05,571.343,,,,651362688
1999-11-08,573.838,,,,534614304
1999-11-09,568.139,,,,583603328
1999-11-10,568.913,,,,601949248
1999-11-11,568.056,,,,584222400
1999-11-12,576.864,,,,611315584
1999-11-15,578.422,,,,546337408
1999-11-16,587.792,,,,640410176
1999-11-17,583.722,,,,661610112
1999-11-18,584.524,,,,697778688
1999-11-19,581.352,,,,619032192
1999-11-22,577.063,,,,577180416
1999-11-23,568.165,,,,622935936
1999-11-24,569.527,,,,507205088
1999-11-25,569.96,,,,507205088
1999-11-26,570.329,,,,206455232
1999-11-29,566.173,,,,627952128
1999-11-30,566.967,,,,703290432
1999-12-01,567.687,,,,644478848
1999-12-02,567.857,,,,614154240
1999-12-03,578.693,,,,692000128
1999-12-06,572.596,,,,594322048
1999-12-07,567.414,,,,702173952
1999-12-08,564.15,,,,657376512
1999-12-09,565.536,,,,725121472
1999-12-10,566.121,,,,641031552
1999-12-13,562.206,,,,622448256
1999-12-14,558.679,,,,695253504
1999-12-15,559.794,,,,700066688
1999-12-16,556.632,,,,693411392
1999-12-17,556.922,,,,925102656
1999-12-20,553.398,,,,578462080
1999-12-21,557.392,,,,673104640
1999-12-22,557.14,,,,587287872
1999-12-23,565.535,,,,494235616
1999-12-24,566.05,,,,494235616
1999-12-27,558.217,,,,471677568
1999-12-28,562.869,,,,432323968
1999-12-29,564.42,,,,358587296
1999-12-30,565.887,,,,348961728
1999-12-31,568.782,,,,233956672
2000-01-03,555.658,,,,632557184
2000-01-04,539.401,,,,690506240
2000-01-05,543.944,,,,766538560
2000-01-06,552.57,,,,793595392
2000-01-07,562.34,,,,747145792
2000-01-10,562.521,,,,670916672
2000-01-11,556.627,,,,714019776
2000-01-12,558.586,,,,723980288
2000-01-13,565.603,,,,668034176
2000-01-14,569.983,,,,718121984
2000-01-17,569.983,,,,718121984
2000-01-18,563.573,,,,666660032
2000-01-19,563.128,,,,698704256
2000-01-20,556.949,,,,740659904
2000-01-21,556.734,,,,872630144
2000-01-24,546.594,,,,766495104
2000-01-25,544.552,,,,760923776
2000-01-26,548.715,,,,776990592
2000-01-27,547.567,,,,737837760
2000-01-28,534.842,,,,719764864
2000-01-31,549.488,,,,678524032
2000-02-01,550.117,,,,675627904
2000-02-02,548.64,,,,700360768
2000-02-03,548.357,,,,789387648
2000-02-04,543.981,,,,699173376
2000-02-07,541.637,,,,621515776
2000-02-08,543.368,,,,738164800
2000-02-09,532.194,,,,707951936
2000-02-10,527.694,,,,773889728
2000-02-11,521.061,,,,730719360
2000-02-14,520.62,,,,643048064
2000-02-15,526.772,,,,760781568
2000-02-16,524.148,,,,689744576
2000-02-17,519.971,,,,692604864
2000-02-18,506.046,,,,736489088
2000-02-21,506.046,,,,736489088
2000-02-22,507.926,,,,646908096
2000-02-23,504.133,,,,672071040
2000-02-24,496.236,,,,834198080
2000-02-25,491.15,,,,767145600
2000-02-28,499.218,,,,741542720
2000-02-29,507.403,,,,864862464
2000-03-01,513.732,,,,919417984
2000-03-02,515.366,,,,910498688
2000-03-03,522.208,,,,881582848
2000-03-06,515.403,,,,735510016
2000-03-07,508.157,,,,895444800
2000-03-08,508.303,,,,831401408
2000-03-09,514.549,,,,757927360
2000-03-10,513.289,,,,779208896
2000-03-13,511.482,,,,685198144
2000-03-14,507.234,,,,773376896
2000-03-15,522.492,,,,951906176
2000-03-16,550.418,,,,1069703872
2000-03-17,547.942,,,,920604032
2000-03-20,545.407,,,,663972096
2000-03-21,555.516,,,,747674496
2000-03-22,554.037,,,,744398208
2000-03-23,565.094,,,,767866432
2000-03-24,565.94,,,,734854656
2000-03-27,562.33,,,,637050944
2000-03-28,560.758,,,,689858304
2000-03-29,563.687,,,,740997376
2000-03-30,563.125,,,,857484160
2000-03-31,568.342,,,,859814912
2000-04-03,579.525,,,,744265344
2000-04-04,572.552,,,,1082866176
2000-04-05,569.857,,,,747733952
2000-04-06,575.525,,,,730822592
2000-04-07,571.073,,,,619990272
2000-04-10,574.496,,,,643836224
2000-04-11,577.956,,,,721354176
2000-04-12,578.041,,,,840707456
2000-04-13,572.727,,,,729488384
2000-04-14,543.031,,,,905585728
2000-04-17,543.553,,,,877926720
2000-04-18,553.852,,,,746510656
2000-04-19,552.938,,,,669627840
2000-04-20,558.225,,,,630506816
2000-04-21,558.225,,,,630506816
2000-04-24,563.405,,,,623511680
2000-04-25,577.852,,,,734160384
2000-04-26,572.145,,,,702114816
2000-04-27,566.37,,,,752541056
2000-04-28,560.915,,,,726914432
2000-05-01,566.777,,,,692377856
2000-05-02,559.744,,,,744593024
2000-05-03,549.657,,,,719723392
2000-05-04,549.123,,,,669947264
2000-05-05,552.732,,,,577941248
2000-05-08,556.9,,,,548190656
2000-05-09,554.34,,,,633214720
2000-05-10,548.313,,,,688446336
2000-05-11,557.94,548.84,558.95,548.84,678791680
2000-05-12,561.927,558.11,562.43,557.54,599108992
2000-05-15,573.852,562.34,574.49,562.32,619228800
2000-05-16,575.461,574.49,577.97,573.57,657836288
2000-05-17,568.977,575.82,575.82,567.84,598027648
2000-05-18,569.497,569.59,575.4,569.47,603326272
2000-05-19,560.28,569.89,569.89,558.13,630576960
2000-05-22,560.551,560.67,563.09,554.19,635061504
2000-05-23,557.548,560.97,562.31,557.93,630253440
2000-05-24,563.024,558.06,565.68,558.06,970392896
2000-05-25,553.648,563.45,563.52,551.86,733209792
2000-05-26,553.785,553.97,557.31,552.68,520212128
2000-05-29,553.785,553.97,557.31,552.68,520212128
2000-05-30,563.579,554.03,564.19,554.03,641612224
2000-05-31,565.446,564.19,568.29,562.66,715105152
2000-06-01,573.718,565.81,574.43,565.78,700214208
2000-06-02,580.447,574.43,584.74,574.43,818483200
2000-06-05,575.134,576.59,577.25,575.16,596434112
2000-06-06,573.9,575.8,575.81,572.55,677155136
2000-06-07,576.186,574.4,577.48,574.37,607592640
2000-06-08,571.966,576.43,576.44,570.33,597012544
2000-06-09,569.425,572.43,576.34,568.98,549350144
2000-06-12,569.569,569.64,569.67,569.64,525019840
2000-06-13,573.068,569.89,574.7,568.67,634952512
2000-06-14,576.312,573.27,578.2,573.27,663202688
2000-06-15,570.974,576.49,576.49,569.02,720304576
2000-06-16,560.242,571.24,571.37,559.52,914619648
2000-06-19,564.795,560.52,566.87,560.51,678239744
2000-06-20,561.571,564.92,565.27,559.75,723183296
2000-06-21,560.605,561.92,561.92,558.6,655066688
2000-06-22,556.606,560.89,561.18,554.83,707471104
2000-06-23,554.937,556.83,560.3,554.09,550621760
2000-06-26,555.667,555.24,559.71,554.37,635607168
2000-06-27,554.946,556.08,559.2,555.3,757301632
2000-06-28,553.609,555.3,558.28,553.23,819432000
2000-06-29,551.35,553.47,555.49,549.04,789752640
2000-06-30,538.872,551.65,551.97,538.41,1198465792
2000-07-03,547.914,538.41,548.37,538.37,387937152
2000-07-04,547.914,538.41,548.37,538.37,387937152
2000-07-05,546.954,548.15,551.43,545.4,830198144
2000-07-06,547.649,547.09,549.8,544.98,806021760
2000-07-07,553.624,547.71,554.61,547.71,807250048
2000-07-10,553.859,553.79,556.34,553.69,720924416
2000-07-11,557.13,554,558.16,552.72,876917440
2000-07-12,557.486,557.19,559.98,557.19,883995072
2000-07-13,557.786,557.95,559.41,555.74,936288256
2000-07-14,559.27,557.83,559.55,557.08,864723328
2000-07-17,554.502,559.55,559.62,554.32,848939520
2000-07-18,552.184,554.52,554.52,550.7,847435712
2000-07-19,551.378,552.31,554.57,550.95,801166976
2000-07-20,554.659,551.14,557.01,551.14,935722880
2000-07-21,552.121,554.69,556.08,550.37,799563712
2000-07-24,549.794,552.04,552.62,548.59,726976000
2000-07-25,551.738,548.97,552.88,548.97,780215552
2000-07-26,544.146,551.66,551.66,544.15,976630016
2000-07-27,548.106,544.15,550.72,543.77,926274560
2000-07-28,542.391,547.97,548.64,540.92,901405056
2000-07-31,544.899,542.16,547.19,542.16,827736128
2000-08-01,551.504,544.85,551.82,544.85,815691776
2000-08-02,554.327,551.45,555.53,550.84,852044416
2000-08-03,558.876,554.25,559.15,552.14,902693632
2000-08-04,564.538,558.6,564.6,558.6,851797120
2000-08-07,568.255,564.57,568.63,563,758611520
2000-08-08,567.136,568.4,568.4,565.1,896266496
2000-08-09,563.824,567.17,567.31,562.3,906003776
2000-08-10,563.74,563.98,565.83,563.79,776164992
2000-08-11,570.071,564.08,571.01,564.08,737550016
2000-08-14,575.532,569.95,575.19,568.69,694864448
2000-08-15,571.54,575.18,575.18,571.4,783732288
2000-08-16,570.202,571.4,573.75,568.06,808377344
2000-08-17,572.613,569.12,572.77,569.12,795797312
2000-08-18,569.367,571.71,571.72,568.51,715404224
2000-08-21,571.894,569.5,571.91,569.5,639356736
2000-08-22,572.811,571.91,574.69,571.91,708325504
2000-08-23,571.579,572.98,573.86,571.01,766447296
2000-08-24,570.342,571.98,572.19,569.42,730457280
2000-08-25,570.831,570.29,571.84,569.69,592916032
2000-08-28,573.435,570.49,576.75,570.49,657920960
2000-08-29,570.872,573.1,573.26,569.39,737027840
2000-08-30,570.83,570.91,572.62,569.42,762067456
2000-08-31,573.98,570.21,577.78,570.21,945239424
2000-09-01,575.653,574.06,577.58,573.75,680354048
2000-09-04,575.653,574.06,577.58,573.75,680354048
2000-09-05,576.244,575.39,576.99,574.12,786209024
2000-09-06,577.43,576.12,580.58,576.12,973299712
2000-09-07,576.97,577.49,577.99,574.56,877504320
2000-09-08,579.809,576.91,580.71,575.56,867461248
2000-09-11,584.991,580.72,586.5,580.17,814468224
2000-09-12,584.159,585.1,585.59,582.89,838563968
2000-09-13,583.05,584.6,585.68,582.06,970111744
2000-09-14,580.891,583.02,583.52,579.61,987691328
2000-09-15,576.839,580.43,581.89,575.82,1109252480
2000-09-18,567.347,576.53,576.53,567.15,840059008
2000-09-19,567.787,567.46,569.26,566.28,901070912
2000-09-20,559.482,567.22,567.35,556.04,978509312
2000-09-21,557.202,560.06,560.06,555.56,938121856
2000-09-22,566.225,559.36,566.23,557.93,1048282176
2000-09-25,567.519,566.22,569.44,565.98,862377024
2000-09-26,565.221,567.78,569.6,565.18,955369728
2000-09-27,567.417,565.32,567.88,564.49,1003365312
2000-09-28,578.766,567.42,581.03,567.42,1058057024
2000-09-29,578.529,580.07,583.17,578.39,1083297152
2000-10-02,582.018,578.39,581.89,575.18,934739136
2000-10-03,581.007,581.95,586.29,580.62,1022891840
2000-10-04,579.006,581.05,583.8,578.78,1037166592
2000-10-05,581.207,579.08,584.4,578.91,1050829120
2000-10-06,571.167,581.23,582.81,568.34,1041222464
2000-10-09,569.348,571.12,571.99,568.47,653615616
2000-10-10,565.555,569.41,571.94,564.34,894367168
2000-10-11,559.827,565.73,565.73,556.05,1132649088
2000-10-12,545.69,559.82,560.87,545.56,1169799936
2000-10-13,555.494,545.94,555.93,545.45,1041392640
2000-10-16,557.13,555.51,557.52,554.64,899718656
2000-10-17,549.293,557.16,559.62,547.08,1011684928
2000-10-18,547.946,549.27,551.24,535.85,1336423040
2000-10-19,556.92,547.97,557.83,547.97,1198073856
2000-10-20,560.055,556.41,561.33,556.12,1063248128
2000-10-23,561.29,560.07,563.48,559.14,925920192
2000-10-24,567.493,561.31,570.28,561.31,1089416704
2000-10-25,563.917,567.51,569.96,563.44,1129528320
2000-10-26,560.015,563.98,564.87,556.32,1116410880
2000-10-27,569.524,560.03,569.52,560.03,1002068416
2000-10-30,586.619,579.04,587.93,578.73,1019921600
2000-10-31,591.951,586.64,592.49,584.16,1188360448
2000-11-01,588.559,591.97,591.97,585.12,1251838592
2000-11-02,587.591,588.59,590.92,587.27,1137612672
2000-11-03,586.468,587.61,588.27,584.27,915195264
2000-11-06,589.736,586.49,590.93,586.35,829392832
2000-11-07,588.832,589.77,590.36,587.43,782956992
2000-11-08,588.173,588.88,590.87,586.01,798188864
2000-11-09,585.409,588.2,588.2,576.9,1004712896
2000-11-10,579.97,585.43,586.24,580,842147648
2000-11-13,574.912,580,580,568.87,993228416
2000-11-14,578.839,574.94,582.19,574.94,973571520
2000-11-15,579.365,578.86,581.14,575.05,944093248
2000-11-16,578.368,579.43,581.96,577.36,824549760
2000-11-17,573.703,578.39,580.15,571.62,911186048
2000-11-20,567.087,573.85,573.85,566.89,882038912
2000-11-21,569.167,567.12,570.51,562.6,967336512
2000-11-22,562.568,569.19,569.19,560.65,937785280
2000-11-23,562.568,569.19,569.19,560.65,937785280
2000-11-24,565.288,562.68,566.89,562.68,361994528
2000-11-27,567.771,565.24,570.19,565.24,793720192
2000-11-28,569.105,567.79,572.53,566.91,944650496
2000-11-29,573.233,569.17,574.52,568.73,993710912
2000-11-30,568.765,573.26,574.23,561.58,1365021696
2000-12-01,568.106,568.79,572.75,566.25,1099389696
2000-12-04,572.647,568.1,573.6,565.67,978499328
2000-12-05,583.341,572.68,583.38,572.66,1288195712
2000-12-06,576.148,583.38,585.86,574.47,1259715584
2000-12-07,576.645,576.18,580.54,575.24,961178944
2000-12-08,582.864,576.66,585.18,576.66,1156680320
2000-12-11,584.115,582.83,586.18,580.8,1129516672
2000-12-12,584.699,584.11,586.17,582.97,991740032
2000-12-13,585.736,584.73,590.1,584.73,1078660992
2000-12-14,577.41,585.76,585.76,575.14,975149120
2000-12-15,569.925,577.44,577.44,569.7,1465250560
2000-12-18,580.757,569.95,582.13,569.95,1018275968
2000-12-19,576.918,580.81,585.38,576.59,1169171840
2000-12-20,566.897,576.98,576.98,565.98,1238937856
2000-12-21,572.383,566.93,572.51,564.19,1288806272
2000-12-22,579.311,572.41,579.38,572.36,1043516992
2000-12-25,579.311,572.41,579.38,572.36,1043516992
2000-12-26,587.629,579.33,587.86,579.33,731833408
2000-12-27,594.446,587.65,594.9,586.52,1002240448
2000-12-28,598.731,594.47,599.22,593.43,955807168
2000-12-29,596.505,598.77,601.38,595.92,1012006144
2001-01-01,596.505,598.77,601.38,595.92,1012006144
2001-01-02,587.611,596.54,596.54,585.34,1021012544
2001-01-03,598.204,587.63,602.09,583.16,1704366848
2001-01-04,591.625,598.25,598.6,590.33,1933421440
2001-01-05,582.626,591.65,591.77,581.68,1257693824
2001-01-08,582.457,582.64,584.73,577.75,977533312
2001-01-09,581.564,582.48,585.2,580.47,1085811456
2001-01-10,585.922,581.58,586.16,579.21,1208950912
2001-01-11,584.904,585.95,588.67,584.41,1326477824
2001-01-12,582.024,584.9,584.95,578.61,1246602624
2001-01-15,582.024,584.9,584.95,578.61,1246602624
2001-01-16,587.774,582.04,587.81,579.99,1074497664
2001-01-17,584.79,587.81,589.98,583.41,1237559424
2001-01-18,584.604,584.81,586.93,580.39,1221071488
2001-01-19,579.764,584.62,584.69,577.99,1237651072
2001-01-22,581.711,579.79,584.81,578.65,1012853120
2001-01-23,587.386,581.74,588.3,581.74,1085177088
2001-01-24,588.443,587.41,589.51,586.21,1148265728
2001-01-25,591.62,588.48,592.15,586.14,1160998144
2001-01-26,589.528,591.64,591.85,585.26,1022306816
2001-01-29,593.001,589.54,593.67,589.48,1002748224
2001-01-30,598.422,593.03,598.9,589.87,1024876608
2001-01-31,597.971,598.45,599.92,594.9,1214923008
2001-02-01,601.531,597.98,601.56,596.94,992566272
2001-02-02,596.982,601.56,602.75,596.44,947934400
2001-02-05,601.567,596.98,601.85,596.98,904793664
2001-02-06,599.889,601.59,602.19,598.33,913871872
2001-02-07,598.415,599.91,601.3,598.09,938979328
2001-02-08,598.21,598.44,601.62,597.97,950005824
2001-02-09,596.717,598.23,598.52,594.9,869592512
2001-02-12,603.319,596.75,603.51,596.6,842510592
2001-02-13,601.225,603.34,603.59,600.58,883143680
2001-02-14,594.329,601.25,601.5,593.98,944364416
2001-02-15,595.526,594.35,596.49,593.32,1015146048
2001-02-16,594.851,595.55,596.44,592.11,943750400
2001-02-19,594.851,595.55,596.44,592.11,943750400
2001-02-20,589.17,594.87,596.12,588.41,918221632
2001-02-21,579.586,589.19,589.19,579.17,1018958912
2001-02-22,579.37,579.58,580.29,569.95,1167495040
2001-02-23,575.636,579.37,579.37,565.63,1028953984
2001-02-26,585.589,575.64,585.59,575.64,994003648
2001-02-27,586.546,585.59,589.78,583.33,952686464
2001-02-28,580.262,586.55,588.55,576.88,1002208384
2001-03-01,577.839,580.16,580.16,572.41,1111908096
2001-03-02,581.913,577.83,584.77,573.46,1099847808
2001-03-05,583.299,581.92,583.44,580.29,815475200
2001-03-06,584.824,583.3,589.61,583.3,975342912
2001-03-07,589.83,584.83,589.84,584.83,957979392
2001-03-08,594.849,589.84,594.86,589.52,969050368
2001-03-09,586.507,594.85,594.85,584.97,902848640
2001-03-12,567.434,586.51,586.51,566.37,1047526912
2001-03-13,570.236,567.44,570.28,561.08,1178215808
2001-03-14,554.319,570.23,570.23,550.88,1230631168
2001-03-15,560.443,554.32,560.5,554.32,1143782144
2001-03-16,551.686,560.45,560.45,551.34,1366961920
2001-03-19,558.795,551.69,559.89,550.61,961383488
2001-03-20,548.507,558.8,561.4,548.43,1059479296
2001-03-21,536.921,548.51,548.51,535.82,1166684160
2001-03-22,527.087,536.9,536.99,513.03,1489341824
2001-03-23,536.576,527.09,536.68,525.58,1221546240
2001-03-26,545.995,536.6,546.95,536.6,972395456
2001-03-27,558.208,546,558.72,544.99,1170656384
2001-03-28,551.147,558.23,558.23,547.42,1004259776
2001-03-29,551.84,551.16,554.89,546.54,1018623232
2001-03-30,559.081,551.85,559.11,551.85,1089775104
2001-04-02,555.757,559.09,565.13,552.64,1055245952
2001-04-03,540.451,555.84,555.84,537.6,1237434240
2001-04-04,539.396,540.46,542.09,533.85,1292897024
2001-04-05,555.109,539.42,555.12,539.42,1188305408
2001-04-06,545.516,555.12,555.12,541.79,1090620288
2001-04-09,550.217,545.55,554.37,545.55,847187520
2001-04-10,561.775,550.25,563.4,550.25,1173578624
2001-04-11,557.175,561.81,563,555.3,1111129344
2001-04-12,562.056,557.21,562.09,555.48,872127488
2001-04-13,562.056,557.21,562.09,555.48,872127488
2001-04-16,563.876,562.09,565.79,559.06,748010368
2001-04-17,568.606,563.91,568.65,560.48,958262272
2001-04-18,581.356,568.64,583.6,568.64,1629569792
2001-04-19,582.023,581.4,582.09,577.56,1258709888
2001-04-20,575.788,582.08,582.08,573.85,1111030784
2001-04-23,572.899,575.83,575.83,570.27,890921664
2001-04-24,569.67,572.94,576.36,569.28,1007577600
2001-04-25,577.586,569.72,578.29,569.52,973248448
2001-04-26,582.281,577.62,586,577.52,1134223104
2001-04-27,589.495,582.32,589.54,582.32,940213376
2001-04-30,585.719,589.53,593.52,584.24,1024825664
2001-05-01,591.211,585.78,591.26,583.99,954544192
2001-05-02,588.911,591.25,591.4,586.05,1162334592
2001-05-03,584.934,588.98,588.98,580.81,989225536
2001-05-04,591.488,584.99,591.57,579.7,968097920
2001-05-07,590.849,591.52,592.5,588.47,817357760
2001-05-08,587.284,590.88,590.91,586.03,906710976
2001-05-09,587.592,587.33,587.97,584.35,903700160
2001-05-10,588.897,587.65,591.49,587.65,878201664
2001-05-11,585.148,588.94,590.73,583.38,792007488
2001-05-14,589.391,585.2,589.44,585.03,706916224
2001-05-15,590.725,589.44,592.19,587.84,864873728
2001-05-16,604.356,590.79,604.91,588.59,1120808576
2001-05-17,603.991,604.4,606.65,602.21,1141963136
2001-05-18,605.513,604.02,605.58,601.9,905506624
2001-05-21,609.164,605.56,609.26,603.02,995264960
2001-05-22,608.449,609.2,610.9,607.26,1071156160
2001-05-23,602.433,608.5,608.63,602.06,971875520
2001-05-24,603.164,602.47,604.69,600.25,957304256
2001-05-25,598.336,603.21,603.27,597.71,711384896
2001-05-28,598.336,603.21,603.27,597.71,711384896
2001-05-29,598.458,598.35,599.84,597.1,828063552
2001-05-30,593.634,598.5,599.88,593.36,936632768
2001-05-31,597.637,593.68,598.35,593.36,1026165184
2001-06-01,597.761,597.61,599.25,592.25,820851776
2001-06-04,601.311,597.82,601.37,596.56,690365312
2001-06-05,605.327,601.36,606.16,600.36,919094144
2001-06-06,598.918,605.38,605.38,598.62,927327744
2001-06-07,597.745,598.96,598.96,594.15,886305408
2001-06-08,594.746,597.8,597.8,592.27,629835008
2001-06-11,592.5,594.8,595.65,590.82,726335744
2001-06-12,592.299,592.55,593.82,586.44,877093504
2001-06-13,588.92,592.36,594.81,588.74,831368896
2001-06-14,580.264,588.95,588.95,579.78,1006448320
2001-06-15,579.46,580.28,582.4,575.34,1353062400
2001-06-18,578.296,579.51,582.3,578.03,957512320
2001-06-19,580.366,578.42,583.23,578.42,1037579200
2001-06-20,583.816,580.42,586.33,579.54,1198976000
2001-06-21,590.041,583.87,590.07,582.68,1289149824
2001-06-22,585.817,590.07,590.28,583.78,1051259264
2001-06-25,580.911,585.87,586.78,579.66,923748352
2001-06-26,579.801,580.94,581.58,575.48,1023917376
2001-06-27,577.667,579.85,582.23,576.12,999740032
2001-06-28,583.179,577.72,586.3,577.72,1095780736
2001-06-29,583.768,583.23,585.05,580.92,1332055808
2001-07-02,588.314,583.8,589.04,582.11,902658048
2001-07-03,587.243,588.39,588.39,584.95,489020128
