Dates,RTY Index_Last,RTY Index_Open,RTY Index_High,RTY Index_Low,RTY Index_Volume
1996-05-27,364.59,364.39,364.96,363.98,176266096
1996-05-28,362.879,364.59,364.93,361.25,180340304
1996-05-29,360.36,361.57,361.92,358.48,172748192
1996-05-30,361.606,359.11,360.49,358.48,170558944
1996-05-31,363.087,360.34,362.02,360.32,172925600
1996-06-03,362.574,361.85,361.85,360.71,157956896
1996-06-04,363.823,361.44,362.66,361.36,186790592
1996-06-05,364.779,362.65,363.77,362.46,205168304
1996-06-06,362.373,363.59,364.34,361.01,192348400
1996-06-07,359.938,361.19,361.19,354.81,176644192
1996-06-10,360.856,358.84,359.99,358.84,161390000
1996-06-11,360.573,359.74,360.73,359.2,179327296
1996-06-12,360.823,359.41,360.44,359.41,164875104
1996-06-13,358.575,359.65,360.03,356.9,173990592
1996-06-14,356.333,357.4,357.54,355.08,163422304
1996-06-17,355.093,355.08,355.63,353.61,141040304
1996-06-18,350.307,353.93,353.93,348.9,176529904
1996-06-19,348.471,349.05,349.66,347.2,166076704
1996-06-20,345.441,347.2,347.96,343.01,197078096
1996-06-21,346.512,344.16,346.15,344.16,172151952
1996-06-24,348.101,345.21,347.19,345.16,161737408
1996-06-25,345.788,346.8,347.46,344.23,184697296
1996-06-26,341.136,344.44,344.44,339.79,185213408
1996-06-27,343.216,339.81,341.96,339.28,192999808
1996-06-28,347.694,341.95,347,341.95,285074400
1996-07-01,348.709,346.61,347.75,346.34,220661600
1996-07-02,347.924,347.72,347.83,346.76,197320896
1996-07-03,345.762,346.94,346.94,344.73,194694496
1996-07-04,344.8,346.94,346.94,344.73,194694496
1996-07-05,340.608,344.8,344.8,339.72,77421800
1996-07-08,337.683,339.78,339.78,336.25,161842096
1996-07-09,337.441,336.68,337.37,336.2,183587296
1996-07-10,333.753,336.44,336.47,331.34,200357296
1996-07-11,325.66,332.71,332.71,322.58,242699248
1996-07-12,324.72,324.58,325.11,322.65,193383200
1996-07-15,315.788,323.69,324.02,314.55,207008896
1996-07-16,311.096,314.72,314.72,303.04,296249216
1996-07-17,319.161,310.12,318.26,310.12,249645552
1996-07-18,323.975,318.18,323.2,318.18,246931904
1996-07-19,322.559,322.92,323.26,320.49,191922304
1996-07-22,318.685,321.55,321.55,317.48,148164992
1996-07-23,312.743,317.65,318.3,311.61,205690304
1996-07-24,308.716,311.72,311.72,305.12,223293696
1996-07-25,312.574,307.77,311.58,307.77,190621792
1996-07-26,315.514,311.58,314.58,311.57,169780656
1996-07-29,314.09,314.57,315,313.11,148683600
1996-07-30,314.573,313.12,314.34,312.54,161652800
1996-07-31,317,313.54,316.03,313.54,187268800
1996-08-01,320.482,316,319.42,316,192976496
1996-08-02,325.438,319.42,324.71,319.42,215500192
1996-08-05,325.808,324.41,325.41,324.41,152521952
1996-08-06,326.294,324.74,325.32,323.62,171690896
1996-08-07,328.6,325.3,327.56,325.3,187007696
1996-08-08,328.528,327.55,327.64,326.99,166741200
1996-08-09,328.437,327.51,328.17,327.16,151037504
1996-08-12,328.357,327.44,327.67,326.36,121080896
1996-08-13,326.641,327.37,327.37,325.02,135564496
1996-08-14,327.707,325.63,326.78,325.6,144110592
1996-08-15,328.698,326.72,327.78,326.71,146129104
1996-08-16,329.973,327.68,328.93,327.68,141610800
1996-08-19,330.419,328.91,329.34,328.49,131041800
1996-08-20,330.263,329.34,329.45,329.05,146044992
1996-08-21,330.024,329.2,329.2,328.15,145924800
1996-08-22,332.437,328.94,331.41,328.94,177678704
1996-08-23,332.81,331.41,331.77,330.99,153820992
1996-08-26,332.515,331.77,332.02,331.02,129279352
1996-08-27,334.782,331.52,333.76,331.52,155079600
1996-08-28,336.608,333.75,335.61,333.75,160867056
1996-08-29,335.559,335.61,335.62,334.08,147429600
1996-08-30,334.912,334.51,334.67,332.97,110808096
1996-09-02,333.88,334.51,334.67,332.97,110808096
1996-09-03,334.349,333.88,333.88,330.42,142851504
1996-09-04,335.532,333.38,334.57,333.38,155944192
1996-09-05,332.616,334.56,334.56,331.49,157717600
1996-09-06,335.038,331.59,334.1,331.59,163855296
1996-09-09,336.601,334.1,335.63,334.09,171420400
1996-09-10,337.231,335.63,336.28,335.25,175207904
1996-09-11,337.695,336.28,336.8,335.37,162166304
1996-09-12,339.218,336.7,338.14,336.7,177013600
1996-09-13,341.83,338.14,341.01,338.14,211298896
1996-09-16,343.409,340.79,342.7,340.79,189634352
1996-09-17,343.277,342.29,342.97,341.01,210987200
1996-09-18,342.723,342.25,342.26,341.22,183967248
1996-09-19,342.438,341.58,342,340.95,190620608
1996-09-20,343.922,341.33,343.06,340.82,204223952
1996-09-23,342.622,342.82,342.82,340.85,137461200
1996-09-24,343.72,341.59,343.23,341.59,203809904
1996-09-25,344.743,342.66,343.73,342.63,226313600
1996-09-26,346.009,343.8,345.31,343.47,236876992
1996-09-27,346.554,345,345.52,344.87,193370000
1996-09-30,347.495,345.52,346.54,345.43,177758800
1996-10-01,346.428,346.39,346.39,344.59,194310848
1996-10-02,349.304,345.33,348.19,345.33,220706704
1996-10-03,348.333,348.19,348.19,347.16,203675296
1996-10-04,350.364,347.34,349.3,347.34,200646848
1996-10-07,349.931,349.3,349.79,348.73,168228848
1996-10-08,348.422,348.83,349.4,347.23,191984448
1996-10-09,347.201,347.36,348.27,345.84,199730352
1996-10-10,347.683,346.1,346.83,345.38,197210208
1996-10-11,348.967,346.64,347.92,346.64,188994096
1996-10-14,350.057,347.89,349.1,347.89,153299808
1996-10-15,350.143,349,350.43,348.21,210774704
1996-10-16,349.476,349.01,349.2,347.51,188658448
1996-10-17,349.354,348.42,348.84,348.1,202422704
1996-10-18,348.949,348.2,348.27,347.18,186068400
1996-10-21,347.255,347.85,347.99,345.75,165168800
1996-10-22,343.971,346.1,346.1,342.37,209002304
1996-10-23,344.019,342.82,342.93,341.31,199306800
1996-10-24,344.194,342.93,343.48,342.46,187684848
1996-10-25,344.14,343.08,343.1,342.32,175982544
1996-10-28,341.272,342.97,343.04,340.06,170608048
1996-10-29,339.266,340.1,340.61,337.93,189685648
1996-10-30,339.422,338.05,338.56,337.71,184444992
1996-10-31,341.751,338.18,340.57,338.18,200718848
1996-11-01,340.998,340.57,340.86,339.55,182308496
1996-11-04,341.113,339.76,340.17,338.9,149297600
1996-11-05,341.07,339.91,340.18,339.67,184455856
1996-11-06,343.71,339.86,342.44,339.86,211476608
1996-11-07,345.539,342.44,344.29,342.06,239418096
1996-11-08,345.854,344.29,344.58,343.15,203598544
1996-11-11,347.008,344.56,345.71,344.51,169907456
1996-11-12,347.418,345.7,346.88,345.7,216437744
1996-11-13,347.404,346.13,346.31,345.69,197253456
1996-11-14,348.558,346.11,347.29,345.97,216403744
1996-11-15,347.886,347.26,347.9,346.07,236890896
1996-11-18,347.287,346.52,346.78,345.63,190894208
1996-11-19,348.287,345.94,346.95,345.78,202266704
1996-11-20,348.898,346.95,347.84,346.75,208757552
1996-11-21,348.507,347.53,348.17,346.59,226456352
1996-11-22,351.337,347.18,350.09,347.18,257833952
1996-11-25,353.687,349.92,352.47,349.92,226088400
1996-11-26,352.786,352.29,352.64,350.6,226575104
1996-11-27,354.009,351.38,352.68,351.15,179230048
1996-11-28,352.67,351.38,352.68,351.15,179230048
1996-11-29,355.402,352.67,354.29,352.57,77358248
1996-12-02,356.703,354.11,355.34,353.47,200318544
1996-12-03,359.229,355.34,358.83,355.34,262352096
1996-12-04,359.549,357.83,358.9,357.09,220500192
1996-12-05,360.516,358.11,359.35,358.03,227892144
1996-12-06,356.852,359.05,359.05,349.68,223480192
1996-12-09,361.895,355.5,360.52,355.5,212515808
1996-12-10,362.747,360.49,362.43,360.49,251992704
1996-12-11,359.126,361.3,361.3,355.56,227811008
1996-12-12,357.799,357.7,359.34,356.32,204177792
1996-12-13,355.582,356.38,356.41,353.66,179700752
1996-12-16,351.911,354.18,355.06,350.48,177527104
1996-12-17,351.555,350.48,350.48,348.45,194845200
1996-12-18,354.526,350.13,353.08,350.13,215602208
1996-12-19,357.603,353.08,356.43,353.08,222105200
1996-12-20,358.177,356.1,357.83,355.53,213140992
1996-12-23,356.907,356.71,356.92,354.98,153418800
1996-12-24,357.318,355.43,355.9,355.2,84381296
1996-12-25,355.87,355.43,355.9,355.2,84381296
1996-12-26,359.172,355.87,357.72,355.83,128417000
1996-12-27,360.652,357.72,359.17,357.71,130341504
1996-12-30,361.492,359.17,360.1,359.01,184318800
1996-12-31,364.12,359.99,362.61,359.23,236613104
1997-01-01,362.61,359.99,362.61,359.23,236613104
1997-01-02,360.49,362.61,362.62,357.61,173034096
1997-01-03,363.363,358.96,361.85,358.96,185699296
1997-01-06,363.828,361.83,363.62,361.83,197842048
1997-01-07,365.686,362.31,364.16,361.78,210910144
1997-01-08,365.701,364.16,365.24,363.97,229192896
1997-01-09,367.172,364.17,365.59,364.17,216518304
1997-01-10,367.639,365.59,366.09,362.26,218865296
1997-01-13,367.444,366.09,366.7,365.55,203286048
1997-01-14,369.139,365.85,367.52,365.85,255237456
1997-01-15,368.815,367.52,367.65,366.41,247449904
1997-01-16,368.604,367.19,368.38,366.92,256316496
1997-01-17,369.523,366.92,367.96,366.08,268336496
1997-01-20,370.991,367.88,369.35,367.85,220744896
1997-01-21,371.963,369.35,370.33,368.46,249613904
1997-01-22,372.301,370.32,370.66,369.6,263192496
1997-01-23,372.098,370.65,373.17,370.36,283389088
1997-01-24,369.708,370.46,370.49,367.11,222345600
1997-01-27,367.131,368.14,368.46,365.36,181123296
1997-01-28,368.081,365.52,368.41,365.52,226196096
1997-01-29,367.853,366.47,367.03,366.14,212806496
1997-01-30,369.9,366.25,368.3,366.25,224155600
1997-01-31,371.059,368.29,369.78,368.29,239022400
1997-02-03,371.285,369.45,369.94,368.98,189174544
1997-02-04,369.887,369.71,369.77,367.41,195961792
1997-02-05,367.087,368.32,368.59,364.76,211201792
1997-02-06,367.08,365.49,365.96,364.93,209339504
1997-02-07,368.293,365.48,367.54,365.46,204157456
1997-02-10,365.732,366.75,367.12,363.97,187190096
1997-02-11,364.389,364.15,364.96,362.1,205011200
1997-02-12,367.002,362.75,365.48,362.75,220899696
1997-02-13,369.793,365.4,368.21,365.4,240013552
1997-02-14,370.758,368.18,369.27,368.18,213855296
1997-02-17,369.13,368.18,369.27,368.18,213855296
1997-02-18,371.654,369.13,370.08,368.72,202297200
1997-02-19,371.796,370.05,370.65,369.68,224440752
1997-02-20,369.178,370.17,370.24,367.25,219208304
1997-02-21,367.943,367.56,367.56,365.81,203996944
1997-02-24,367.998,366.37,366.69,365.41,196332608
1997-02-25,368.382,366.45,367.15,365.82,230603200
1997-02-26,365.471,366.79,366.99,363.06,234494496
1997-02-27,362.715,363.85,364.32,361.1,226289504
1997-02-28,361.633,361.15,361.21,358.41,215368800
1997-03-03,362.124,360.05,360.5,359.11,176754304
1997-03-04,363.526,360.49,362.87,360.49,216609344
1997-03-05,365.548,361.91,363.93,361.89,221389904
1997-03-06,365.444,363.93,364.95,363.48,206368896
1997-03-07,367.045,363.8,366.09,363.8,211031952
1997-03-10,368.68,365.46,367.1,365.46,187192496
1997-03-11,369.449,367.09,367.87,365.82,210332992
1997-03-12,366.004,367.87,367.87,364,203562000
1997-03-13,361.664,364.4,364.4,359.96,192203152
1997-03-14,362.607,360.06,361.93,359.98,199031392
1997-03-17,358.971,361.04,361.04,355.82,182045792
1997-03-18,356.556,357.37,357.75,354.53,181619808
1997-03-19,353.353,354.93,354.96,351.28,225240496
1997-03-20,353.867,351.79,353.27,350.56,206692608
1997-03-21,353.255,352.31,353.28,351.73,179040144
1997-03-24,350.983,351.73,351.97,348.73,172443904
1997-03-25,352.15,349.48,351.31,349.48,191930400
1997-03-26,353.795,350.7,352.37,350.7,207022448
1997-03-27,350.389,352.31,353.27,348.17,198848192
1997-03-28,348.95,352.31,353.27,348.17,198848192
1997-03-31,344.036,348.95,348.97,342.49,204916000
1997-04-01,342.43,342.57,342.57,339.68,194232608
1997-04-02,339.361,340.88,340.9,337.54,190258208
1997-04-03,337.955,337.8,337.8,335.48,184842592
1997-04-04,342.408,336.38,340.86,335.18,195602400
1997-04-07,346.416,340.84,344.94,340.84,194630048
1997-04-08,347.429,344.91,345.97,344.59,166650096
1997-04-09,348.243,345.97,347.59,345.81,188034800
1997-04-10,346.633,346.73,346.82,345.01,160707696
1997-04-11,340.783,345.16,345.16,339.06,152921904
1997-04-14,340.163,339.25,339.25,336.39,163371200
1997-04-15,342.323,338.61,341.28,338.61,200997104
1997-04-16,341.818,340.78,340.78,339.72,203980992
1997-04-17,342.041,340.24,341.89,340.16,212038304
1997-04-18,343.349,340.43,341.75,340.43,188779152
1997-04-21,339.873,341.74,342.04,337.95,175247600
1997-04-22,339.693,338.27,338.35,336.53,211235856
1997-04-23,339.999,338.09,339.14,338.09,207340992
1997-04-24,340.053,338.4,340.08,338.24,202393056
1997-04-25,337.474,338.52,338.52,335.71,172041296
1997-04-28,337.727,335.85,336.52,335.37,165257504
1997-04-29,342.218,336.1,340.59,336.1,199569696
1997-04-30,344.648,340.58,343.48,339.76,215760000
1997-05-01,347.305,343,345.97,342.99,217831104
1997-05-02,355.627,345.66,354.01,345.66,246683152
1997-05-05,364.066,353.98,362.43,353.98,309374688
1997-05-06,363.368,362.43,363.53,361.18,263474592
1997-05-07,361.844,361.73,361.73,359.46,197657296
1997-05-08,361.7,360.22,361.34,358.58,203503296
1997-05-09,363.033,360.1,361.92,360.1,183526144
1997-05-12,365.372,361.42,363.76,361.42,186033696
1997-05-13,365.169,363.76,363.99,363.22,186900896
1997-05-14,366.127,363.56,365.22,363.56,187463392
1997-05-15,367.563,364.48,366.06,364.04,192370256
1997-05-16,366.989,365.91,367.06,364.84,173434448
1997-05-19,368.21,365.28,366.57,365.02,144479504
1997-05-20,369.827,366.57,368.2,365.15,164176848
1997-05-21,371.687,368.2,370.07,368.2,197979008
1997-05-22,373.1,370.06,371.67,370.06,181350096
1997-05-23,377.359,371.46,375.67,371.46,176767104
1997-05-26,375.67,371.46,375.67,371.46,176767104
1997-05-27,378.428,375.67,376.74,374.83,201620304
1997-05-28,379.494,376.74,377.85,376.34,203429504
1997-05-29,380.116,377.79,378.52,377.6,189391296
1997-05-30,382.474,378.43,380.76,374.26,208929504
1997-06-02,385.236,380.76,383.54,380.59,185460304
1997-06-03,384.986,383.52,383.72,382.09,186488608
1997-06-04,384.397,383.28,383.35,381.84,182435008
1997-06-05,386.664,382.67,385,382.67,189311808
1997-06-06,388.836,384.99,387.22,384.72,201657200
1997-06-09,389.604,387.14,388.13,387.14,186736096
1997-06-10,389.055,387.9,388.25,386.75,202974656
1997-06-11,389.384,387.31,388.82,387.12,205401104
1997-06-12,391.304,387.62,389.54,387.62,211417904
1997-06-13,393.857,389.54,392.45,389.31,202719808
1997-06-16,394.008,392.07,392.2,391.37,162724096
1997-06-17,394.283,392.2,392.55,390.79,206066592
1997-06-18,394.281,392.55,392.55,391.21,180811008
1997-06-19,398.28,392.46,396.51,392.45,216780992
1997-06-20,395.445,396.49,396.49,392.63,234258400
1997-06-23,392.631,393.6,393.93,390.63,209186896
1997-06-24,395.16,390.82,393.32,390.82,233682304
1997-06-25,393.058,393.3,393.49,390.58,260785344
1997-06-26,392.113,391.22,391.6,389.97,215601296
1997-06-27,394.4,390.27,392.78,390.27,202383856
1997-06-30,398.295,392.53,396.99,391.95,329228000
1997-07-01,395.988,396.37,396.37,392.99,231308544
1997-07-02,396.462,394.13,394.8,393.95,232649600
1997-07-03,397.919,394.72,396.39,394.72,145374000
1997-07-04,396.17,394.72,396.39,394.72,145374000
1997-07-07,397.951,396.18,396.89,395.48,230852192
1997-07-08,399.913,396.26,398.3,396.06,255131808
1997-07-09,399.045,398.28,399.05,396.84,271309184
1997-07-10,400.896,397.4,399.16,396.7,263342096
1997-07-11,403.976,399.15,402.27,399.15,248152896
1997-07-14,405.589,402.26,404.26,402.23,264061600
1997-07-15,408.113,403.85,406.41,403.85,280736352
1997-07-16,412.097,406.39,410.23,406.39,320188096
1997-07-17,410.041,410.22,410.26,407.75,302567488
1997-07-18,407.803,408.11,408.11,403.91,249101744
1997-07-21,405.424,404.11,404.25,403.14,205462496
1997-07-22,408.09,403.44,406.26,403.44,254678592
1997-07-23,409.538,406.16,408.01,406.16,264192048
1997-07-24,410.079,407.65,408.19,406,273179104
1997-07-25,410.481,408.19,409.1,408.19,263964192
1997-07-28,410.604,408.54,409.43,408.54,242909792
1997-07-29,411.787,408.68,409.88,408.18,248872992
1997-07-30,415.396,409.87,413.44,409.87,292680896
1997-07-31,416.444,413.44,414.64,413.14,274761952
1997-08-01,416.154,414.48,414.78,411.88,233069952
1997-08-04,417.621,414.21,415.64,413.15,225565344
1997-08-05,420.279,415.63,418.32,415.61,274092384
1997-08-06,422.618,418.32,420.73,418.25,273019712
1997-08-07,422.041,420.73,421.75,419.77,275941408
1997-08-08,416.077,420.12,420.12,411.59,230248496
1997-08-11,414.55,414.19,414.74,410.95,201418848
1997-08-12,413.369,412.65,414.94,411.22,226717696
1997-08-13,413.619,411.42,414.22,410.79,218233696
1997-08-14,413.848,411.64,412.69,411.07,206773504
1997-08-15,410.561,411.87,411.88,408.58,182840144
1997-08-18,410.658,408.58,408.95,406.17,194395296
1997-08-19,415.807,408.73,413.79,408.73,238658496
1997-08-20,420.992,413.79,419.07,413.79,281869088
1997-08-21,418.926,419.07,419.29,416.83,251430944
1997-08-22,417.681,417.04,417.04,411.97,219007456
1997-08-25,420.011,415.73,418.51,415.73,219217696
1997-08-26,420.261,418.09,419,417.22,251228800
1997-08-27,422.83,418.31,420.86,418.31,232625296
1997-08-28,423.654,420.84,422.51,418.5,235181296
1997-08-29,425.554,421.59,423.82,420.76,184113904
1997-09-01,423.43,421.59,423.82,420.76,184113904
1997-09-02,430.164,423.43,428.06,423.43,220759104
1997-09-03,430.873,428.05,429.51,427.94,257674304
1997-09-04,431.738,428.79,430.19,428.54,269966784
1997-09-05,435.108,429.71,433.04,429.71,258858592
1997-09-08,438.098,433.04,435.99,433.02,261269248
1997-09-09,439.846,435.99,438.3,435.48,266578000
1997-09-10,439.002,437.75,438.19,436.65,263468192
1997-09-11,438.06,436.9,436.91,433.69,241002704
1997-09-12,442.297,435.93,440.09,435.9,263577600
1997-09-15,442.394,440.09,441.33,440.02,241351696
1997-09-16,447.503,440.17,445.2,440.17,277855808
1997-09-17,448.462,445.18,446.93,445.18,299761664
1997-09-18,448.804,446.15,447.78,446.15,280959040
1997-09-19,449.491,446.5,447.35,443.88,259784992
1997-09-22,451.339,447.17,449.76,447.17,276767488
1997-09-23,451.805,448.98,449.42,446.94,276379104
1997-09-24,450.901,449.42,450.33,448.43,282414208
1997-09-25,450.221,448.58,448.84,447.46,261368704
1997-09-26,451.182,447.92,449.24,447.89,240834544
1997-09-29,453.51,448.88,451.33,448.54,237267744
1997-09-30,456.152,451.31,453.82,450.86,297386240
1997-10-01,456.904,454.42,455.29,453.99,309685408
1997-10-02,459.151,454.69,456.97,454.69,229128192
1997-10-03,461.842,456.94,461.31,456.94,281538112
1997-10-06,463.958,459.52,461.87,459.52,274670464
1997-10-07,465.985,461.7,463.82,461.7,289867584
1997-10-08,465.855,463.78,464.6,461.85,299296896
1997-10-09,466.744,463.66,464.55,460.73,316195008
1997-10-10,467.224,464.55,465.03,462.71,263292400
1997-10-13,467.399,465.03,466.21,464.96,232230896
1997-10-14,466.185,465.21,466.19,462.52,287517440
1997-10-15,465.209,463.97,463.98,461.6,245354800
1997-10-16,459.71,462.74,463.85,456.39,273366112
1997-10-17,451.753,457.16,457.16,443.96,308783648
1997-10-20,456.347,449.29,453.85,448.75,228064896
1997-10-21,461.466,453.85,458.95,453.85,274247008
1997-10-22,460.857,458.93,459.31,457.27,263951696
1997-10-23,451.896,458.25,458.25,448.01,288760608
1997-10-24,450.184,449.36,453.43,447.02,316699264
1997-10-27,422.654,447.53,447.53,419.88,298341312
1997-10-28,432.202,420.13,429.35,405.37,478166016
1997-10-29,437.28,429.89,437.79,429.89,317143200
1997-10-30,431.054,434.87,434.87,427.73,253806208
1997-10-31,435.725,428.66,433.26,428.66,242553696
1997-11-03,443.416,433.26,440.98,433.26,235497648
1997-11-04,444.691,440.98,442.31,439.69,231753744
1997-11-05,447.206,442.31,444.93,442.31,252879248
1997-11-06,445.262,444.76,444.82,442.69,211330144
1997-11-07,437.617,442.83,442.83,433.16,214391696
1997-11-10,437.814,435.22,438.03,434.83,193625200
1997-11-11,435.851,435.4,435.87,432.47,182156352
1997-11-12,425.873,433.43,433.43,423.21,228928608
1997-11-13,425.802,423.44,425.99,418.83,251694144
1997-11-14,430.831,423.39,428.46,423.39,227884608
1997-11-17,438.077,428.41,436.21,428.41,230439856
1997-11-18,434.618,435.65,435.95,432.03,195564704
1997-11-19,433.213,432.13,432.13,430.08,210715200
1997-11-20,438.216,430.69,436.21,430.69,253904800
1997-11-21,437.536,435.7,437.88,434.55,224094800
1997-11-24,430.425,435.05,435.05,426.82,197992256
1997-11-25,429.473,428.68,429.04,425.44,219608400
1997-11-26,430.741,426.91,428.42,426.91,185548496
1997-11-27,428.16,426.91,428.42,426.91,185548496
1997-11-28,432.513,428.16,430.83,428.16,70957400
1997-12-01,436.743,429.92,434.16,429.92,223248800
1997-12-02,435.034,434.16,434.16,432.11,222423600
1997-12-03,436.368,432.48,433.81,430.38,251005456
1997-12-04,437.414,433.81,436.14,433.81,263101104
1997-12-05,440.556,434.91,438.06,432.95,239637104
1997-12-08,444.539,438.06,442.03,438.06,247275008
1997-12-09,440.695,442.03,442.03,438.06,240184048
1997-12-10,435.328,438.16,438.16,431.17,240090800
1997-12-11,427.217,432.8,432.8,422.48,274157312
1997-12-12,425.183,424.7,426.73,421.47,243579600
1997-12-15,423.293,422.63,423.51,418.85,266238704
1997-12-16,427.788,420.76,425.37,420.76,284199392
1997-12-17,428.837,425.34,427.17,425.34,267750752
1997-12-18,422.791,426.44,426.74,420.11,256371600
1997-12-19,422.42,420.35,420.35,412.68,276665696
1997-12-22,425.329,420.03,423.75,420.03,232586208
1997-12-23,424.468,422.88,423.59,421.89,238095808
1997-12-24,423.405,422.03,422.55,420.36,115071104
1997-12-25,421.04,422.03,422.55,420.36,115071104
1997-12-26,423.766,421.04,421.49,420.5,71178200
1997-12-29,429.01,421.49,426.67,421.49,227418592
1997-12-30,436.329,426.67,434.01,426.67,279360160
1997-12-31,439.448,434.01,438.62,433.84,270813536
1998-01-01,437.02,434.01,438.62,433.84,270813536
1998-01-02,438.892,437.02,437.56,434.25,151231456
1998-01-05,439.388,436.52,438.17,435.76,243995504
1998-01-06,435.434,437.06,437.06,432.4,248930096
1998-01-07,432.145,433.1,433.1,427.02,261200000
1998-01-08,428.04,429.76,429.76,425.59,226551904
1998-01-09,415.31,425.71,425.81,412.07,274039904
1998-01-12,413.195,412.95,412.95,404.86,242713408
1998-01-13,420.838,410.88,418.46,410.88,256205600
1998-01-14,424.32,418.44,421.93,418.44,241725200
1998-01-15,424.205,421.92,422.64,421.38,250837904
1998-01-16,428.779,421.75,426.7,421.75,256052192
1998-01-19,426.25,421.75,426.7,421.75,256052192
1998-01-20,433.82,426.25,431.32,426.25,249484496
1998-01-21,432.289,431.1,431.1,427.83,255890000
1998-01-22,428.621,429.89,429.89,425.74,243319392
1998-01-23,427.146,426.2,427.77,424.29,249937696
1998-01-26,423.301,424.81,425.54,420.54,216790304
1998-01-27,424.825,421.01,422.7,420.82,253583600
1998-01-28,430.774,422.53,428.65,422.53,290647904
1998-01-29,434.154,428.6,432.09,428.5,301946208
1998-01-30,432.195,431.99,432.1,429.15,266044400
1998-02-02,436.485,430.05,434.59,430.05,286857312
1998-02-03,439.769,434.42,437.8,434.23,292192800
1998-02-04,443.882,437.79,441.84,436.84,321446944
1998-02-05,446.078,441.84,445.78,441.84,336426400
1998-02-06,447.538,444.06,445.65,444.06,284795200
1998-02-09,449.348,445.5,447.31,445.5,267685456
1998-02-10,453.245,447.28,451.84,447.28,322343936
1998-02-11,454.05,451.19,452.88,451.19,276320960
1998-02-12,454.444,452.02,452.4,449.4,268107200
1998-02-13,456.346,452.4,454.29,451.94,254603392
1998-02-16,454.29,452.4,454.29,451.94,254603392
1998-02-17,455.058,454.29,455.94,452.88,262408448
1998-02-18,456.566,453.19,454.69,452.71,275544064
1998-02-19,456.144,454.69,455.1,453.57,254781296
1998-02-20,455.92,454.24,454.24,451.82,266896896
1998-02-23,458.194,453.99,456.29,453.67,254901504
1998-02-24,456.212,456.29,456.3,453.56,280058144
1998-02-25,460.375,454.3,458.49,454.3,299776288
1998-02-26,463.437,458.44,461.57,458.28,280357536
1998-02-27,463.661,461.53,462.42,461.1,292728864
1998-03-02,463.305,461.83,463.71,461.08,274471296
1998-03-03,464.259,461.54,462.42,459.48,304191200
1998-03-04,463.922,462.42,462.42,460.53,275537984
1998-03-05,458.58,462.13,462.13,456.08,281583040
1998-03-06,465.418,456.82,464.01,456.82,304529152
1998-03-09,462.774,463.72,463.72,460.98,261339504
1998-03-10,466.195,461.12,464.64,461.12,271531136
1998-03-11,468.708,464.62,467.81,464.62,301978912
1998-03-12,469.348,467.12,467.87,465.91,279297312
1998-03-13,470.346,467.77,469.76,467.77,270844288
1998-03-16,473.295,468.78,471.89,468.78,256542592
1998-03-17,472.587,471.75,472.22,470.16,274153408
1998-03-18,473.759,471.11,472.19,470,275049216
1998-03-19,475.928,472.18,474.31,472.18,300404416
1998-03-20,475.916,474.3,475.35,473.55,283115488
1998-03-23,475.649,474.25,475.06,473.6,283240096
1998-03-24,477.988,473.96,476.55,473.96,276192192
1998-03-25,478.659,476.25,479.28,475.81,279188000
1998-03-26,479.39,477.15,477.81,475.78,269231392
1998-03-27,478.699,477.81,479.21,476.57,264921744
1998-03-30,477.822,477.14,477.14,475.85,221389456
1998-03-31,482.203,476.27,480.68,476.22,319273536
1998-04-01,486.458,480.68,484.96,480.44,313131040
1998-04-02,487.867,484.94,486.91,484.94,345548992
1998-04-03,487.243,486.43,487.36,485.79,326789344
1998-04-06,483.348,485.79,487.32,481.85,273776896
1998-04-07,476.702,481.88,481.88,472.96,309129440
1998-04-08,476.852,475.15,477.61,474.59,281249600
1998-04-09,481.568,475.33,480.05,475.33,283937152
1998-04-10,480.04,475.33,480.05,475.33,283937152
1998-04-13,481.051,480.06,480.65,477.46,227169408
1998-04-14,486.318,479.56,484.85,479.56,294688896
1998-04-15,488.688,484.81,487.12,484.81,328260704
1998-04-16,485.933,487.12,487.16,484.27,304402304
1998-04-17,488.572,484.41,487.01,483.12,277148096
1998-04-20,490.273,487.01,489.29,487.01,283576992
1998-04-21,492.89,488.81,491.41,488.8,309134784
1998-04-22,492.665,491.41,492.28,490.58,318023040
1998-04-23,486.496,491.14,491.38,484.57,314225984
1998-04-24,481.813,484.95,486.22,479.38,295587712
1998-04-27,470.108,480.32,480.32,466.03,295912800
1998-04-28,474.065,468.5,474.45,468.5,282135104
1998-04-29,478.496,472.54,477.4,472.54,290096960
1998-04-30,484.451,476.98,483.47,476.98,332868704
1998-05-01,486.531,482.89,485.05,482.87,274782208
1998-05-04,487.003,484.94,487.54,484.94,258965600
1998-05-05,483.283,485.46,485.46,480.91,268336656
1998-05-06,480.972,481.74,483.26,479.35,265293552
1998-05-07,477.613,479.38,479.97,475.8,249357248
1998-05-08,481.12,475.96,479.91,475.96,263949904
1998-05-11,478.524,479.51,481.69,476.9,265482096
1998-05-12,477.693,476.9,477.36,474.21,263184896
1998-05-13,478.958,476.13,477.76,476.13,261275248
1998-05-14,476.98,477.48,477.82,475.51,226242496
1998-05-15,473.854,475.55,476.48,472.43,234010544
1998-05-18,468.953,472.44,472.65,466.32,229654352
1998-05-19,472.214,467.61,471.26,467.61,240992048
