Dates,RTY Index_Last,RTY Index_Open,RTY Index_High,RTY Index_Low,RTY Index_Volume
2004-06-15,567.937,557.67,569.69,557.67,376438368
2004-06-16,570.081,567.92,570.15,566.64,365222368
2004-06-17,569.578,570.07,571.16,565.21,396231040
2004-06-18,570.555,569.57,572.42,566.96,472082528
2004-06-21,568.755,570.54,571.85,568.15,325218272
2004-06-22,571.904,568.74,571.95,563.88,402829024
2004-06-23,580.16,571.89,580.79,571.23,431919840
2004-06-24,579.064,580.15,583.06,578.92,429418784
2004-06-25,587.711,579.05,587.7,578.93,1248151296
2004-06-28,584.116,587.7,588.82,583.38,470135200
2004-06-29,587.847,584.1,590.07,583.72,453330464
2004-06-30,591.537,587.83,591.53,587.73,485066560
2004-07-01,582.439,591.52,591.52,582.43,473626880
2004-07-02,582.733,582.43,582.92,579.35,322615936
2004-07-05,582.733,582.43,582.92,579.35,322615936
2004-07-06,572.421,582.72,582.72,571.47,437984768
2004-07-07,572.039,572.41,575.84,571.49,425070816
2004-07-08,560.727,572.03,572.03,560.54,436365280
2004-07-09,563.74,560.71,565.32,560.71,331867328
2004-07-12,562.252,563.73,564.56,558.29,344554752
2004-07-13,562.702,562.24,564.93,562.24,346787232
2004-07-14,559.75,562.69,565.88,557.66,400770304
2004-07-15,562.169,559.74,564.35,559.74,375837088
2004-07-16,555.493,562.16,564.01,554.8,398673856
2004-07-19,554.746,555.48,556.75,551.14,410982976
2004-07-20,564.199,554.73,564.25,554.73,410098496
2004-07-21,548.586,564.19,566.03,548.57,459638528
2004-07-22,546.533,548.6,549.6,539.05,518735744
2004-07-23,539.238,546.52,546.52,539.22,454021024
2004-07-26,533.501,539.23,542.29,531.4,425029440
2004-07-27,544.62,533.49,544.63,533.49,453533312
2004-07-28,541.215,544.61,544.61,534.57,426431552
2004-07-29,549.846,541.2,549.9,541.2,455907296
2004-07-30,551.299,549.83,552.14,547.67,397670176
2004-08-02,551.942,551.29,551.93,544.4,367496064
2004-08-03,543.641,551.93,551.93,543.47,400721024
2004-08-04,542.682,543.63,546.07,536.52,427594592
2004-08-05,532.373,542.67,542.74,532.09,423709440
2004-08-06,519.658,532.36,532.36,519.28,451222880
2004-08-09,518.395,519.65,522.56,518.15,347771840
2004-08-10,529.846,518.38,529.84,518.38,381246784
2004-08-11,526.641,529.83,529.83,517.89,405460448
2004-08-12,517.11,526.63,526.63,517.07,399383136
2004-08-13,517.4,517.1,521.04,515.9,301503296
2004-08-16,528.068,517.39,528.06,517.39,332456256
2004-08-17,530.014,528.06,533.28,528.06,354873504
2004-08-18,541.625,530,541.7,526.98,373107456
2004-08-19,537.448,541.61,541.61,536.14,349297824
2004-08-20,547.937,537.44,547.92,537.44,367849568
2004-08-23,543.481,547.92,549.97,543.44,333163840
2004-08-24,545.027,543.47,548.58,542.56,333828928
2004-08-25,550.156,545.01,550.16,542.13,335238816
2004-08-26,547.26,550.14,550.14,546,314570560
2004-08-27,551.687,547.25,551.89,547.25,255707664
2004-08-30,544.571,551.67,551.67,544.46,254938288
2004-08-31,547.941,544.56,548.45,541.96,318464896
2004-09-01,552.468,547.93,555.74,547.7,464851296
2004-09-02,559.79,552.46,559.8,551.88,337992032
2004-09-03,556.25,559.78,561.63,554.13,287015616
2004-09-06,556.25,559.78,561.63,554.13,287015616
2004-09-07,562.946,556.24,563.02,556.24,349289568
2004-09-08,557.801,562.93,565.79,557.64,364081312
2004-09-09,566.188,557.79,567.73,557.79,441220576
2004-09-10,569.924,566.18,570.06,562.16,395628576
2004-09-13,573.116,569.91,575.04,569.91,422964096
2004-09-14,570.972,573.1,573.1,567.74,366419392
2004-09-15,568.534,570.96,570.97,566.53,416250368
2004-09-16,574.555,568.52,575.1,568.45,375660032
2004-09-17,573.186,574.54,576.38,569.76,503759232
2004-09-20,570.756,573.17,573.97,569.86,375969280
2004-09-21,576.93,570.74,577.15,570.74,407062336
2004-09-22,565.907,576.92,576.92,565.53,390365344
2004-09-23,565.819,565.89,567.76,564.91,391957504
2004-09-24,565.984,565.81,569.63,565.81,366025216
2004-09-27,558.369,565.97,565.97,558.36,392385728
2004-09-28,565.67,558.36,565.73,558.36,493345312
2004-09-29,571.079,565.66,571.07,565.22,454023168
2004-09-30,572.952,571.07,574.71,569.33,494710208
2004-10-01,585.044,572.94,585.38,572.94,549951168
2004-10-04,589.107,585.03,592.02,585.03,538168256
2004-10-05,587.356,589.09,590.09,586.64,472195488
2004-10-06,592.676,587.34,592.66,586.55,471613632
2004-10-07,582.617,592.66,592.66,582.37,460347776
2004-10-08,575.663,582.6,583.14,575.59,450237408
2004-10-11,577.572,575.65,577.56,574.61,336104032
2004-10-12,576.724,577.56,578.1,570.49,395932000
2004-10-13,569.432,576.71,580.74,568.51,457240224
2004-10-14,564.888,569.42,570.06,564.79,416177792
2004-10-15,569.438,564.88,572.42,564.04,416234528
2004-10-18,572.04,569.42,573.19,565.97,402432960
2004-10-19,566.685,572.03,576.63,566.49,474584000
2004-10-20,570.142,566.67,570.35,562.82,471619904
2004-10-21,576.673,570.13,576.7,568.38,501394336
2004-10-22,567.788,576.66,577.64,567.57,467908000
2004-10-25,571.687,567.78,573.64,565.71,437724480
2004-10-26,577.626,571.67,577.99,567.32,507350016
2004-10-27,587.194,577.61,587.18,577.53,575163200
2004-10-28,585.641,587.19,587.19,581.72,544228352
2004-10-29,583.799,585.63,586.82,581.41,493204256
2004-11-01,587.014,583.79,587.42,581.11,431469664
2004-11-02,585.451,587,591.54,583.53,516610368
2004-11-03,595.345,585.44,596.59,585.44,522632000
2004-11-04,602.144,595.33,602.13,591.77,559912832
2004-11-05,604.308,602.13,607.25,600.94,539699584
2004-11-08,602.092,604.29,605.51,601.21,469143328
2004-11-09,606.655,602.08,607,601.27,511437792
2004-11-10,609.624,606.64,611.93,605.46,516693568
2004-11-11,616.313,609.61,616.3,609.29,509596672
2004-11-12,621.99,616.3,621.98,614.15,527343808
2004-11-15,623.874,621.98,623.86,618.97,530898976
2004-11-16,617.909,623.86,623.86,617.8,535167104
2004-11-17,622.986,617.89,627.92,617.89,600635712
2004-11-18,622.069,622.97,623.17,618.84,483318912
2004-11-19,613.45,622.06,622.06,613.19,481069472
2004-11-22,621.529,613.44,621.59,612.02,490847776
2004-11-23,624.546,621.52,624.53,616.54,522776128
2004-11-24,629.517,624.53,630.29,624.41,420820160
2004-11-25,629.517,624.53,630.29,624.41,420820160
2004-11-26,631.171,629.5,632.77,629.5,166224400
2004-11-29,634.474,631.16,636,626.84,515860672
2004-11-30,633.789,634.46,635.81,632.53,572680576
2004-12-01,643.7,633.77,644.21,633.77,670334208
2004-12-02,642.524,643.68,644.57,639.72,612418048
2004-12-03,642.226,642.51,644.84,640.87,548923264
2004-12-06,639.044,642.21,642.21,636.56,538592832
2004-12-07,625.515,639.03,639.78,625.46,622889024
2004-12-08,631.169,625.5,631.36,624.99,506881952
2004-12-09,629.208,631.15,631.15,621.74,486900128
2004-12-10,632.259,629.19,633.7,626.55,459087744
2004-12-13,638.045,632.24,638.08,631.65,460133248
2004-12-14,643.559,638.03,643.62,637.67,502648416
2004-12-15,648.627,643.54,648.61,642.68,531492064
2004-12-16,642.245,648.61,648.61,640.53,497819424
2004-12-17,642.094,642.23,642.39,638.67,606297344
2004-12-20,638.061,642.08,645.17,636.95,495098176
2004-12-21,646.215,638.05,646.2,638.05,480725280
2004-12-22,648.478,646.2,649.75,645.68,459199808
2004-12-23,649.383,648.46,650.73,648.46,360733472
2004-12-24,649.383,648.46,650.73,648.46,360733472
2004-12-27,644.356,649.37,651.72,642.84,361278880
2004-12-28,654.589,644.34,654.6,644.34,387977248
2004-12-29,653.353,654.57,654.57,651.95,358649664
2004-12-30,653.075,653.34,654.45,652.99,357652768
2004-12-31,651.582,653.06,656.11,651.08,318716288
2005-01-03,640.459,651.57,654.3,639.43,553019328
2005-01-04,628.554,640.44,643.05,627.89,622536064
2005-01-05,617.494,628.54,628.66,617.48,635146176
2005-01-06,619.83,617.48,624.29,616.96,563581248
2005-01-07,613.227,619.82,622.49,612.39,540388288
2005-01-10,617.75,613.21,623.3,613.21,485891968
2005-01-11,611.541,617.74,617.74,609.91,543099392
2005-01-12,613.201,611.53,613.7,604.64,536177632
2005-01-13,610.14,613.19,616.57,609.06,531970752
2005-01-14,617.491,610.13,617.55,610.13,447320960
2005-01-17,617.491,610.13,617.55,610.13,447320960
2005-01-18,624.885,617.48,625.81,615.29,494075104
2005-01-19,617.924,624.87,625.38,616.73,502779744
2005-01-20,612.359,617.91,617.91,611.73,530338656
2005-01-21,611.096,612.34,616.9,609.6,493324640
2005-01-24,604.545,611.08,614.51,604.17,484550880
2005-01-25,606.51,604.53,612.42,604.53,525684416
2005-01-26,616.584,606.5,616.59,606.5,530301600
2005-01-27,616.909,616.57,620.39,614.33,503346848
2005-01-28,613.014,616.9,617.43,609.96,468340160
2005-01-31,624.032,613,624.31,613,483105632
2005-02-01,628.155,624.02,628.61,623.43,552641280
2005-02-02,631.991,628.14,631.98,627.63,522254592
2005-02-03,629.348,631.98,631.98,625.6,570808768
2005-02-04,637.46,629.33,637.45,628.73,534370208
2005-02-07,636.633,637.44,639.84,634.39,506504128
2005-02-08,638.732,636.62,638.97,635.89,497945120
2005-02-09,625.726,638.72,639.51,625.43,511239584
2005-02-10,626.821,625.71,627.98,622.26,525266816
2005-02-11,634.772,626.81,635.48,621.94,522544352
2005-02-14,635.038,634.76,636.19,631.73,429162880
2005-02-15,634.952,635.02,638.56,632.3,486598976
2005-02-16,638.87,634.94,640.59,632.6,500718784
2005-02-17,631.153,638.85,640.51,631.13,514479072
2005-02-18,630.147,631.14,634.15,627.99,437184864
2005-02-21,630.147,631.14,634.15,627.99,437184864
2005-02-22,617.94,630.13,630.17,617.93,516864672
2005-02-23,620.559,617.92,624.44,617.92,502822720
2005-02-24,627.574,620.54,627.61,616.91,528707264
2005-02-25,637.547,627.56,637.53,627.05,485395168
2005-02-28,634.079,637.53,637.93,629.21,523323040
2005-03-01,638.54,634.06,639.35,633.81,560061568
2005-03-02,637.341,638.53,642.75,634.99,482655872
2005-03-03,638.301,637.33,641.09,633.94,491676864
2005-03-04,644.97,638.29,646,638.29,503671200
2005-03-07,643.874,644.95,647.64,643.59,485278496
2005-03-08,637.993,643.86,645.06,637.62,493673824
2005-03-09,631.093,637.98,637.98,631.07,529084352
2005-03-10,626.954,631.08,631.65,624.81,499570944
2005-03-11,626.856,626.94,631.54,624.58,476605920
2005-03-14,630.319,626.84,630.3,626.4,505225760
2005-03-15,626.838,630.3,635.09,626.65,563086976
2005-03-16,622.932,626.82,627.11,621.78,512080544
2005-03-17,625.474,622.92,626.87,621.65,510331136
2005-03-18,622.583,625.46,626.96,619.52,738097152
2005-03-21,621.588,622.57,623.05,617.76,432854176
2005-03-22,618.595,621.57,628.09,618.23,485882144
2005-03-23,612.072,618.58,618.58,612.06,466794432
2005-03-24,615.279,612.06,619.65,612.06,505195968
2005-03-25,615.279,612.06,619.65,612.06,505195968
2005-03-28,615.134,615.27,618.33,614.42,453901728
2005-03-29,604.643,615.12,618.82,603.75,533399200
2005-03-30,614.911,604.63,614.9,604.63,515424640
2005-03-31,615.088,614.9,615.76,611.96,565008128
2005-04-01,611.568,615.07,620.74,608.82,541327232
2005-04-04,613.77,611.54,615.13,606.82,441240192
2005-04-05,614.514,613.76,616.4,613.11,479226720
2005-04-06,616.229,614.5,620.9,614.5,448280384
2005-04-07,619.778,616.21,620.81,613.63,441159392
2005-04-08,610.765,619.76,619.76,610.65,459921376
2005-04-11,607.187,610.75,611.79,606.29,434730080
2005-04-12,613.044,607.17,613.67,600.73,512840704
2005-04-13,602.558,613.03,613.03,601.7,478528384
2005-04-14,591.95,602.54,603.62,591.94,520308480
2005-04-15,580.791,591.94,592.47,579.65,589307328
2005-04-18,585.347,580.78,586.77,577.66,511476768
2005-04-19,594.952,585.33,594.94,585.33,516452704
2005-04-20,584.97,594.94,595.95,584.93,522534240
2005-04-21,598.993,584.96,599.14,584.96,533339168
2005-04-22,589.545,598.98,598.98,584.64,541810432
2005-04-25,596.451,589.53,596.44,589.53,459751456
2005-04-26,587.679,596.44,598.31,587.46,491136928
2005-04-27,587.155,587.66,590.59,580.66,529813088
2005-04-28,575.03,587.14,587.14,575.02,588011200
2005-04-29,579.392,575.02,579.73,570.03,596725632
2005-05-02,585.87,579.38,585.86,579.19,489735904
2005-05-03,584.498,585.86,589.26,582.2,509820224
2005-05-04,595.234,584.48,595.26,584.48,569032768
2005-05-05,595.651,595.22,598.33,591.14,525079808
2005-05-06,596.533,595.64,599.03,594.59,431954592
2005-05-09,602.924,596.52,602.92,594.21,433604832
2005-05-10,595.058,602.91,602.91,593.86,490093088
2005-05-11,595.588,595.04,596.47,588.43,469349280
2005-05-12,586.905,595.57,597.37,585.63,501349472
2005-05-13,582.03,586.89,588.76,578.14,538613952
2005-05-16,591.728,582.02,591.71,582.02,454135584
2005-05-17,595.287,591.71,595.65,587.76,456684352
2005-05-18,607.896,595.27,607.88,595.27,578983360
2005-05-19,610.475,607.88,611.06,606.95,517318752
2005-05-20,609.429,610.46,610.58,605.48,433107168
2005-05-23,612.882,609.41,615.08,609.38,476350496
2005-05-24,612.962,612.87,613.69,610.14,446619904
2005-05-25,606.416,612.95,612.95,605.33,524646944
2005-05-26,614.716,606.4,614.7,606.4,485441888
2005-05-27,616.916,614.7,617.59,612.7,427869472
2005-05-30,616.916,614.7,617.59,612.7,427869472
2005-05-31,616.724,616.9,619.39,615.68,518210304
2005-06-01,623.776,616.71,624.83,616.7,516691264
2005-06-02,625.251,623.76,625.68,621.84,520293088
2005-06-03,620.323,625.24,626.38,619.15,453077408
2005-06-06,622.953,620.31,623.08,618.69,426979104
2005-06-07,623.797,622.94,630.92,622.94,509006400
2005-06-08,620.483,623.78,626.05,619.72,462116032
2005-06-09,626.248,620.47,626.29,617.23,446206528
2005-06-10,626.342,626.23,627.69,624.41,366521312
2005-06-13,629.032,626.33,630.4,624.68,430689408
2005-06-14,634.402,629.02,634.39,628.27,444308832
2005-06-15,637.207,634.39,637.19,629.94,509810400
2005-06-16,644.044,637.19,644.03,636.83,509182464
2005-06-17,644.201,644.03,648.19,642.06,703168320
2005-06-20,641.852,644.19,644.19,640.25,434521280
2005-06-21,641.06,641.84,643.31,640.19,422555104
2005-06-22,643.465,641.04,645.64,639.93,478138080
2005-06-23,634.136,643.45,644.27,634.06,500798144
2005-06-24,630.422,634.12,634.12,625.84,1254213504
2005-06-27,628.323,630.41,630.41,625.84,474351520
2005-06-28,641.496,628.31,641.55,628.31,511206752
2005-06-29,642.773,641.48,643.24,640.28,470513024
2005-06-30,639.674,642.76,646.04,639.1,494627136
2005-07-01,643.058,639.66,643.04,638.93,352740672
2005-07-04,643.058,639.66,643.04,638.93,352740672
2005-07-05,653.241,643.04,653.23,641.81,459539584
2005-07-06,648.289,653.23,654.32,647.8,468543296
2005-07-07,649.312,648.27,649.53,639.12,435891328
2005-07-08,662.156,649.3,662.69,649.3,508356480
2005-07-11,671.756,662.14,672.32,662.14,565846528
2005-07-12,670.808,671.74,674.33,667.35,487640896
2005-07-13,667.668,670.79,671.28,665.99,489564224
2005-07-14,663.032,667.65,673.24,662.11,537672640
2005-07-15,663.751,663.02,664.67,658.4,420986560
2005-07-18,658.576,663.74,663.74,658.03,414996256
2005-07-19,668.876,658.56,669.07,658.56,467807936
2005-07-20,677.574,668.86,677.87,666.09,542283712
2005-07-21,667.12,677.56,677.56,666.67,526210080
2005-07-22,677.795,667.1,677.78,667.1,511511232
2005-07-25,671.001,677.78,679.6,670.41,427422048
2005-07-26,674.599,670.99,676.37,670.03,517245344
2005-07-27,674.896,674.58,675.36,668.82,527530784
2005-07-28,683.058,674.88,683.05,674.1,599354880
2005-07-29,679.762,683.04,684.81,678.6,523495552
2005-08-01,682.82,679.75,685.18,679.75,462862880
2005-08-02,688.528,682.8,688.51,682.8,542244608
2005-08-03,683.396,688.51,688.51,682.63,541953280
2005-08-04,671.858,683.38,683.38,671.62,539158528
2005-08-05,662.802,671.84,671.84,660.81,515388288
2005-08-08,659.613,662.79,666.3,659.09,465954336
2005-08-09,660.495,659.6,663.22,658.55,479548256
2005-08-10,660.174,660.48,668.2,656.29,571364544
2005-08-11,666.385,660.16,666.37,659.24,448704224
2005-08-12,660.015,666.37,666.37,655.26,423317184
2005-08-15,665.659,660,667.23,656.29,417503840
2005-08-16,654.626,665.64,665.64,654.49,448479456
2005-08-17,654.837,654.61,658.36,652.41,436418496
2005-08-18,651.201,654.82,654.82,648.82,470555264
2005-08-19,652.524,651.19,654.1,650.71,364629728
2005-08-22,657.485,652.51,657.47,652.28,406930688
2005-08-23,655.481,657.47,658.62,652.21,420821632
2005-08-24,655.024,655.47,662.31,652.73,540844544
2005-08-25,657.716,655.01,659.11,654.99,409100544
2005-08-26,648.658,657.7,657.7,648.01,426209408
2005-08-29,655.334,648.64,655.32,645.38,397494912
2005-08-30,653.778,655.32,655.32,650.38,424588704
2005-08-31,666.526,653.76,666.53,652.73,544489792
2005-09-01,668.47,666.51,670.52,665.19,514529920
2005-09-02,663.348,668.45,668.71,662.28,362535360
2005-09-05,663.348,668.45,668.71,662.28,362535360
2005-09-06,674.493,663.33,674.49,663.33,477142208
2005-09-07,677.339,674.48,677.32,672.05,494218688
2005-09-08,673.488,677.32,677.32,670.74,467141696
2005-09-09,678.068,673.47,678.05,673.47,457879936
2005-09-12,680.84,678.05,682.49,676.1,455189472
2005-09-13,673.15,680.82,680.82,672.38,510834016
2005-09-14,666.367,673.13,675.46,665.86,493613568
2005-09-15,665.438,666.35,668.62,663.87,538146432
2005-09-16,671.999,665.42,671.99,665.42,872246336
2005-09-19,667.04,671.98,672.46,666.05,474896704
2005-09-20,660.648,667.02,670.69,658.95,599464448
2005-09-21,649.952,660.63,660.63,649.94,610629568
2005-09-22,651.178,649.94,652.82,644.74,583906560
2005-09-23,655.472,651.16,656.56,647.07,478152512
2005-09-26,660.215,655.46,662.14,655.46,510503136
2005-09-27,659.184,660.2,662.27,654.7,500073408
2005-09-28,656.055,659.17,660.02,652.24,503718656
2005-09-29,665.047,656.04,665.03,653.24,508658400
2005-09-30,667.814,665.03,667.8,663.02,514101152
2005-10-03,670.565,667.8,673.24,667.75,537163264
2005-10-04,663.856,670.55,674.17,663.83,599114880
2005-10-05,644.992,663.84,663.84,644.98,668227904
2005-10-06,639.465,644.98,648.54,633.38,651684224
2005-10-07,644.349,639.45,645.64,639.45,476195232
2005-10-10,637.984,644.33,645.61,637.32,451740992
2005-10-11,630.098,637.97,642.09,630.08,608301632
2005-10-12,621.584,630.08,631.13,616.78,623324480
2005-10-13,623.296,621.57,624.1,614.76,553551808
2005-10-14,633.166,623.28,633.15,621.16,487180992
2005-10-17,633.385,633.15,635.86,626.74,409852384
2005-10-18,625.379,633.37,633.37,625.19,465048832
2005-10-19,638.297,625.36,638.28,618.06,587797952
2005-10-20,627.555,638.28,638.74,623.14,539186304
2005-10-21,632.748,627.54,636.26,627.24,533323616
2005-10-24,646.619,632.73,646.6,632.73,479273376
2005-10-25,642.747,646.6,646.6,636.82,516206368
2005-10-26,638.425,642.73,648.01,637.37,596235968
2005-10-27,624.043,638.41,638.41,623.54,622931648
2005-10-28,635.344,624.03,635.56,624.03,602749760
2005-10-31,646.621,635.33,648.26,635.33,577660160
2005-11-01,643.039,646.61,646.61,640.18,570376128
2005-11-02,657.067,643.02,657.05,642.88,617288320
2005-11-03,658.787,657.05,663.9,656.56,688400640
2005-11-04,658.178,658.77,660.13,653.29,557934144
2005-11-07,661.254,658.16,663.07,656.31,497113216
2005-11-08,656.25,661.24,661.24,654.67,511793856
2005-11-09,659.83,656.23,663.75,654.98,539654528
2005-11-10,664.95,659.81,665.14,651.5,555928576
2005-11-11,666.68,664.93,667.82,663.43,455635840
2005-11-14,663.941,666.66,667.99,661.55,498523488
2005-11-15,656.248,663.93,664.76,655.28,559621120
2005-11-16,654.653,656.23,657.94,649.92,497813408
2005-11-17,667.153,654.64,667.14,654.64,552869632
2005-11-18,672.239,667.14,672.98,667.14,551085888
2005-11-21,678.978,672.22,679.32,669.06,504592544
2005-11-22,682.57,678.96,683.73,676.64,622183040
2005-11-23,683.152,682.55,686.22,681.48,512011264
2005-11-24,683.152,682.55,686.22,681.48,512011264
2005-11-25,683.595,683.14,684.11,681.57,186268128
2005-11-28,671.519,683.58,683.58,671.5,525589632
2005-11-29,673.71,671.5,678.06,671.5,719031104
2005-11-30,677.302,673.69,680.18,673.69,722297664
2005-12-01,690.223,677.29,690.91,677.29,903037184
2005-12-02,690.591,690.21,690.64,684.95,713966592
2005-12-05,686.582,690.57,690.57,682.89,665794688
2005-12-06,687.585,686.57,693.1,686.57,620900736
2005-12-07,683.024,687.57,688.21,681.09,533121248
2005-12-08,685.239,683.01,690.23,680.55,547524288
2005-12-09,688.784,685.22,689.89,682.92,457116064
2005-12-12,689.555,688.77,691.84,686.41,494016704
2005-12-13,689.045,689.51,692.25,686.58,538127680
2005-12-14,690.518,689.03,693.63,687.65,480783456
2005-12-15,684.755,690.5,691.1,681.19,575825216
2005-12-16,683.104,684.74,687.12,682.13,959032448
2005-12-19,672.266,683.09,683.24,671.65,496961120
2005-12-20,672.797,672.25,676.86,669.04,484933440
2005-12-21,679.76,672.78,681.95,672.78,514319424
2005-12-22,684.099,679.74,684.17,679.55,426748544
2005-12-23,686.46,684.08,686.95,684.08,303392640
2005-12-26,686.46,684.08,686.95,684.08,303392640
2005-12-27,676.593,686.44,688.4,676.57,395774240
2005-12-28,680.097,676.58,681.18,675.14,363905984
2005-12-29,677.973,680.08,681.95,677.82,361530560
2005-12-30,673.235,677.96,677.96,670.85,435238880
2006-01-02,673.235,677.96,677.96,670.85,435238880
2006-01-03,684.062,673.22,685.23,666.58,614819072
2006-01-04,689.271,684.05,690.16,683.42,602547200
2006-01-05,691.789,689.25,692.41,687.66,592233600
2006-01-06,699.404,691.77,700.44,691.77,626548800
2006-01-09,706.259,699.39,708.04,699.39,597713920
2006-01-10,711.01,706.24,711,702.21,609586752
2006-01-11,711.21,710.99,711.19,705.57,702776640
2006-01-12,706.81,711.19,711.68,706.04,589144640
2006-01-13,708.461,706.79,708.99,705.6,499798464
2006-01-16,708.461,706.79,708.99,705.6,499798464
2006-01-17,703.639,708.44,708.44,700.66,495566272
2006-01-18,703.794,703.62,704.52,698.58,548959296
2006-01-19,714.958,703.78,715.79,703.78,609382784
2006-01-20,704.616,714.94,716.53,703.57,580417280
2006-01-23,707.832,704.6,709.68,704.53,542246976
2006-01-24,718.035,707.82,718.51,707.82,791191360
2006-01-25,716.464,718.02,720.3,713.13,778778112
2006-01-26,728.497,716.45,728.57,716.45,879561344
2006-01-27,732.235,728.48,736.25,728.15,837928832
2006-01-30,730.885,732.22,734.01,729.97,690454080
2006-01-31,733.215,730.87,734.01,726.71,795081344
2006-02-01,735.497,733.2,736.45,729.89,817239616
2006-02-02,726.265,735.48,735.53,721.95,882265088
2006-02-03,724.232,726.25,729.2,720.31,737849408
2006-02-06,727.906,724.22,727.89,720.43,653012992
2006-02-07,717.197,727.89,729.77,716.82,773593024
2006-02-08,721.173,717.18,722.3,713.88,746819072
2006-02-09,718.181,721.16,727.49,717.61,803987392
2006-02-10,717.149,718.16,718.42,708.83,746148736
2006-02-13,710.55,717.13,717.13,708.51,615065664
2006-02-14,719.721,710.53,721.62,708.12,728763520
2006-02-15,725.115,719.7,725.1,716.66,647071936
2006-02-16,731.934,725.1,731.92,725.1,679634880
2006-02-17,730.958,731.92,733.26,727.97,643253120
2006-02-20,730.958,731.92,733.26,727.97,643253120
2006-02-21,726.798,730.94,733.33,723.71,675597760
2006-02-22,733.548,726.78,734,725.12,652487360
2006-02-23,732.463,733.53,736.62,728.73,688494528
2006-02-24,736.62,732.45,737.21,729.46,634742208
2006-02-27,740.65,736.6,742.77,736.6,655260736
2006-02-28,730.656,740.63,740.63,729.15,751027264
2006-03-01,742.365,730.64,742.35,730.64,767470336
2006-03-02,740.174,742.35,743.04,735.95,813683328
2006-03-03,738.456,740.16,745.18,736.52,866360000
2006-03-06,731.176,738.44,738.94,728.89,797681344
2006-03-07,721.072,731.16,731.16,719.17,713536896
2006-03-08,721.855,721.06,723.8,713.62,808395008
2006-03-09,718.294,721.84,726.42,717.63,739685888
2006-03-10,726.361,718.28,726.34,714.86,630677376
2006-03-13,728.054,726.34,734.25,726.34,686363712
2006-03-14,736.118,728.04,736.12,724.97,704656576
2006-03-15,742.954,736.1,742.94,734.95,759732928
2006-03-16,743.812,742.94,748.35,742.94,826307904
2006-03-17,746.112,743.79,746.75,741.74,1161025664
2006-03-20,745.641,746.09,747.16,741.74,699542272
2006-03-21,736.118,745.62,749.6,735.47,800357568
2006-03-22,744.866,736.1,745.68,733.69,693924224
2006-03-23,747.619,744.85,747.63,742.01,714488064
2006-03-24,753.848,747.6,753.87,747.3,701359936
2006-03-27,754.047,753.83,754.32,750.33,693531712
2006-03-28,751.29,754.03,757.91,749.31,768138496
2006-03-29,764.192,751.27,764.17,751.27,886306048
2006-03-30,762.611,764.17,767.16,759.26,844169920
2006-03-31,765.155,762.59,765.14,759.04,780490048
2006-04-03,759.239,765.24,768.98,758.66,779850880
2006-04-04,762.335,759.22,764.54,756.76,826904576
2006-04-05,766.275,762.32,766.79,758.51,759330944
2006-04-06,766.25,766.26,767.08,761.15,755729664
2006-04-07,756.145,766.23,771.54,754.58,752370048
2006-04-10,752.97,756.13,759.2,750.89,740849088
2006-04-11,742.128,752.95,755.39,740.24,868341056
2006-04-12,747.788,742.11,748.33,741.55,630807616
2006-04-13,751.124,747.77,753.63,743.46,559385472
2006-04-14,751.124,747.77,753.63,743.46,559385472
2006-04-17,749.485,751.11,754.08,744.73,660861888
2006-04-18,769.823,749.45,770.05,749.45,832835584
2006-04-19,778.438,769.81,778.42,768.49,861554496
2006-04-20,774.685,778.42,778.42,768.1,768918464
2006-04-21,772.143,774.67,778.57,768.3,815133504
2006-04-24,766.154,772.12,772.12,763.05,705942976
2006-04-25,764.834,766.14,767.45,760.32,876543104
2006-04-26,765.248,764.82,771.86,763.56,852414592
2006-04-27,761.414,765.23,771.05,755.26,956775552
2006-04-28,764.559,761.4,767.76,758.13,831669952
2006-05-01,761.141,764.54,770.82,760.32,831436416
2006-05-02,767.631,761.12,767.61,759.91,813571392
2006-05-03,767.748,767.61,769.39,762.23,818264640
2006-05-04,774.737,767.73,774.79,767.73,798556160
2006-05-05,781.847,774.72,784.62,774.72,796971648
2006-05-08,781.618,781.83,782.79,778.64,669310720
2006-05-09,780.734,781.6,782.48,779.46,689678336
2006-05-10,775.962,780.69,780.69,772.75,755332224
2006-05-11,757.491,775.88,775.88,757.46,913765184
2006-05-12,742.414,757.45,757.45,742.05,839834688
2006-05-15,737.661,742.38,742.38,729.95,836355392
2006-05-16,737.483,737.64,742.14,734.52,749420160
2006-05-17,725.867,737.45,737.45,723.77,863003968
2006-05-18,718.485,725.84,732.56,718.31,755886272
2006-05-19,722.557,718.46,725.45,710.81,897086272
2006-05-22,715.26,722.54,722.54,705.73,874037248
2006-05-23,711.306,715.25,727.52,710.63,781180544
2006-05-24,711.285,711.27,717.15,696.06,936046272
2006-05-25,725.598,711.26,725.58,711.26,725547328
2006-05-26,729.568,725.56,731.14,725.08,566124544
2006-05-29,729.568,725.56,731.14,725.08,566124544
2006-05-30,711.052,729.48,729.48,710.92,645508288
2006-05-31,721.032,711.03,721.29,711.03,841269440
2006-06-01,736.519,721.01,736.5,721.01,775065792
2006-06-02,737.476,736.5,742.26,731.77,753880576
2006-06-05,713.933,737.45,737.45,713.51,785844928
2006-06-06,710.976,713.92,716.05,702.89,819017344
2006-06-07,706.8,710.93,721.49,706.68,761642688
