Dates,SPX Index_Last,SPX Index_Open,SPX Index_High,SPX Index_Low,SPX Index_Volume
2005-04-05,1181.39,1176.12,1183.56,1176.12,1270001152
2005-04-06,1184.07,1181.39,1189.34,1181.39,1240204416
2005-04-07,1191.14,1184.07,1191.88,1183.81,1296354816
2005-04-08,1181.2,1191.14,1191.75,1181.13,1071278144
2005-04-11,1181.21,1181.2,1184.07,1178.69,1008479040
2005-04-12,1187.76,1181.21,1190.17,1170.85,1370667520
2005-04-13,1173.79,1187.76,1187.76,1171.4,1368426368
2005-04-14,1162.05,1173.79,1174.67,1161.7,1608318592
2005-04-15,1142.62,1162.05,1162.05,1141.92,1966142592
2005-04-18,1145.98,1142.62,1148.92,1139.8,1501499264
2005-04-19,1152.78,1145.98,1154.67,1145.98,1499613440
2005-04-20,1137.5,1152.78,1155.5,1136.15,1654077824
2005-04-21,1159.95,1137.5,1159.95,1137.5,1590699648
2005-04-22,1152.12,1159.95,1159.95,1142.95,1420970368
2005-04-25,1162.1,1152.12,1164.05,1152.12,1188150272
2005-04-26,1151.74,1162.1,1164.8,1151.74,1269040000
2005-04-27,1156.38,1151.74,1159.87,1144.42,1375095552
2005-04-28,1143.22,1156.38,1156.38,1143.22,1430889344
2005-04-29,1156.85,1143.22,1156.97,1139.19,1603269376
2005-05-02,1162.16,1156.85,1162.87,1154.71,1245283328
2005-05-03,1161.17,1162.16,1166.89,1156.71,1485408256
2005-05-04,1175.65,1161.17,1176.01,1161.17,1515912960
2005-05-05,1172.63,1175.65,1178.62,1166.77,1293172864
2005-05-06,1171.35,1172.63,1177.75,1170.5,1146919296
2005-05-09,1178.84,1171.35,1178.87,1169.38,1161425920
2005-05-10,1166.22,1178.84,1178.84,1162.98,1217802112
2005-05-11,1171.11,1166.22,1171.77,1157.71,1221776512
2005-05-12,1159.36,1171.11,1173.37,1157.76,1319325184
2005-05-13,1154.05,1159.36,1163.75,1146.18,1466485888
2005-05-16,1165.69,1154.05,1165.75,1153.64,1153010944
2005-05-17,1173.8,1165.69,1174.35,1159.86,1274689408
2005-05-18,1185.56,1173.8,1187.9,1173.8,1537161728
2005-05-19,1191.08,1185.56,1191.09,1184.49,1174537856
2005-05-20,1189.28,1191.08,1191.22,1185.19,1112082816
2005-05-23,1193.86,1189.28,1197.44,1188.76,1104831616
2005-05-24,1194.07,1193.86,1195.29,1189.87,1120690432
2005-05-25,1190.01,1194.07,1194.07,1185.96,1089974784
2005-05-26,1197.63,1190.01,1198.95,1190.01,1090679936
2005-05-27,1198.78,1197.62,1199.56,1195.28,825523648
2005-05-30,1198.78,1197.62,1199.56,1195.28,825523648
2005-05-31,1191.5,1198.78,1198.78,1191.5,1252261376
2005-06-01,1202.27,1191.5,1205.64,1191.03,1168116736
2005-06-02,1204.29,1202.27,1204.67,1198.42,1165265280
2005-06-03,1196.02,1204.29,1205.09,1194.55,1068465728
2005-06-06,1197.51,1196.02,1198.78,1192.75,941635968
2005-06-07,1197.26,1197.51,1208.85,1197.26,1195881344
2005-06-08,1194.67,1197.26,1201.97,1193.33,1095766400
2005-06-09,1200.93,1194.67,1201.86,1191.09,1203824896
2005-06-10,1198.11,1200.93,1202.79,1192.64,1053016960
2005-06-13,1200.82,1198.11,1206.03,1194.51,1027179072
2005-06-14,1203.91,1200.82,1207.53,1200.18,1062612864
2005-06-15,1206.58,1203.91,1208.08,1198.66,1160370048
2005-06-16,1210.96,1206.55,1212.1,1205.47,1151105152
2005-06-17,1216.96,1210.93,1219.55,1210.93,1722948736
2005-06-20,1216.1,1216.96,1219.1,1210.65,1013730368
2005-06-21,1213.61,1216.1,1217.13,1211.86,1102973312
2005-06-22,1213.88,1213.61,1219.59,1211.69,1117416704
2005-06-23,1200.73,1213.88,1216.45,1200.72,1404827520
2005-06-24,1191.57,1200.73,1200.9,1191.45,1630151552
2005-06-27,1190.69,1191.57,1194.33,1188.3,1103600896
2005-06-28,1201.57,1190.69,1202.54,1190.69,1112726016
2005-06-29,1199.85,1201.57,1204.07,1198.7,1135408896
2005-06-30,1191.33,1199.85,1203.27,1190.51,1425992448
2005-07-01,1194.44,1191.33,1197.89,1191.33,1024429312
2005-07-04,1194.44,1191.33,1197.89,1191.33,1024429312
2005-07-05,1204.99,1194.44,1206.34,1192.49,1136761600
2005-07-06,1194.94,1204.99,1206.11,1194.78,1224326912
2005-07-07,1197.87,1194.94,1198.46,1183.55,1305492096
2005-07-08,1211.86,1197.87,1212.73,1197.2,1194812032
2005-07-11,1219.44,1211.86,1220.03,1211.86,1156127744
2005-07-12,1222.21,1219.44,1225.54,1216.6,1196848000
2005-07-13,1223.29,1222.21,1224.46,1219.64,1118802816
2005-07-14,1226.5,1223.29,1233.16,1223.29,1354324480
2005-07-15,1227.92,1226.5,1229.53,1223.5,1170000768
2005-07-18,1221.13,1227.92,1227.92,1221.13,983360768
2005-07-19,1229.35,1221.13,1230.34,1221.13,1343636224
2005-07-20,1235.2,1229.35,1236.56,1222.91,1452962048
2005-07-21,1227.04,1235.2,1235.83,1224.7,1429378560
2005-07-22,1233.67,1227.04,1234.19,1226.15,1155188736
2005-07-25,1229.03,1233.68,1238.36,1228.15,1065180672
2005-07-26,1231.16,1229.03,1234.42,1229.03,1207157376
2005-07-27,1236.79,1231.16,1237.64,1230.15,1220041216
2005-07-28,1243.72,1236.79,1245.15,1235.81,1185012224
2005-07-29,1234.18,1243.72,1245.04,1234.18,1124342016
2005-08-01,1235.35,1234.18,1239.1,1233.8,1051890112
2005-08-02,1244.12,1235.35,1244.69,1235.35,1273342464
2005-08-03,1245.05,1244.12,1245.86,1240.57,1263998592
2005-08-04,1235.86,1245.04,1245.04,1235.15,1174653056
2005-08-05,1226.42,1235.86,1235.86,1225.62,1123820544
2005-08-08,1223.13,1226.42,1232.28,1222.67,1044522752
2005-08-09,1231.38,1223.13,1234.11,1223.13,1096719232
2005-08-10,1229.13,1231.38,1242.69,1226.58,1320313088
2005-08-11,1237.81,1229.13,1237.81,1228.33,1159892864
2005-08-12,1230.39,1237.81,1237.81,1225.87,1172581248
2005-08-15,1233.87,1230.4,1236.24,1226.2,951819584
2005-08-16,1219.34,1233.87,1233.87,1219.05,1104692864
2005-08-17,1220.24,1219.34,1225.63,1218.07,1150611200
2005-08-18,1219.02,1220.24,1222.64,1215.93,1045587456
2005-08-19,1219.71,1219.02,1225.08,1219.02,996465280
2005-08-22,1221.73,1219.71,1228.96,1216.47,952020864
2005-08-23,1217.57,1221.73,1223.04,1214.44,1010804800
2005-08-24,1209.59,1217.57,1224.15,1209.37,1199404288
2005-08-25,1212.39,1209.59,1213.73,1209.57,937252992
2005-08-26,1205.1,1212.4,1212.4,1204.23,920508096
2005-08-29,1212.28,1205.1,1214.28,1201.53,939120320
2005-08-30,1208.41,1212.28,1212.28,1201.07,1137504768
2005-08-31,1220.33,1208.41,1220.36,1204.4,1402928384
2005-09-01,1221.59,1220.33,1227.29,1216.18,1362520832
2005-09-02,1218.02,1221.59,1224.45,1217.75,978815296
2005-09-05,1218.02,1221.59,1224.45,1217.75,978815296
2005-09-06,1233.39,1218.02,1233.61,1218.02,1093830016
2005-09-07,1236.36,1233.39,1237.06,1230.93,1169833728
2005-09-08,1231.67,1236.36,1236.36,1229.51,1231764096
2005-09-09,1241.48,1231.67,1243.13,1231.67,1221854720
2005-09-12,1240.56,1241.48,1242.6,1239.15,1258970112
2005-09-13,1231.2,1240.57,1240.57,1231.2,1288797568
2005-09-14,1227.16,1231.2,1234.74,1226.16,1215907712
2005-09-15,1227.73,1227.16,1231.88,1224.85,1239875968
2005-09-16,1237.91,1228.42,1237.95,1228.42,2431028992
2005-09-19,1231.02,1237.91,1237.91,1227.65,1218356992
2005-09-20,1221.35,1231.02,1236.49,1220.07,1358258944
2005-09-21,1210.2,1221.34,1221.52,1209.89,1462458496
2005-09-22,1214.62,1210.2,1216.64,1205.35,1381899648
2005-09-23,1215.29,1214.62,1218.83,1209.8,1252458240
2005-09-26,1215.63,1215.29,1222.56,1211.84,1231259136
2005-09-27,1215.66,1215.63,1220.17,1211.11,1186586752
2005-09-28,1216.89,1215.66,1220.98,1212.72,1280335744
2005-09-29,1227.68,1216.89,1228.7,1211.54,1309292288
2005-09-30,1228.81,1227.68,1229.57,1225.22,1228897408
2005-10-03,1226.7,1228.81,1233.34,1225.15,1266915584
2005-10-04,1214.47,1226.7,1229.88,1214.02,1543217920
2005-10-05,1196.39,1214.47,1214.47,1196.25,1518965760
2005-10-06,1191.49,1196.39,1202.14,1181.92,1645214848
2005-10-07,1195.9,1191.49,1199.71,1191.46,1223427328
2005-10-10,1187.33,1195.9,1196.52,1186.12,1315684096
2005-10-11,1184.87,1187.33,1193.1,1183.16,1357716992
2005-10-12,1177.68,1184.87,1190.02,1173.65,1519747072
2005-10-13,1176.84,1177.68,1179.56,1168.2,1411495680
2005-10-14,1186.57,1176.84,1187.13,1175.44,1272294144
2005-10-17,1190.1,1186.57,1191.21,1184.48,1158517120
2005-10-18,1178.14,1190.1,1190.1,1178.13,1315353216
2005-10-19,1195.76,1178.14,1195.76,1170.55,1639163008
2005-10-20,1177.8,1195.76,1197.3,1173.3,1572933888
2005-10-21,1179.59,1177.8,1186.46,1174.92,1598116608
2005-10-24,1199.38,1179.59,1199.39,1179.59,1313974400
2005-10-25,1196.54,1199.38,1201.3,1189.29,1333000064
2005-10-26,1191.38,1196.54,1204.01,1191.38,1467853824
2005-10-27,1178.9,1191.38,1192.65,1178.89,1334205184
2005-10-28,1198.41,1178.9,1198.41,1178.9,1496940160
2005-10-31,1207.01,1198.41,1211.43,1198.41,1613801984
2005-11-01,1202.76,1207.01,1207.34,1201.66,1535658240
2005-11-02,1214.76,1202.76,1215.17,1201.07,1718945024
2005-11-03,1219.94,1214.76,1224.7,1214.76,1711576832
2005-11-04,1220.14,1219.94,1222.52,1214.45,1258856448
2005-11-07,1222.81,1220.14,1224.18,1217.29,1384608384
2005-11-08,1218.59,1222.81,1222.81,1216.08,1153117952
2005-11-09,1220.65,1218.59,1226.59,1216.53,1231064320
2005-11-10,1230.96,1220.65,1232.41,1215.05,1456414592
2005-11-11,1234.71,1230.96,1235.7,1230.72,1030386496
2005-11-14,1233.76,1234.72,1237.2,1231.78,1078746624
2005-11-15,1229.01,1233.76,1237.94,1226.41,1323836032
2005-11-16,1231.21,1229.01,1232.24,1227.18,1294434560
2005-11-17,1242.8,1231.21,1242.96,1231.21,1371151232
2005-11-18,1248.27,1242.8,1249.58,1240.71,1606444416
2005-11-21,1254.85,1248.27,1255.89,1246.9,1240162432
2005-11-22,1261.23,1254.85,1261.9,1251.4,1395460352
2005-11-23,1265.61,1261.23,1270.64,1259.51,1187449600
2005-11-24,1265.61,1261.23,1270.64,1259.51,1187449600
2005-11-25,1268.25,1265.61,1268.78,1265.54,470122912
2005-11-28,1257.46,1268.25,1268.44,1257.17,1176510208
2005-11-29,1257.48,1257.46,1266.18,1257.46,1351695104
2005-11-30,1249.48,1257.48,1260.93,1249.39,1423978624
2005-12-01,1264.67,1249.48,1266.17,1249.48,1504943232
2005-12-02,1265.08,1264.67,1266.85,1261.42,1170818560
2005-12-05,1262.09,1265.08,1265.08,1258.12,1255168768
2005-12-06,1263.7,1262.09,1272.89,1262.09,1274372864
2005-12-07,1257.37,1263.7,1264.85,1253.02,1244611456
2005-12-08,1255.84,1257.37,1263.36,1250.91,1337240960
2005-12-09,1259.37,1255.84,1263.08,1254.24,1137151104
2005-12-12,1260.43,1259.37,1263.86,1255.52,1106865664
2005-12-13,1267.42,1260.43,1272.11,1258.56,1441305728
2005-12-14,1272.74,1267.43,1275.8,1267.07,1342113024
2005-12-15,1270.94,1272.74,1275.17,1267.74,1277088768
2005-12-16,1267.32,1270.94,1275.24,1267.32,2034054016
2005-12-19,1259.92,1267.32,1270.51,1259.28,1357728512
2005-12-20,1259.62,1259.92,1263.86,1257.21,1218784384
2005-12-21,1262.8,1259.62,1269.37,1259.62,1165221248
2005-12-22,1268.12,1262.79,1268.19,1262.5,1065667264
2005-12-23,1268.66,1268.12,1269.76,1265.92,685872704
2005-12-26,1268.66,1268.12,1269.76,1265.92,685872704
2005-12-27,1256.54,1268.66,1271.83,1256.54,864774400
2005-12-28,1258.17,1256.54,1261.1,1256.54,798547520
2005-12-29,1254.42,1258.17,1260.61,1254.18,769864448
2005-12-30,1248.29,1254.42,1254.42,1246.59,870367360
2006-01-02,1248.29,1254.42,1254.42,1246.59,870367360
2006-01-03,1268.8,1248.29,1270.22,1245.74,1511666432
2006-01-04,1273.46,1268.8,1275.37,1267.74,1451294208
2006-01-05,1273.48,1273.46,1276.91,1270.3,1419537536
2006-01-06,1285.45,1273.48,1286.09,1273.48,1536703616
2006-01-09,1290.15,1285.45,1290.78,1284.82,1317811584
2006-01-10,1289.69,1290.15,1290.15,1283.76,1384436736
2006-01-11,1294.18,1289.72,1294.9,1288.12,1434620032
2006-01-12,1286.06,1294.18,1294.18,1285.04,1364525696
2006-01-13,1287.61,1286.06,1288.96,1282.78,1352015488
2006-01-16,1287.61,1286.06,1288.96,1282.78,1352015488
2006-01-17,1282.93,1287.61,1287.61,1278.61,1309810688
2006-01-18,1277.93,1282.93,1282.93,1272.08,1557599488
2006-01-19,1285.04,1277.93,1287.79,1277.93,1588769408
2006-01-20,1261.48,1285.04,1285.04,1260.92,1840725376
2006-01-23,1263.83,1261.49,1268.19,1261.49,1504039040
2006-01-24,1266.86,1263.82,1271.47,1263.82,1796397056
2006-01-25,1264.68,1266.86,1271.87,1259.42,1851374720
2006-01-26,1273.83,1264.68,1276.44,1264.68,1961275392
2006-01-27,1283.72,1273.83,1286.38,1273.83,1870528768
2006-01-30,1285.19,1283.72,1287.94,1283.51,1587960320
2006-01-31,1280.09,1285.2,1285.2,1276.85,1879069056
2006-02-01,1282.46,1280.08,1283.33,1277.57,1807003136
2006-02-02,1270.84,1282.46,1282.46,1267.72,1731730816
2006-02-03,1264.03,1270.84,1270.87,1261.02,1742966144
2006-02-06,1265.02,1264.03,1267.04,1261.62,1407164288
2006-02-07,1254.78,1265.02,1265.78,1253.61,1646823040
2006-02-08,1265.65,1254.78,1266.47,1254.78,1690485632
2006-02-09,1263.78,1265.65,1274.56,1262.8,1659002368
2006-02-10,1266.99,1263.82,1269.89,1254.98,1486700544
2006-02-13,1262.86,1266.99,1266.99,1258.34,1187575552
2006-02-14,1275.53,1262.86,1278.21,1260.8,1572662016
2006-02-15,1280,1275.53,1281,1271.06,1567425792
2006-02-16,1289.38,1280,1289.39,1280,1513326592
2006-02-17,1287.24,1289.38,1289.47,1284.07,1536302080
2006-02-20,1287.24,1289.38,1289.47,1284.07,1536302080
2006-02-21,1283.03,1287.24,1291.92,1281.33,1345217280
2006-02-22,1292.67,1283.03,1294.17,1283.03,1549660544
2006-02-23,1287.79,1292.67,1293.84,1285.14,1416261632
2006-02-24,1289.43,1287.79,1292.11,1285.62,1197830912
2006-02-27,1294.12,1289.43,1297.57,1289.43,1310408320
2006-02-28,1280.66,1294.12,1294.12,1278.66,1707962496
2006-03-01,1291.24,1280.66,1291.8,1280.66,1642311424
2006-03-02,1289.14,1291.24,1291.24,1283.21,1674127744
2006-03-03,1287.23,1289.14,1297.33,1284.2,1724304768
2006-03-06,1278.26,1287.23,1288.23,1275.67,1571653376
2006-03-07,1275.88,1278.26,1278.26,1271.11,1481910400
2006-03-08,1278.47,1275.88,1280.33,1268.42,1600840960
2006-03-09,1272.23,1278.47,1282.74,1272.23,1437443840
2006-03-10,1281.58,1272.23,1284.37,1271.11,1401033856
2006-03-13,1284.13,1281.58,1287.37,1281.58,1314377216
2006-03-14,1297.48,1284.13,1298.14,1282.67,1390807040
2006-03-15,1303.02,1297.48,1304.4,1294.97,1609190528
2006-03-16,1305.33,1303.02,1310.45,1303.02,1723214080
2006-03-17,1307.25,1305.33,1309.79,1305.32,2048163840
2006-03-20,1305.08,1307.25,1310,1303.59,1356931712
2006-03-21,1297.23,1305.08,1310.88,1295.82,1639627136
2006-03-22,1305.04,1297.23,1305.97,1295.81,1509253632
2006-03-23,1301.67,1305.04,1305.04,1298.11,1428152448
2006-03-24,1302.95,1301.67,1306.53,1298.89,1397275520
2006-03-27,1301.61,1302.95,1303.74,1299.09,1289384064
2006-03-28,1293.22,1301.61,1306.24,1291.84,1481760640
2006-03-29,1302.89,1293.23,1305.6,1293.23,1651315456
2006-03-30,1300.25,1302.89,1310.15,1296.72,1495904896
2006-03-31,1294.83,1300.25,1303,1294.83,1457430016
2006-04-03,1297.81,1302.88,1309.19,1296.65,1537316608
2006-04-04,1305.93,1297.81,1307.55,1294.71,1475418624
2006-04-05,1311.56,1305.93,1312.81,1304.82,1570448256
2006-04-06,1309.04,1311.56,1311.99,1302.44,1517006080
2006-04-07,1295.5,1309.04,1314.07,1294.18,1408320000
2006-04-10,1296.61,1295.51,1300.74,1293.17,1267564416
2006-04-11,1286.58,1296.6,1300.71,1282.96,1539671296
2006-04-12,1288.13,1286.57,1290.93,1286.45,1240490112
2006-04-13,1289.12,1288.12,1292.09,1283.37,1161569920
2006-04-14,1289.12,1288.12,1292.09,1283.37,1161569920
2006-04-17,1285.33,1289.12,1292.45,1280.74,1225821696
2006-04-18,1307.64,1285.33,1309.02,1285.33,1778020096
2006-04-19,1309.93,1307.65,1310.39,1302.79,1633534080
2006-04-20,1311.46,1309.93,1318.16,1306.38,1738845184
2006-04-21,1311.28,1311.46,1317.67,1306.59,1808791808
2006-04-24,1308.11,1311.28,1311.28,1303.79,1448896384
2006-04-25,1301.74,1308.11,1310.79,1299.17,1676417920
2006-04-26,1305.41,1301.74,1310.97,1301.74,1643683968
2006-04-27,1309.72,1305.41,1315,1295.57,2034938496
2006-04-28,1310.61,1309.72,1316.04,1306.16,2064717056
2006-05-01,1305.19,1310.61,1317.21,1303.46,1617419520
2006-05-02,1313.21,1305.19,1313.66,1305.19,1568523392
2006-05-03,1307.85,1313.21,1313.47,1303.92,1670527872
2006-05-04,1312.25,1307.85,1315.14,1307.85,1562412032
2006-05-05,1325.76,1312.25,1326.53,1312.25,1557570304
2006-05-08,1324.66,1325.76,1326.7,1322.87,1471504896
2006-05-09,1325.14,1324.66,1326.6,1322.48,1472940160
2006-05-10,1322.85,1324.57,1325.51,1317.44,1493192448
2006-05-11,1305.92,1322.63,1322.63,1303.45,1743300224
2006-05-12,1291.24,1305.88,1305.88,1290.38,1685850112
2006-05-15,1294.5,1291.19,1294.81,1284.51,1579058304
2006-05-16,1292.08,1294.5,1297.88,1288.51,1554390400
2006-05-17,1270.32,1291.73,1291.73,1267.31,1930718720
2006-05-18,1261.81,1270.25,1274.89,1261.75,1667524096
2006-05-19,1267.03,1261.81,1272.15,1256.28,2113181056
2006-05-22,1262.07,1267.03,1268.77,1252.98,1748885120
2006-05-23,1256.58,1262.06,1273.67,1256.15,1730233088
2006-05-24,1258.57,1256.56,1264.53,1245.34,1982667648
2006-05-25,1272.88,1258.41,1273.26,1258.41,1548252672
2006-05-26,1280.16,1272.71,1280.54,1272.5,1167582336
2006-05-29,1280.16,1272.71,1280.54,1272.5,1167582336
2006-05-30,1259.84,1280.04,1280.04,1259.84,1382735232
2006-05-31,1270.09,1259.38,1270.09,1259.38,1822097280
2006-06-01,1285.71,1270.05,1285.71,1269.19,1587289344
2006-06-02,1288.22,1285.71,1290.68,1280.22,1442064640
2006-06-05,1265.29,1288.16,1288.16,1264.66,1336304256
2006-06-06,1263.85,1265.23,1269.88,1254.46,1716620032
2006-06-07,1256.15,1263.61,1272.47,1255.77,1644746752
2006-06-08,1257.93,1256.08,1259.85,1235.18,2283858688
2006-06-09,1252.3,1257.93,1262.58,1250.03,1388548608
2006-06-12,1236.4,1252.27,1255.22,1236.2,1445991680
2006-06-13,1223.69,1236.08,1243.37,1222.52,2024072320
2006-06-14,1230.04,1223.66,1231.46,1219.29,1791487488
2006-06-15,1256.16,1230.01,1258.64,1230.01,1794288256
2006-06-16,1251.54,1256.16,1256.27,1246.33,1979112192
2006-06-19,1240.14,1251.54,1255.93,1237.17,1373529216
2006-06-20,1240.12,1240.12,1249.01,1238.87,1326134272
2006-06-21,1252.2,1240.09,1257.96,1240.09,1508663296
2006-06-22,1245.6,1251.92,1251.92,1241.53,1354041088
2006-06-23,1244.5,1245.59,1253.13,1241.43,1292911232
2006-06-26,1250.56,1244.5,1250.92,1243.68,1134690432
2006-06-27,1239.2,1250.55,1253.37,1238.94,1427179008
2006-06-28,1246,1238.99,1247.06,1237.59,1327896448
2006-06-29,1272.87,1245.94,1272.88,1245.94,1670603648
2006-06-30,1270.2,1272.86,1276.3,1270.2,1856740096
2006-07-03,1280.19,1270.06,1280.38,1270.06,595232192
2006-07-04,1280.19,1270.06,1280.38,1270.06,595232192
2006-07-05,1270.9,1280.05,1280.05,1265.91,1237084544
2006-07-06,1274.08,1270.58,1278.32,1270.58,1208783616
2006-07-07,1265.48,1274.08,1275.38,1263.13,1371756032
2006-07-10,1267.34,1265.46,1274.06,1264.46,1203722496
2006-07-11,1272.52,1267.26,1273.64,1259.65,1600195456
2006-07-12,1258.6,1272.39,1273.31,1257.29,1473646336
2006-07-13,1242.29,1258.58,1258.58,1241.43,1716382464
2006-07-14,1236.2,1242.29,1242.7,1228.45,1542618752
2006-07-17,1234.49,1236.2,1240.07,1231.49,1310302336
2006-07-18,1236.86,1234.48,1239.86,1224.54,1633809024
2006-07-19,1259.81,1236.74,1261.81,1236.74,2019497984
2006-07-20,1249.13,1259.81,1262.56,1249.13,1751731456
2006-07-21,1240.29,1249.12,1250.96,1238.72,2093228032
2006-07-24,1260.91,1240.25,1262.5,1240.25,1514317184
2006-07-25,1268.88,1260.91,1272.39,1257.19,1603843584
2006-07-26,1268.4,1268.87,1273.89,1261.94,1732457216
2006-07-27,1263.2,1268.2,1275.85,1261.92,1694221184
2006-07-28,1278.55,1263.15,1280.42,1263.15,1507835392
2006-07-31,1276.66,1278.53,1278.66,1274.31,1407591424
2006-08-01,1270.92,1276.66,1276.66,1265.71,1238513664
2006-08-02,1278.55,1270.73,1283.42,1270.73,1363640832
2006-08-03,1280.27,1278.22,1283.96,1271.25,1445387520
2006-08-04,1279.36,1280.26,1292.92,1273.82,1380435456
2006-08-07,1275.77,1279.31,1279.31,1273,1082182400
2006-08-08,1271.48,1275.67,1282.75,1268.37,1285953920
2006-08-09,1265.95,1271.13,1283.74,1264.73,1442704000
2006-08-10,1271.81,1265.72,1272.55,1261.3,1218554112
2006-08-11,1266.74,1271.64,1271.64,1262.08,1043451904
2006-08-14,1268.21,1266.67,1278.9,1266.67,1152689792
2006-08-15,1285.58,1268.19,1286.23,1268.19,1256245120
2006-08-16,1295.43,1285.27,1296.21,1285.27,1374187136
2006-08-17,1297.48,1295.37,1300.78,1292.71,1331623296
2006-08-18,1302.3,1297.48,1302.3,1293.57,1248772736
2006-08-21,1297.52,1302.3,1302.3,1295.51,922962816
2006-08-22,1298.82,1297.52,1302.49,1294.44,1029529664
2006-08-23,1292.99,1298.73,1301.5,1289.49,947688448
2006-08-24,1296.06,1292.97,1297.23,1291.4,987095360
2006-08-25,1295.09,1295.92,1298.88,1292.39,857002368
2006-08-28,1301.79,1295.09,1305.02,1293.97,944954496
2006-08-29,1304.28,1301.57,1305.02,1295.29,1136313344
2006-08-30,1304.27,1303.7,1306.74,1302.15,1060219392
2006-08-31,1303.82,1304.25,1306.11,1302.45,1125230336
2006-09-01,1311.01,1303.8,1312.03,1303.8,915791680
2006-09-04,1311.01,1303.8,1312.03,1303.8,915791680
2006-09-05,1313.25,1310.94,1314.67,1308.82,1104384000
2006-09-06,1300.26,1313.04,1313.04,1299.28,1181146880
2006-09-07,1294.02,1300.21,1301.25,1292.13,1241604096
2006-09-08,1298.92,1294.02,1300.14,1294.02,1051606208
2006-09-11,1299.54,1298.86,1302.36,1290.93,1298651264
2006-09-12,1313.11,1299.53,1314.28,1299.53,1479079424
2006-09-13,1318.07,1312.74,1319.92,1311.12,1346785664
2006-09-14,1316.28,1318,1318,1313.25,1210924928
2006-09-15,1319.87,1316.28,1324.65,1316.28,1956537344
2006-09-18,1321.18,1319.85,1324.87,1318.16,1229837952
2006-09-19,1318.31,1321.17,1322.04,1312.17,1332679424
2006-09-20,1325.17,1318.28,1328.53,1318.28,1459269632
2006-09-21,1318.03,1324.89,1328.19,1315.45,1394391552
2006-09-22,1314.78,1318.03,1318.03,1310.94,1182311680
2006-09-25,1326.37,1314.78,1329.35,1311.58,1431354624
2006-09-26,1336.34,1326.35,1336.6,1325.3,1441504384
2006-09-27,1336.59,1336.12,1340.08,1333.54,1450534784
2006-09-28,1339.15,1336.56,1340.28,1333.75,1236392576
2006-09-29,1335.85,1339.15,1339.88,1335.64,1123726080
2006-10-02,1331.32,1335.82,1338.54,1330.28,1108756992
2006-10-03,1334.11,1331.32,1338.31,1327.1,1357649536
2006-10-04,1350.22,1333.81,1350.22,1331.48,1503827456
2006-10-05,1353.22,1349.84,1353.79,1347.75,1406809344
2006-10-06,1349.58,1353.22,1353.22,1344.21,1308210944
2006-10-09,1350.66,1349.58,1352.69,1346.55,1012697024
2006-10-10,1353.42,1350.62,1354.23,1348.6,1270942976
2006-10-11,1349.95,1353.28,1353.97,1343.57,1364932992
2006-10-12,1362.83,1349.94,1363.76,1349.94,1356872448
2006-10-13,1365.62,1362.82,1366.63,1360.5,1269507456
2006-10-16,1369.06,1365.61,1370.2,1364.48,1158938496
2006-10-17,1364.05,1369.05,1369.05,1356.87,1272260480
2006-10-18,1365.96,1363.93,1372.87,1360.95,1454636416
2006-10-19,1366.96,1365.95,1368.09,1362.06,1417300992
2006-10-20,1368.6,1366.94,1368.66,1362.1,1466072960
2006-10-23,1377.02,1368.58,1377.4,1363.94,1299655552
2006-10-24,1377.38,1377.02,1377.78,1372.42,1376557312
2006-10-25,1382.22,1377.36,1383.61,1376,1499377664
2006-10-26,1389.09,1382.21,1389.45,1379.47,1372260864
2006-10-27,1377.34,1388.89,1388.89,1375.85,1321205760
2006-10-30,1377.93,1377.3,1381.22,1373.46,1200791936
2006-10-31,1377.94,1377.93,1381.21,1372.19,1385120640
2006-11-01,1367.81,1377.76,1381.95,1366.26,1362509568
2006-11-02,1367.34,1367.44,1368.39,1362.21,1277670400
2006-11-03,1364.3,1367.31,1371.68,1360.98,1159931904
2006-11-06,1379.78,1364.27,1381.4,1364.27,1175924992
2006-11-07,1382.84,1379.75,1388.19,1379.19,1276320896
2006-11-08,1385.72,1382.5,1388.61,1376.29,1379630336
2006-11-09,1378.33,1385.43,1388.92,1377.31,1504013312
2006-11-10,1380.9,1378.33,1381.04,1375.6,1129004800
2006-11-13,1384.42,1380.58,1387.61,1378.8,1083299840
2006-11-14,1393.22,1384.36,1394.49,1379.07,1305322880
2006-11-15,1396.57,1392.91,1401.35,1392.13,1330868736
2006-11-16,1399.76,1396.53,1403.76,1396.53,1258410496
2006-11-17,1401.2,1399.76,1401.21,1394.55,1322634624
2006-11-20,1400.5,1401.17,1404.37,1397.85,1172677120
2006-11-21,1402.81,1400.43,1403.49,1399.99,1164369536
2006-11-22,1406.09,1402.69,1407.89,1402.26,1037133376
2006-11-23,1406.09,1402.69,1407.89,1402.26,1037133376
2006-11-24,1400.95,1405.94,1405.94,1399.25,396360768
2006-11-27,1381.9,1400.95,1400.95,1381.44,1251694848
2006-11-28,1386.72,1381.61,1387.91,1377.83,1277586560
2006-11-29,1399.48,1386.11,1401.14,1386.11,1250291456
2006-11-30,1400.63,1399.47,1406.3,1393.83,1808074496
2006-12-01,1396.71,1400.63,1402.46,1385.93,1299258240
2006-12-04,1409.12,1396.67,1411.23,1396.67,1191378560
2006-12-05,1414.76,1409.1,1415.27,1408.78,1241089152
2006-12-06,1412.9,1414.4,1415.93,1411.05,1253115648
