Dates,SPX Index_Last,SPX Index_Open,SPX Index_High,SPX Index_Low,SPX Index_Volume
1999-11-09,1365.28,1377.01,1383.81,1361.45,836772480
1999-11-10,1373.46,1365.28,1379.26,1360.19,876168384
1999-11-11,1381.46,1373.46,1382.12,1372.2,835352128
1999-11-12,1396.06,1381.46,1396.12,1367.97,866279296
1999-11-15,1394.39,1396.06,1398.59,1392.17,724591488
1999-11-16,1420.07,1394.39,1420.36,1394.39,867156416
1999-11-17,1410.71,1420.07,1423.55,1410.69,907255488
1999-11-18,1424.94,1410.71,1425.27,1410.71,952831296
1999-11-19,1422,1424.94,1424.94,1417.61,837222272
1999-11-22,1420.94,1422,1425.15,1412.3,811506176
1999-11-23,1404.64,1420.94,1424.1,1402.2,854791680
1999-11-24,1417.08,1404.64,1419.71,1399.17,728077824
1999-11-25,1417.08,1404.64,1419.71,1399.17,728077824
1999-11-26,1416.62,1417.08,1425.24,1416.14,299123584
1999-11-29,1407.83,1416.62,1416.62,1404.15,836441728
1999-11-30,1388.91,1407.83,1410.59,1386.95,908870912
1999-12-01,1397.72,1388.91,1400.12,1387.38,879337216
1999-12-02,1409.04,1397.72,1409.04,1397.72,849420672
1999-12-03,1433.3,1409.04,1447.42,1409.04,985806976
1999-12-06,1423.33,1433.3,1434.15,1418.25,836778304
1999-12-07,1409.17,1423.33,1426.81,1409.17,999441920
1999-12-08,1403.88,1409.17,1415.66,1403.88,894868992
1999-12-09,1408.11,1403.88,1418.46,1391.5,1076692736
1999-12-10,1417.04,1408.11,1421.58,1405.65,916911488
1999-12-13,1415.22,1417.04,1421.58,1410.1,884225792
1999-12-14,1403.17,1415.22,1418.3,1401.59,1014484800
1999-12-15,1413.32,1403.17,1417.34,1395.93,1087431936
1999-12-16,1418.78,1413.32,1422.94,1408.35,1030848384
1999-12-17,1421.03,1418.78,1431.77,1418.78,1384102144
1999-12-20,1418.09,1421.03,1429.16,1411.1,850054976
1999-12-21,1433.43,1418.09,1436.47,1414.8,924616384
1999-12-22,1436.13,1433.43,1440.02,1429.05,812943104
1999-12-23,1458.34,1436.13,1461.44,1436.13,691833792
1999-12-24,1458.34,1436.13,1461.44,1436.13,691833792
1999-12-27,1457.1,1458.34,1463.19,1450.83,665240576
1999-12-28,1457.66,1457.09,1462.68,1452.78,562856320
1999-12-29,1463.46,1457.66,1466.1,1457.66,470996000
1999-12-30,1464.47,1463.46,1473.1,1462.6,467556800
1999-12-31,1469.25,1464.47,1472.42,1463.36,327471104
2000-01-03,1455.22,1469.25,1478,1438.36,1001643008
2000-01-04,1399.42,1455.22,1455.22,1397.43,1077020928
2000-01-05,1402.11,1399.42,1413.27,1377.68,1268221184
2000-01-06,1403.45,1402.11,1411.9,1392.02,1181618944
2000-01-07,1441.47,1403.45,1441.47,1400.73,1286304000
2000-01-10,1457.6,1441.47,1464.36,1441.47,1106856960
2000-01-11,1438.56,1457.6,1458.66,1434.42,1119957120
2000-01-12,1432.25,1438.56,1442.6,1427.08,1086814464
2000-01-13,1449.68,1432.25,1454.2,1432.25,1019922112
2000-01-14,1465.15,1449.68,1473,1449.68,1159884800
2000-01-17,1465.15,1449.68,1473,1449.68,1159884800
2000-01-18,1455.14,1465.15,1465.15,1451.3,1065778304
2000-01-19,1455.9,1455.14,1461.39,1448.68,1087783680
2000-01-20,1445.57,1455.9,1465.71,1438.54,1110888576
2000-01-21,1441.36,1445.57,1453.18,1439.6,1214479360
2000-01-24,1401.53,1441.36,1454.09,1395.42,1094298240
2000-01-25,1410.03,1401.53,1414.26,1388.49,1125477632
2000-01-26,1404.09,1410.03,1412.73,1400.16,1133675136
2000-01-27,1398.56,1404.09,1418.86,1380.71,1207028096
2000-01-28,1360.16,1398.56,1398.56,1356.2,1124498432
2000-01-31,1394.46,1360.16,1394.5,1350.05,1072183616
2000-02-01,1409.28,1394.46,1412.49,1384.79,1011423232
2000-02-02,1409.12,1409.28,1420.61,1403.49,1022752704
2000-02-03,1424.97,1409.12,1425.78,1398.52,1101432064
2000-02-04,1424.37,1424.97,1435.91,1420.63,1014859904
2000-02-07,1424.24,1424.37,1427.15,1413.33,877028480
2000-02-08,1441.72,1424.24,1441.83,1424.24,1076394624
2000-02-09,1411.7,1441.72,1444.55,1411.65,1033075520
2000-02-10,1416.83,1411.7,1422.1,1406.43,1029444288
2000-02-11,1387.12,1416.83,1416.83,1378.89,1008726080
2000-02-14,1389.94,1387.12,1394.93,1380.53,886606080
2000-02-15,1402.05,1389.94,1407.72,1376.25,1073014400
2000-02-16,1387.67,1402.05,1404.55,1385.58,983312768
2000-02-17,1388.26,1387.67,1399.88,1380.07,1069234688
2000-02-18,1346.09,1388.26,1388.59,1345.32,1093772544
2000-02-21,1346.09,1388.26,1388.59,1345.32,1093772544
2000-02-22,1352.17,1346.09,1358.11,1331.88,987858176
2000-02-23,1360.69,1352.17,1370.11,1342.44,1059878272
2000-02-24,1353.43,1360.69,1364.8,1329.88,1275798400
2000-02-25,1333.36,1353.43,1362.14,1329.15,1098652032
2000-02-28,1348.05,1333.36,1360.82,1325.02,1126558720
2000-02-29,1366.42,1348.05,1369.63,1348.05,1157620736
2000-03-01,1379.19,1366.42,1383.46,1366.42,1288920320
2000-03-02,1381.76,1379.19,1386.56,1370.35,1249043712
2000-03-03,1409.17,1381.76,1410.88,1381.76,1189752448
2000-03-06,1391.28,1409.17,1409.74,1384.75,1026806784
2000-03-07,1355.62,1391.28,1399.21,1349.99,1286725632
2000-03-08,1366.7,1355.62,1373.79,1346.62,1185365376
2000-03-09,1401.69,1366.7,1401.82,1357.59,1183480832
2000-03-10,1395.07,1401.69,1413.46,1392.07,1204452480
2000-03-13,1383.62,1395.07,1398.39,1364.84,1075746560
2000-03-14,1359.15,1383.62,1395.38,1359.15,1187491840
2000-03-15,1392.15,1359.15,1397.99,1356.99,1384871296
2000-03-16,1458.47,1392.15,1458.47,1392.15,1518990848
2000-03-17,1464.47,1458.47,1477.33,1453.27,1353741440
2000-03-20,1456.63,1464.47,1470.3,1448.43,956971712
2000-03-21,1493.87,1456.63,1493.92,1446.06,1107318784
2000-03-22,1500.64,1493.87,1505.08,1487.33,1104779648
2000-03-23,1527.35,1500.64,1532.5,1492.39,1193919360
2000-03-24,1527.46,1527.35,1552.87,1516.83,1119352064
2000-03-27,1523.86,1527.46,1534.63,1518.46,946515520
2000-03-28,1507.73,1523.86,1527.36,1507.09,997052992
2000-03-29,1508.52,1507.73,1521.45,1497.45,1108929664
2000-03-30,1487.92,1508.52,1517.38,1474.63,1310712448
2000-03-31,1498.58,1487.92,1519.81,1484.38,1224084224
2000-04-03,1505.97,1498.58,1507.19,1486.96,1249664000
2000-04-04,1494.73,1505.98,1526.45,1417.22,1867193856
2000-04-05,1487.37,1494.73,1506.55,1478.05,1188914816
2000-04-06,1501.34,1487.37,1511.76,1487.37,1110666240
2000-04-07,1516.35,1501.34,1518.68,1501.34,951256704
2000-04-10,1504.46,1516.35,1527.19,1503.35,954470016
2000-04-11,1500.59,1504.46,1512.8,1486.78,1089017600
2000-04-12,1467.17,1500.59,1509.1,1466.15,1408852864
2000-04-13,1440.51,1467.17,1477.52,1439.34,1261703808
2000-04-14,1356.56,1440.51,1440.51,1339.4,1585589248
2000-04-17,1401.44,1356.56,1401.53,1346.5,1506524544
2000-04-18,1441.61,1401.44,1441.61,1397.81,1254687360
2000-04-19,1427.47,1441.61,1447.69,1424.26,1096300544
2000-04-20,1434.54,1427.47,1435.49,1422.08,932231872
2000-04-21,1434.54,1427.47,1435.49,1422.08,932231872
2000-04-24,1429.86,1434.54,1434.54,1407.13,1137465984
2000-04-25,1477.44,1429.86,1477.67,1429.86,1171063296
2000-04-26,1460.99,1477.44,1482.94,1456.98,1084670976
2000-04-27,1464.92,1460.99,1469.21,1434.81,1118723456
2000-04-28,1452.43,1464.92,1473.62,1448.15,1011097280
2000-05-01,1468.25,1452.43,1481.51,1452.43,972895296
2000-05-02,1446.29,1468.25,1468.25,1445.22,1027505472
2000-05-03,1415.1,1446.29,1446.29,1398.36,1131642240
2000-05-04,1409.57,1415.1,1420.99,1404.94,953664768
2000-05-05,1432.63,1409.57,1436.03,1405.08,845434304
2000-05-08,1424.17,1432.63,1432.63,1417.05,843174592
2000-05-09,1412.14,1424.17,1430.28,1401.85,972144128
2000-05-10,1383.05,1412.14,1412.14,1375.14,1189345024
2000-05-11,1407.81,1383.05,1410.26,1383.05,1075556096
2000-05-12,1420.96,1407.81,1430.13,1407.81,918022912
2000-05-15,1452.36,1420.96,1452.39,1416.54,889451008
2000-05-16,1466.04,1452.36,1470.4,1450.76,1023369088
2000-05-17,1447.8,1466.04,1466.04,1441.67,883241024
2000-05-18,1437.21,1447.8,1458.04,1436.59,896768128
2000-05-19,1406.95,1437.21,1437.21,1401.74,1021404928
2000-05-22,1400.72,1406.95,1410.55,1368.73,1079431424
2000-05-23,1373.86,1400.72,1404.04,1373.6,982328896
2000-05-24,1399.05,1373.86,1401.75,1361.09,1497602304
2000-05-25,1381.52,1399.05,1411.65,1373.93,1160526848
2000-05-26,1378.02,1381.52,1391.42,1369.75,790723776
2000-05-29,1378.02,1381.52,1391.42,1369.75,790723776
2000-05-30,1422.45,1378.02,1422.45,1378.02,991551232
2000-05-31,1420.6,1422.44,1434.49,1415.5,1078613248
2000-06-01,1448.81,1420.6,1448.81,1420.6,1072839168
2000-06-02,1477.26,1448.81,1483.23,1448.81,1241204992
2000-06-05,1467.63,1477.26,1477.28,1464.68,901340416
2000-06-06,1457.84,1467.63,1471.36,1454.74,1004278016
2000-06-07,1471.36,1457.84,1474.64,1455.06,874359424
2000-06-08,1461.67,1471.36,1475.65,1456.49,947611008
2000-06-09,1456.95,1461.67,1472.67,1454.96,828584384
2000-06-12,1446,1456.95,1462.93,1445.99,846179712
2000-06-13,1469.44,1446,1470.42,1442.38,996704384
2000-06-14,1470.54,1469.44,1483.62,1467.71,1001527680
2000-06-15,1478.73,1470.54,1482.04,1464.62,1091825920
2000-06-16,1464.46,1478.73,1480.77,1460.42,1320198144
2000-06-19,1486,1464.46,1488.93,1459.05,1017960128
2000-06-20,1475.95,1486,1487.32,1470.18,1074021632
2000-06-21,1479.13,1475.95,1482.19,1468,1041388480
2000-06-22,1452.18,1479.13,1479.13,1448.03,1076411648
2000-06-23,1441.48,1452.18,1459.94,1438.31,888284928
2000-06-26,1455.31,1441.48,1459.66,1441.48,920645184
2000-06-27,1450.55,1455.31,1463.44,1450.55,1012296384
2000-06-28,1454.82,1450.55,1467.6,1450.55,1108169472
2000-06-29,1442.39,1454.82,1455.14,1434.63,1138082944
2000-06-30,1454.6,1442.39,1454.68,1438.71,1263023360
2000-07-03,1469.54,1454.6,1469.58,1450.85,436700800
2000-07-04,1469.54,1454.6,1469.58,1450.85,436700800
2000-07-05,1446.23,1469.54,1469.54,1442.45,1021059712
2000-07-06,1456.67,1446.23,1461.65,1439.56,1025653824
2000-07-07,1478.9,1456.67,1484.12,1456.67,1015805376
2000-07-10,1475.62,1478.9,1486.56,1474.76,897485568
2000-07-11,1480.88,1475.62,1488.77,1470.48,1045428288
2000-07-12,1492.92,1480.88,1497.69,1480.88,1056064768
2000-07-13,1495.84,1492.92,1501.39,1489.65,1140623488
2000-07-14,1509.98,1495.84,1509.99,1494.56,1024782016
2000-07-17,1510.49,1509.98,1517.32,1505.26,1006604800
2000-07-18,1493.74,1510.49,1510.49,1491.35,1017459392
