Dates,MID Index_Last,MID Index_Open,MID Index_High,MID Index_Low,MID Index_Volume
1996-06-04,241.98,239.72,241.98,239.72,104481800
1996-06-05,242.38,241.98,242.49,241.34,113607296
1996-06-06,240.55,242.38,243.21,240.51,125648600
1996-06-07,239.68,240.55,240.55,236.79,116520096
1996-06-10,240.08,239.68,240.29,239.68,91077904
1996-06-11,240.4,240.08,241.24,240.08,104436704
1996-06-12,241.29,240.4,241.79,240.4,98648600
1996-06-13,239.95,241.29,241.33,239.31,106052304
1996-06-14,238.56,239.95,239.95,238.56,89690496
1996-06-17,237.87,238.56,239.02,237.57,78497904
1996-06-18,236.69,237.87,238.01,236.35,109030896
1996-06-19,236.56,236.69,237.25,236.11,102619296
1996-06-20,234.97,236.56,236.85,233.26,120597104
1996-06-21,234.96,234.97,235.44,234.72,105695904
1996-06-24,235.17,234.96,235.7,234.96,85462000
1996-06-25,234.09,235.17,235.67,234,96688800
1996-06-26,231.21,234.09,234.15,231.18,123215000
1996-06-27,232.64,231.21,232.64,230.6,114704496
1996-06-28,236,232.64,236.13,232.64,125321504
1996-07-01,237.87,236,237.99,236,84977296
1996-07-02,236.98,237.87,237.92,236.96,93742096
1996-07-03,235.54,236.98,237.18,235.53,90521504
1996-07-04,235.54,236.98,237.18,235.53,90521504
1996-07-05,231.84,235.54,235.54,231.84,41006100
1996-07-08,229.66,231.84,231.85,229.58,89914000
1996-07-09,231.05,229.66,231.05,229.66,93853600
1996-07-10,228.98,231.42,231.44,228.24,108714800
1996-07-11,224.47,228.98,228.98,222.77,143513904
1996-07-12,224.61,224.47,225.23,223.14,108122600
1996-07-15,218.6,224.61,224.61,218.45,124519800
1996-07-16,215.99,218.6,218.79,210.18,182526896
1996-07-17,220.19,215.99,220.53,215.99,146359808
1996-07-18,223.79,220.19,223.84,220.19,129190872
1996-07-19,221.66,223.79,223.79,221.22,106269504
1996-07-22,219.44,221.66,221.66,219.15,84974496
1996-07-23,215.92,219.44,220.07,215.66,118309000
1996-07-24,214.34,215.92,215.92,211.91,127618304
1996-07-25,216.9,214.34,216.99,214.26,129181400
1996-07-26,219.78,216.9,219.8,216.9,116751600
1996-07-29,217.77,219.78,220.59,217.73,79296304
1996-07-30,218.99,217.77,218.99,217.19,90472600
1996-07-31,219.8,218.99,220.47,218.81,97000400
1996-08-01,223.39,219.8,223.39,219.79,119723504
1996-08-02,227.1,223.39,227.29,223.39,126512800
1996-08-05,225.88,227.1,227.46,225.86,92121504
1996-08-06,226.98,225.88,226.99,225.09,110849000
1996-08-07,228.68,226.98,228.75,226.98,124184400
1996-08-08,228.12,228.68,228.68,228.03,100920096
1996-08-09,228.34,228.12,228.97,227.64,100561400
1996-08-12,229.21,228.34,229.23,227.78,86388896
1996-08-13,227.48,229.21,229.21,227.19,99465504
1996-08-14,229.61,227.48,229.62,227.48,93765504
1996-08-15,230.43,229.6,230.49,228.56,134848704
1996-08-16,231.11,230.43,231.56,230.4,92964704
1996-08-19,230.82,231.11,231.29,230.5,74432000
1996-08-20,230.8,230.82,231.34,230.78,85546600
1996-08-21,231.31,230.8,231.33,230.2,85053696
1996-08-22,233.23,231.31,233.23,231.31,97056400
1996-08-23,232.84,233.23,233.61,232.69,86290704
1996-08-26,231.99,232.84,232.84,231.59,65369700
1996-08-27,233.17,231.99,233.18,231.99,81434800
1996-08-28,234.41,233.17,234.43,233.11,82388400
1996-08-29,232.77,234.41,234.41,232.4,86736200
1996-08-30,232.13,232.77,233.25,231.7,62198400
1996-09-02,232.13,232.77,233.25,231.7,62198400
1996-09-03,231.21,232.13,232.13,229.68,74424200
1996-09-04,232.13,231.21,232.14,231.1,112355104
1996-09-05,229.92,232.13,232.13,229.59,128391200
1996-09-06,231.85,229.92,232.08,229.92,104867696
1996-09-09,232.6,231.85,232.71,231.85,93692704
1996-09-10,232.66,232.6,232.86,232.14,99212704
1996-09-11,233.86,232.66,233.87,232.2,100583400
1996-09-12,235.3,233.86,235.34,233.86,116349296
1996-09-13,237.77,235.3,238.11,235.3,145075200
1996-09-16,238.76,237.77,239.24,237.76,126075400
1996-09-17,239.13,238.76,239.47,237.84,148544704
1996-09-18,238.06,239.13,239.13,238.06,124872704
1996-09-19,238.54,238.06,238.65,237.87,121185600
1996-09-20,239.6,238.54,239.61,238.01,131890704
1996-09-23,238.74,239.6,239.6,237.71,84537904
1996-09-24,239.79,238.74,240.36,238.58,126815296
1996-09-25,240.77,239.79,240.78,239.62,137510896
1996-09-26,242.22,240.77,243.02,240.77,159325696
1996-09-27,242.27,242.22,242.7,242.13,108175904
1996-09-30,241.93,242.27,243.51,241.92,115240304
1996-10-01,241.48,241.93,241.97,240.96,108593904
1996-10-02,243.33,241.48,243.44,241.48,103783296
1996-10-03,243.07,243.33,243.72,242.91,101292600
1996-10-04,245.68,243.07,245.75,243.07,104435600
1996-10-07,245.58,245.68,246.04,245.24,90985800
1996-10-08,243.87,245.58,245.79,243.84,106435200
1996-10-09,242.88,243.87,244.7,242.79,107545800
1996-10-10,242.79,242.88,243.36,242.25,113019800
1996-10-11,244.2,242.79,244.2,242.79,100039504
1996-10-14,245.33,244.2,245.34,244.13,81456000
1996-10-15,244.91,245.33,246.56,244.91,124211600
1996-10-16,244.64,244.91,245.4,244.01,121339904
1996-10-17,245.4,244.64,245.61,244.53,119793000
1996-10-18,245.89,245.4,245.98,245.16,93996704
1996-10-21,244.62,245.89,246.46,244.61,91784896
1996-10-22,242.82,244.62,244.63,242.49,112523696
1996-10-23,243.6,242.8,243.74,241.95,108960096
1996-10-24,243.75,243.6,244.51,243.58,97926704
1996-10-25,243.44,243.75,243.95,243.31,117898096
1996-10-28,241.91,243.44,244.04,241.89,99817800
1996-10-29,240.49,241.91,242.41,240.49,106032304
1996-10-30,241.53,240.49,241.64,240.49,112745504
1996-10-31,242.34,241.53,242.95,241.53,117349296
1996-11-01,242.43,242.34,243.09,242.25,104664096
1996-11-04,242.56,242.43,242.68,241.73,88253104
1996-11-05,244.22,242.56,244.52,242.56,123512096
1996-11-06,247.54,244.22,247.54,244.18,139279696
1996-11-07,248.3,247.54,248.34,246.89,126781400
1996-11-08,248.95,248.3,249.01,247.7,102034200
1996-11-11,250.24,248.95,250.25,248.8,98517104
1996-11-12,250.32,250.24,251.41,250.06,138579600
1996-11-13,250.97,250.32,250.98,250.11,114557296
1996-11-14,252.64,250.97,252.67,250.46,110354304
1996-11-15,252.53,252.64,253.47,252.18,115930896
1996-11-18,252.4,252.53,252.79,251.67,89522304
1996-11-19,252.57,252.4,252.59,251.88,95741200
1996-11-20,253.6,252.57,254.04,252.21,109327400
1996-11-21,252.39,253.6,253.77,252.24,114016096
1996-11-22,254.97,252.39,255.1,252.39,129086304
1996-11-25,256.32,254.97,256.39,254.8,128546496
1996-11-26,255.52,256.32,256.71,254.85,124750600
1996-11-27,255.82,255.52,255.82,255.13,93341504
1996-11-28,255.82,255.52,255.82,255.13,93341504
1996-11-29,255.61,255.82,256.51,255.61,39052400
1996-12-02,257.41,255.61,257.42,255.44,112718400
1996-12-03,257.31,257.41,259.29,257.3,151348304
1996-12-04,255.77,257.31,257.39,254.61,136330592
1996-12-05,255.82,255.77,256.34,255.53,100819000
1996-12-06,253.45,255.82,255.82,249.53,116935104
1996-12-09,256.84,253.45,256.86,253.45,102663400
1996-12-10,256.21,256.84,257.6,255.96,114999104
1996-12-11,253.29,256.21,256.21,251.46,114059200
1996-12-12,251.15,253.29,254.76,251.12,104643600
1996-12-13,249.64,251.15,251.15,249.28,93288496
1996-12-16,247.16,249.64,250.63,247.14,102955000
1996-12-17,247.37,247.16,247.42,245.89,134711392
1996-12-18,249.87,247.41,249.96,247.41,119072496
1996-12-19,252.89,249.87,252.9,249.87,131973504
1996-12-20,253.06,252.89,253.94,252.17,130294304
1996-12-23,251.45,253.06,253.15,251.32,98121104
1996-12-24,252.49,251.45,252.49,251.45,42406100
1996-12-25,252.49,251.45,252.49,251.45,42406100
1996-12-26,253.8,252.49,253.8,252.46,58494900
1996-12-27,254.75,253.8,255.07,253.8,63528600
1996-12-30,255.36,254.75,255.7,254.66,79713696
1996-12-31,255.58,255.36,255.58,254.35,96717800
1997-01-01,255.58,255.36,255.58,254.35,96717800
1997-01-02,252.11,255.58,255.66,251.13,104526600
1997-01-03,255.67,252.11,255.69,252.11,108341104
1997-01-06,256.96,255.67,257.32,255.67,113950000
1997-01-07,258.66,256.96,258.66,256.1,111990800
1997-01-08,258.17,258.66,259.37,258.04,118248400
1997-01-09,259.85,258.17,259.9,258.17,116632200
1997-01-10,261.22,259.85,261.23,257.6,116401296
1997-01-13,260.12,261.22,261.71,259.95,105414096
1997-01-14,262.61,260.12,262.61,260.12,136162096
1997-01-15,262.03,262.61,262.84,261.56,126794000
1997-01-16,263.52,262.03,263.53,262.03,149316192
1997-01-17,264.74,263.52,264.74,262.98,132111904
1997-01-20,265.74,264.74,265.76,264.47,112523696
1997-01-21,266.13,265.74,266.25,264.7,140570896
1997-01-22,266.48,266.13,266.48,265.28,151372000
1997-01-23,265.6,266.48,268.59,265.5,161160096
1997-01-24,262.63,265.6,265.6,262.13,144070304
1997-01-27,261.1,262.63,263.1,261.08,105904800
1997-01-28,261.55,261.1,263.84,260.93,118100200
1997-01-29,261.11,261.55,261.94,260.6,138914304
1997-01-30,263.55,261.11,263.59,261.11,131371696
1997-01-31,264.89,263.55,265.93,263.55,133606600
1997-02-03,264.67,264.89,265.26,264.28,106941904
1997-02-04,264.26,264.67,264.78,263.34,119353600
1997-02-05,261.64,264.26,265.06,261.09,145455808
1997-02-06,262.77,261.64,262.98,261.61,117699800
1997-02-07,264.02,262.77,264.71,262.77,116254400
1997-02-10,262.32,264.02,264.5,262.27,114433904
1997-02-11,262.09,262.32,263.16,261.37,136157408
1997-02-12,265.72,262.09,265.73,262.09,139033408
1997-02-13,268.36,265.72,268.64,265.72,154500704
1997-02-14,269.05,268.36,269.28,268.36,116307504
1997-02-17,269.05,268.36,269.28,268.36,116307504
1997-02-18,268.91,269.05,269.24,267.97,112363696
1997-02-19,269.04,268.91,269.79,268.61,136450000
1997-02-20,266.09,269.04,269.04,265.67,124342600
1997-02-21,265.05,266.09,266.09,264.68,116652000
1997-02-24,266.04,265.05,266.06,264.3,118766200
1997-02-25,267.66,266.04,267.83,266.04,136338704
1997-02-26,266.35,267.66,268.41,265.25,131753600
1997-02-27,263.12,266.35,266.66,263.09,125923800
1997-02-28,262.36,263.12,263.12,261.32,146090592
1997-03-03,262.19,262.36,262.48,261.52,113457600
1997-03-04,263.68,262.19,264.76,262.19,125579104
1997-03-05,265.37,263.68,265.45,263.68,139008192
1997-03-06,265.78,265.37,266.17,265.3,144764608
1997-03-07,266.42,265.78,267.01,265.75,135232704
1997-03-10,267.77,266.42,267.78,265.81,140063504
1997-03-11,267.82,267.77,268.25,267.56,123312304
1997-03-12,266.02,267.82,267.99,265.78,127876096
1997-03-13,263.14,266.02,266.03,263.05,118570200
1997-03-14,264.27,263.14,264.56,263.14,102748896
1997-03-17,262.5,264.27,264.27,260.34,107836200
1997-03-18,260.82,262.5,262.98,260.45,95731504
1997-03-19,258.94,260.82,260.82,258.05,127255696
1997-03-20,259.88,258.94,259.92,257.71,121942896
1997-03-21,259.92,259.88,260.85,259.85,115068600
1997-03-24,259.33,259.92,260.1,257.92,106513904
1997-03-25,260.35,259.33,261.28,259.33,113660000
1997-03-26,261.42,260.35,261.61,259.95,117231800
1997-03-27,257.76,261.42,261.9,257.09,103425104
1997-03-28,257.76,261.42,261.9,257.09,103425104
1997-03-31,250.84,257.76,257.78,250.84,118114096
1997-04-01,250.85,250.84,251.27,249.57,132647200
1997-04-02,249.14,250.85,251.15,248.8,133796600
1997-04-03,249.22,249.14,249.23,247.48,131168896
1997-04-04,252.06,249.22,252.08,248.34,180852800
1997-04-07,255.06,252.06,255.07,252.06,136546896
1997-04-08,255.84,255.06,255.85,254.21,141724000
1997-04-09,255.29,255.84,256.96,254.93,137400704
1997-04-10,253.76,255.29,255.29,253.54,131702704
1997-04-11,248.94,253.76,253.76,248.89,110242600
1997-04-14,249.42,248.94,249.43,247.36,106590800
1997-04-15,251.61,249.42,252.39,249.42,122100096
1997-04-16,251.47,251.61,251.61,250.29,113677400
1997-04-17,251.99,251.47,253.59,251.47,108412704
1997-04-18,251.92,251.99,253.21,251.62,101445200
1997-04-21,248.32,251.92,252.14,248.21,115280496
1997-04-22,250.2,248.32,250.2,247.42,131592000
1997-04-23,251.2,250.2,251.47,250.04,118589296
1997-04-24,251.77,251.2,252.92,251.2,119432600
1997-04-25,248.04,251.77,251.77,248.04,97768496
1997-04-28,249.54,248.04,249.59,247.27,94212896
1997-04-29,254.83,249.54,254.9,249.54,125051400
1997-04-30,257.07,254.83,257.5,253.98,133929696
1997-05-01,258.05,257.07,258.52,257.06,126989504
1997-05-02,263.83,258.05,263.99,258.05,149382592
1997-05-05,269.28,263.83,269.28,263.83,167859808
1997-05-06,267.8,269.28,269.28,267.4,148339904
1997-05-07,266.18,267.8,267.8,266.03,117262800
1997-05-08,267.25,266.18,268.49,265.2,123294896
1997-05-09,267.76,267.25,268.55,266.37,95055400
1997-05-12,269.89,267.76,269.99,267.76,96245800
1997-05-13,268.91,269.89,270.03,268.77,100906704
1997-05-14,269.83,268.91,270.53,268.91,114661200
1997-05-15,271.02,269.83,271.02,269.12,121607400
1997-05-16,269.44,271.02,271.02,268.96,110284800
1997-05-19,269.42,269.44,269.99,268.93,86675696
1997-05-20,271.39,269.42,271.39,268.36,106239504
1997-05-21,272.39,271.39,272.94,271.39,137484496
1997-05-22,272.06,272.39,272.76,271.86,109422000
1997-05-23,275.6,272.06,275.6,272.06,109733000
1997-05-26,275.6,272.06,275.6,272.06,109733000
1997-05-27,276.58,275.6,276.73,274.61,110969600
1997-05-28,277.26,276.58,277.78,276.45,115170096
1997-05-29,277.05,277.26,277.55,276.9,106920200
1997-05-30,279.16,277.05,279.17,274.05,126611296
1997-06-02,280.98,279.16,280.98,279.01,108663800
1997-06-03,280.14,280.98,281.07,279.61,112672600
1997-06-04,279.36,280.14,280.34,279.01,97114704
1997-06-05,280.78,279.36,281.03,279.36,102439104
1997-06-06,281.99,280.78,282.28,280.06,113895104
1997-06-09,282.6,281.99,283.03,281.99,103945696
1997-06-10,282.64,282.6,283.65,282.17,117625904
1997-06-11,283.1,282.64,283.17,282.18,126924400
1997-06-12,285.77,283.1,285.77,283.05,127230496
1997-06-13,287.65,285.77,288,285.6,123538000
1997-06-16,288.35,287.65,288.35,287.08,97112400
1997-06-17,289.15,288.35,289.15,287.03,131883904
1997-06-18,289.34,289.15,289.34,287.73,121508200
1997-06-19,291.45,289.34,291.51,289.34,115249000
1997-06-20,290,291.45,291.47,289.92,116403696
1997-06-23,287.16,290,290.05,287.15,101387504
1997-06-24,288.46,287.16,288.66,287.08,113243400
1997-06-25,287.08,288.46,288.99,286.32,123484800
1997-06-26,285.66,287.08,287.5,285.66,129549400
1997-06-27,287.52,285.66,288.07,285.66,103066304
1997-06-30,286.65,287.52,288.94,286.65,120375696
1997-07-01,289.24,286.65,289.25,286.65,134327200
1997-07-02,291.68,289.24,291.71,289.24,130689504
1997-07-03,293.88,291.68,293.88,291.68,76545800
1997-07-04,293.88,291.68,293.88,291.68,76545800
1997-07-07,293.97,293.88,295.12,293.36,108778496
1997-07-08,295.95,293.97,295.95,293.86,119311400
1997-07-09,294.61,295.95,296.84,294.2,129312600
1997-07-10,296.59,294.61,296.8,294.01,111554400
1997-07-11,299.91,296.59,299.91,296.59,119948304
1997-07-14,300.87,299.91,301.31,299.91,114037800
1997-07-15,302.85,300.87,302.87,300.87,137488704
1997-07-16,306.54,302.85,306.54,302.85,152784400
1997-07-17,305.25,306.54,306.54,305.07,166212800
1997-07-18,303.6,305.25,305.26,301.86,119557200
1997-07-21,301.16,303.6,303.6,300.59,95372704
1997-07-22,305.12,301.16,305.15,301.07,128073904
1997-07-23,307.1,305.12,307.1,305.12,143591808
1997-07-24,307.28,307.1,307.39,304.82,165326496
1997-07-25,307.76,307.28,308.06,306.81,117244000
1997-07-28,306.91,307.76,308.19,306.79,106363104
1997-07-29,308.59,306.91,308.59,306.41,108952600
1997-07-30,313.62,308.59,313.62,308.59,146824192
1997-07-31,314.66,313.62,314.76,313.48,123984800
1997-08-01,313.93,314.67,314.71,311.6,113869104
1997-08-04,315.08,313.93,315.26,313.15,121976800
1997-08-05,316.83,315.08,316.89,314.7,151405120
1997-08-06,319.1,316.83,319.1,316.72,136168896
1997-08-07,316.6,319.1,319.48,316.59,125779504
1997-08-08,311.89,316.6,316.6,310.26,130370496
1997-08-11,310.95,311.89,312.41,308.93,101607800
1997-08-12,310.32,310.95,313.21,310.15,98562800
1997-08-13,310.49,310.32,312.74,309.47,106518304
1997-08-14,310.51,310.49,311.56,309.54,105062496
1997-08-15,307.35,310.51,310.52,307.35,105435904
1997-08-18,307.1,307.36,307.78,304.66,96400600
1997-08-19,311.58,307.1,311.58,307.1,101743800
1997-08-20,314.65,311.58,314.65,311.51,106900000
1997-08-21,312.28,314.65,314.66,311.85,105244000
1997-08-22,311.74,312.28,312.28,308.3,95153400
1997-08-25,313.21,311.74,314.69,311.74,92542704
1997-08-26,313.29,313.21,313.95,312.47,99869904
1997-08-27,314.19,313.29,314.21,312.4,102157696
1997-08-28,313.17,314.19,314.19,311.04,124822896
1997-08-29,313.97,313.17,314.49,312.6,80038600
1997-09-01,313.97,313.17,314.49,312.6,80038600
1997-09-02,318.47,313.97,318.47,313.97,106773200
1997-09-03,319.66,318.47,320.64,318.26,109871400
1997-09-04,320.7,319.66,321,319.45,113508200
1997-09-05,321.99,320.7,322.46,320.7,114882096
1997-09-08,323.87,321.99,324.01,321.99,108991296
1997-09-09,324.66,323.87,325.33,323.35,104575600
1997-09-10,322.75,324.66,324.88,322.73,111481104
1997-09-11,321.3,322.75,322.77,319.42,117425400
1997-09-12,325.91,321.3,325.91,321.3,124576400
1997-09-15,325.95,325.91,327.09,325.91,99450496
1997-09-16,329.45,325.95,329.45,325.95,125925600
1997-09-17,330.35,329.45,330.92,329.45,127929296
1997-09-18,331.72,330.35,332.5,330.25,121438304
1997-09-19,332.54,331.72,332.93,331.72,130988000
1997-09-22,333.02,332.54,334.34,332.54,116852800
1997-09-23,331.26,333.02,333.06,330.13,130944896
1997-09-24,329.57,331.26,331.53,329.44,131067504
1997-09-25,328.46,329.57,330.28,328.46,103090600
1997-09-26,329.88,328.46,330.23,328.46,107321400
1997-09-29,331.87,329.88,331.88,329.42,100020096
1997-09-30,331.66,331.87,332.39,331.13,122005200
1997-10-01,332.67,331.66,333.28,331.66,128210400
1997-10-02,334.32,332.67,334.32,332.38,115630096
1997-10-03,336,334.32,337.81,334.28,128198496
1997-10-06,338.18,336,338.18,336,105225104
1997-10-07,339.84,338.18,339.84,337.84,124028304
1997-10-08,338.59,339.84,340.4,337.85,119113504
1997-10-09,339.31,338.59,339.99,336.36,116197904
1997-10-10,338.56,339.31,339.31,337.76,102463104
1997-10-13,339.14,338.56,339.97,338.56,80264704
1997-10-14,338.7,339.14,339.91,337.13,109638304
1997-10-15,338.83,338.7,338.88,337.28,108718704
1997-10-16,335.64,338.83,340.16,334.78,116943296
1997-10-17,330.11,335.64,335.64,327.22,139743808
1997-10-20,334.2,330.11,334.44,330.07,103674096
1997-10-21,339.22,334.2,339.22,334.2,112603104
1997-10-22,338.03,339.22,339.42,337.23,113620800
1997-10-23,331.37,338.03,338.03,329.85,142333504
1997-10-24,329.48,331.37,334.53,328.82,150114496
1997-10-27,308.39,329.48,329.48,308.28,191841904
1997-10-28,316.2,308.39,316.2,299.28,257298400
1997-10-29,317.94,316.15,321.77,316.15,158302496
1997-10-30,313.47,317.94,317.94,313.39,133045200
1997-10-31,316.89,313.47,317.49,313.47,120749800
1997-11-03,323.47,316.89,323.49,316.89,119105504
1997-11-04,324.46,323.47,324.7,322.13,128486600
1997-11-05,327.12,324.46,327.29,324.46,128097104
1997-11-06,325.13,327.12,327.2,325,114788096
1997-11-07,319.7,325.13,325.13,318.24,128814000
1997-11-10,319.35,319.7,322.02,319.16,109792400
1997-11-11,318.24,319.35,320.24,317.59,104323000
1997-11-12,312.02,318.24,318.24,311.95,109743000
1997-11-13,312.92,312.02,313.99,309.21,135440192
1997-11-14,316.71,312.92,317.19,312.92,127917504
1997-11-17,322.27,316.71,322.86,316.71,121674096
1997-11-18,319.79,322.27,322.32,319.41,114006704
1997-11-19,319.14,319.79,319.86,318.14,108363400
1997-11-20,323.6,319.14,324.31,319.14,133474304
1997-11-21,323.36,323.6,325.54,322.69,121436096
1997-11-24,318.9,323.36,323.36,318.25,108748400
1997-11-25,319.71,318.9,320.12,317.49,118549296
1997-11-26,321.49,319.71,321.56,319.71,101125400
1997-11-27,321.49,319.71,321.56,319.71,101125400
1997-11-28,321.25,321.49,323.06,321.25,35876600
1997-12-01,326.31,321.25,326.43,321.25,138774592
1997-12-02,326.38,326.31,327.29,325.55,144805104
1997-12-03,328.75,326.38,328.76,325.88,152464096
1997-12-04,329.73,328.77,331.48,328.77,144085904
1997-12-05,333.89,329.73,333.89,328.36,131580304
1997-12-08,334.81,333.89,335.1,333.78,120998496
1997-12-09,331.57,334.81,334.81,331.31,116339800
1997-12-10,328.02,331.57,331.57,326.36,142266896
1997-12-11,322.34,328.02,328.02,320.93,163170496
1997-12-12,320.22,322.34,324.41,319.31,135921200
1997-12-15,320.96,320.22,321.35,318.65,163631904
1997-12-16,324.24,320.96,324.64,320.96,172292800
1997-12-17,324.59,324.24,325.44,323.59,165310496
1997-12-18,321.58,324.59,324.92,320.26,142878400
1997-12-19,320.26,321.58,321.58,314.33,156195696
1997-12-22,321.41,320.26,322.6,320.26,127580200
1997-12-23,320.12,321.41,321.8,319.62,126557504
1997-12-24,319.45,320.12,320.81,319.28,59499400
1997-12-25,319.45,320.12,320.81,319.28,59499400
1997-12-26,320.29,319.45,320.56,319.2,33725600
1997-12-29,325.04,320.29,325.12,320.29,111536000
1997-12-30,330.91,325.04,330.91,325.04,133917000
1997-12-31,333.37,330.91,335.06,330.57,129369104
1998-01-01,333.37,330.91,335.06,330.57,129369104
1998-01-02,332.1,333.37,333.5,330.21,92814096
1998-01-05,333.39,332.1,334.24,331.49,149735696
1998-01-06,328.53,333.39,333.39,327.92,140609296
1998-01-07,325.78,328.53,328.53,322.87,165271392
1998-01-08,323.11,325.78,325.78,322.87,139710400
1998-01-09,312.8,323.11,323.11,311.95,173616896
1998-01-12,311.57,312.8,312.8,307.17,153423392
1998-01-13,317.11,311.57,317.11,311.57,156371600
1998-01-14,319.99,317.11,320.01,317.11,134126496
1998-01-15,318.74,319.99,320.31,318.64,150870096
1998-01-16,322.07,318.74,322.81,318.74,144861504
1998-01-19,322.07,318.74,322.81,318.74,144861504
1998-01-20,326.46,322.07,326.49,322.07,145697104
1998-01-21,324.58,326.46,326.46,322.58,144489504
1998-01-22,321.49,324.58,324.58,320.93,145013200
1998-01-23,319.94,321.49,322.95,318.85,131980704
1998-01-26,318.29,319.94,320.74,318.14,141831392
1998-01-27,319.74,318.29,320.38,317.83,146117104
1998-01-28,325.24,319.74,325.35,319.74,171075696
1998-01-29,327.17,325.24,329.4,325.11,174039904
1998-01-30,326.7,327.17,328.53,326.69,149342000
1998-02-02,333.43,326.7,333.55,326.7,178280800
1998-02-03,335.25,333.43,335.25,333.13,157222096
1998-02-04,337.34,335.25,337.5,334.16,159151696
1998-02-05,337.48,337.34,340.12,337.28,155661504
1998-02-06,339.39,337.49,339.79,337.49,139615296
1998-02-09,338.73,339.39,340.73,338.05,141513296
1998-02-10,341.82,338.73,342.54,338.73,181368096
1998-02-11,342.63,341.82,343.39,341.82,150651600
1998-02-12,343.98,342.63,343.98,339.97,163239904
1998-02-13,343.89,343.98,344.36,342.85,141206800
1998-02-16,343.89,343.98,344.36,342.85,141206800
1998-02-17,343.44,343.89,345.56,343.42,138353296
1998-02-18,346.57,343.44,346.58,343.09,144023008
1998-02-19,347.13,346.57,347.57,345.84,152554800
1998-02-20,346.85,347.13,347.57,344.91,132964704
1998-02-23,348.05,346.85,348.42,346.85,134677504
1998-02-24,345.53,348.05,348.08,345.5,132617200
1998-02-25,350.1,345.53,350.35,345.53,152691104
1998-02-26,353.99,350.1,354.09,349.86,162338304
1998-02-27,353.39,353.99,354.75,353.02,138789504
1998-03-02,353.15,353.39,354.83,352.59,143062400
1998-03-03,354.53,353.15,354.53,352.05,155076192
1998-03-04,353.88,354.53,354.97,352.97,139852096
1998-03-05,350.01,353.88,353.88,349.39,159484496
1998-03-06,355.35,350.01,355.66,350.01,157099808
1998-03-09,353.65,355.35,355.83,353.56,139642304
1998-03-10,357.82,353.65,357.84,353.65,150689696
1998-03-11,360.21,357.82,360.96,357.82,167417408
1998-03-12,361.17,360.21,361.43,358.86,135965200
1998-03-13,361.28,361.17,362.98,360.28,140584192
1998-03-16,362.86,361.28,363.25,361.28,112787000
1998-03-17,362.71,362.86,363.28,361.39,162113504
1998-03-18,365.03,362.71,365.03,362.19,156357792
1998-03-19,365.83,365.03,366.02,364.63,157091808
1998-03-20,365.51,365.83,366.42,364.56,156710896
1998-03-23,365.81,365.51,367.15,365.13,142810000
1998-03-24,368.58,365.81,368.94,365.81,141579808
1998-03-25,368.51,368.58,371.44,366.92,156150800
1998-03-26,368.99,368.51,369,366.88,129936704
1998-03-27,367.5,368.99,370.32,367.15,113042200
1998-03-30,366,367.5,368.06,365.44,115941000
1998-03-31,369,366,370.63,366,190928800
1998-04-01,372.49,369,372.79,368.39,177924304
1998-04-02,374.3,372.49,375.19,372.37,165405696
1998-04-03,374.11,374.3,375.48,374.05,134387696
1998-04-06,372.13,374.11,376.33,371.79,131056400
1998-04-07,367.78,372.13,372.13,365.96,147411808
1998-04-08,366.78,367.79,369.62,366.54,123327400
1998-04-09,368.95,366.78,370.33,366.78,123453904
1998-04-10,368.95,366.78,370.33,366.78,123453904
1998-04-13,370.12,368.95,370.32,368.37,113943000
1998-04-14,374.48,370.12,374.49,370.12,142064608
1998-04-15,377.09,374.48,377.26,374.48,166299696
1998-04-16,374.04,377.09,377.09,373.7,128353904
1998-04-17,377.56,374.04,377.69,373.67,123658704
1998-04-20,378.75,377.56,379.56,377.53,131836704
1998-04-21,379.98,378.75,380.16,378.56,150929408
1998-04-22,380.67,379.99,381.31,379.9,145410896
1998-04-23,375.75,380.67,380.67,375.63,135825104
1998-04-24,371.71,375.75,376.68,371.2,145994896
1998-04-27,362.22,371.71,371.71,360.29,148086704
1998-04-28,366.32,362.22,367.34,362.22,158260192
1998-04-29,370.47,366.32,370.98,366.32,143606704
1998-04-30,375.39,370.47,376.75,370.47,149758304
1998-05-01,378.12,375.39,378.22,375.39,131945800
1998-05-04,378.17,378.12,380.24,378.12,116203296
1998-05-05,376.07,378.17,378.17,375.46,128766800
1998-05-06,373.31,376.07,377.19,373.31,121652400
1998-05-07,370.63,373.31,373.93,370.57,120041000
1998-05-08,374.61,370.61,375.46,370.61,112861600
1998-05-11,372.33,374.61,376.7,372.25,128139400
1998-05-12,372.79,372.33,373.03,370.57,120766600
1998-05-13,372.69,372.79,374.55,372.62,122871904
1998-05-14,372.06,372.69,373.79,371.36,114543400
1998-05-15,368.52,372.06,372.68,368.52,113718896
1998-05-18,366.34,368.52,369.41,364.84,122983904
1998-05-19,368.39,366.34,370,366.34,129199104
1998-05-20,366.97,368.39,369.5,366.13,125438096
1998-05-21,366.43,366.97,367.95,365.24,126487504
1998-05-22,363.22,366.43,366.65,362.95,105626400
1998-05-25,363.22,366.43,366.65,362.95,105626400
1998-05-26,357.75,363.22,365.15,357.5,120549600
1998-05-27,354.94,357.75,357.75,351.16,146576304
1998-05-28,358.52,354.94,358.63,354.91,126239696
