Dates,BCOMTR Index_Last,BCOMTR Index_Open,BCOMTR Index_High,BCOMTR Index_Low
1997-02-10,158.398,158.398,158.398,158.398
1997-02-11,158.56,158.56,158.56,158.56
1997-02-12,158.967,158.967,158.967,158.967
1997-02-13,159.424,159.424,159.424,159.424
1997-02-14,159.831,159.831,159.831,159.831
1997-02-17,159.831,159.831,159.831,159.831
1997-02-18,160.567,160.567,160.567,160.567
1997-02-19,161.855,161.855,161.855,161.855
1997-02-20,161.906,161.906,161.906,161.906
1997-02-21,162.078,162.078,162.078,162.078
1997-02-24,161.133,161.133,161.133,161.133
1997-02-25,162.232,162.232,162.232,162.232
1997-02-26,163.166,163.166,163.166,163.166
1997-02-27,162.968,162.968,162.968,162.968
1997-02-28,162.713,162.713,162.713,162.713
1997-03-03,163.96,163.96,163.96,163.96
1997-03-04,164.957,164.957,164.957,164.957
1997-03-05,163.6,163.6,163.6,163.6
1997-03-06,165.076,165.076,165.076,165.076
1997-03-07,165.78,165.78,165.78,165.78
1997-03-10,166.414,166.414,166.414,166.414
1997-03-11,166.403,166.403,166.403,166.403
1997-03-12,165.072,165.072,165.072,165.072
1997-03-13,164.954,164.954,164.954,164.954
1997-03-14,166.896,166.896,166.896,166.896
1997-03-17,164.559,164.559,164.559,164.559
1997-03-18,165.363,165.363,165.363,165.363
1997-03-19,166.064,166.064,166.064,166.064
1997-03-20,166.969,166.969,166.969,166.969
1997-03-21,165.828,165.828,165.828,165.828
1997-03-24,164.55,164.55,164.55,164.55
1997-03-25,165.519,165.519,165.519,165.519
1997-03-26,165.134,165.134,165.134,165.134
1997-03-27,166.302,166.302,166.302,166.302
1997-03-28,166.302,166.302,166.302,166.302
1997-03-31,166.108,166.108,166.108,166.108
1997-04-01,166.142,166.142,166.142,166.142
1997-04-02,164.252,164.252,164.252,164.252
1997-04-03,162.329,162.329,162.329,162.329
1997-04-04,161.169,161.169,161.169,161.169
1997-04-07,161.342,161.342,161.342,161.342
1997-04-08,161.298,161.298,161.298,161.298
1997-04-09,161.988,161.988,161.988,161.988
1997-04-10,163.161,163.161,163.161,163.161
1997-04-11,162.011,162.011,162.011,162.011
1997-04-14,163.283,163.283,163.283,163.283
1997-04-15,162.879,162.879,162.879,162.879
1997-04-16,161.856,161.856,161.856,161.856
1997-04-17,162.815,162.815,162.815,162.815
1997-04-18,164.178,164.178,164.178,164.178
1997-04-21,164.799,164.799,164.799,164.799
1997-04-22,164.763,164.763,164.763,164.763
1997-04-23,165.124,165.124,165.124,165.124
1997-04-24,165.154,165.154,165.154,165.154
1997-04-25,165.919,165.919,165.919,165.919
1997-04-28,165.026,165.026,165.026,165.026
1997-04-29,165.966,165.966,165.966,165.966
1997-04-30,167.415,167.415,167.415,167.415
1997-05-01,167.319,167.319,167.319,167.319
1997-05-02,166.393,166.393,166.393,166.393
1997-05-05,166.544,166.544,166.544,166.544
1997-05-06,166.213,166.213,166.213,166.213
1997-05-07,166.772,166.772,166.772,166.772
1997-05-08,168.158,168.158,168.158,168.158
1997-05-09,169.025,169.025,169.025,169.025
1997-05-12,169.94,169.94,169.94,169.94
1997-05-13,170.409,170.409,170.409,170.409
1997-05-14,169.833,169.833,169.833,169.833
1997-05-15,170.512,170.512,170.512,170.512
1997-05-16,171.721,171.721,171.721,171.721
1997-05-19,171.041,171.041,171.041,171.041
1997-05-20,169.445,169.445,169.445,169.445
1997-05-21,170.559,170.559,170.559,170.559
1997-05-22,170.566,170.566,170.566,170.566
1997-05-23,169.914,169.914,169.914,169.914
1997-05-26,169.914,169.914,169.914,169.914
1997-05-27,168.914,168.914,168.914,168.914
1997-05-28,170.489,170.489,170.489,170.489
1997-05-29,171.7,171.7,171.7,171.7
1997-05-30,169.885,169.885,169.885,169.885
1997-06-02,168.551,168.551,168.551,168.551
1997-06-03,167.724,167.724,167.724,167.724
1997-06-04,165.687,165.687,165.687,165.687
1997-06-05,165.012,165.012,165.012,165.012
1997-06-06,163.925,163.925,163.925,163.925
1997-06-09,163.709,163.709,163.709,163.709
1997-06-10,162.718,162.718,162.718,162.718
1997-06-11,162.892,162.892,162.892,162.892
1997-06-12,162.669,162.669,162.669,162.669
1997-06-13,162.746,162.746,162.746,162.746
1997-06-16,162.514,162.514,162.514,162.514
1997-06-17,163.532,163.532,163.532,163.532
1997-06-18,161.673,161.673,161.673,161.673
1997-06-19,161.737,161.737,161.737,161.737
1997-06-20,160.709,160.709,160.709,160.709
1997-06-23,161.267,161.267,161.267,161.267
1997-06-24,160.696,160.696,160.696,160.696
1997-06-25,160.919,160.919,160.919,160.919
1997-06-26,159.617,159.617,159.617,159.617
1997-06-27,160.176,160.176,160.176,160.176
1997-06-30,160.121,160.121,160.121,160.121
1997-07-01,159.617,159.617,159.617,159.617
1997-07-02,159.453,159.453,159.453,159.453
1997-07-03,157.707,157.707,157.707,157.707
1997-07-04,157.707,157.707,157.707,157.707
1997-07-07,155.73,155.73,155.73,155.73
1997-07-08,156.283,156.283,156.283,156.283
1997-07-09,156.751,156.751,156.751,156.751
1997-07-10,156.003,156.003,156.003,156.003
1997-07-11,156.509,156.509,156.509,156.509
1997-07-14,157.506,157.506,157.506,157.506
1997-07-15,158.333,158.333,158.333,158.333
1997-07-16,157.484,157.484,157.484,157.484
1997-07-17,158.385,158.385,158.385,158.385
1997-07-18,158.637,158.637,158.637,158.637
1997-07-21,157.571,157.571,157.571,157.571
1997-07-22,158.374,158.374,158.374,158.374
1997-07-23,159.48,159.48,159.48,159.48
1997-07-24,160.41,160.41,160.41,160.41
1997-07-25,161.898,161.898,161.898,161.898
1997-07-28,163.638,163.638,163.638,163.638
1997-07-29,163.731,163.731,163.731,163.731
1997-07-30,164.018,164.018,164.018,164.018
1997-07-31,165.319,165.319,165.319,165.319
1997-08-01,166.088,166.088,166.088,166.088
1997-08-04,167.121,167.121,167.121,167.121
1997-08-05,166.06,166.06,166.06,166.06
1997-08-06,166.091,166.091,166.091,166.091
1997-08-07,165.502,165.502,165.502,165.502
1997-08-08,165.13,165.13,165.13,165.13
1997-08-11,164.37,164.37,164.37,164.37
1997-08-12,164.242,164.242,164.242,164.242
1997-08-13,164.798,164.798,164.798,164.798
1997-08-14,164.438,164.438,164.438,164.438
1997-08-15,163.949,163.949,163.949,163.949
1997-08-18,162.804,162.804,162.804,162.804
1997-08-19,164.303,164.303,164.303,164.303
1997-08-20,163.131,163.131,163.131,163.131
1997-08-21,163.426,163.426,163.426,163.426
1997-08-22,164.276,164.276,164.276,164.276
1997-08-25,163.13,163.13,163.13,163.13
1997-08-26,163.196,163.196,163.196,163.196
1997-08-27,164.586,164.586,164.586,164.586
1997-08-28,164.462,164.462,164.462,164.462
1997-08-29,165.153,165.153,165.153,165.153
1997-09-01,165.153,165.153,165.153,165.153
1997-09-02,165.412,165.412,165.412,165.412
1997-09-03,166.053,166.053,166.053,166.053
1997-09-04,165.272,165.272,165.272,165.272
1997-09-05,165.372,165.372,165.372,165.372
1997-09-08,164.623,164.623,164.623,164.623
1997-09-09,164.852,164.852,164.852,164.852
1997-09-10,164.719,164.719,164.719,164.719
1997-09-11,165.078,165.078,165.078,165.078
1997-09-12,163.929,163.929,163.929,163.929
1997-09-15,163.686,163.686,163.686,163.686
1997-09-16,163.856,163.856,163.856,163.856
1997-09-17,163.609,163.609,163.609,163.609
1997-09-18,164.116,164.116,164.116,164.116
1997-09-19,163.922,163.922,163.922,163.922
1997-09-22,164.594,164.594,164.594,164.594
1997-09-23,164.751,164.751,164.751,164.751
1997-09-24,164.958,164.958,164.958,164.958
1997-09-25,166.33,166.33,166.33,166.33
1997-09-26,166.836,166.836,166.836,166.836
1997-09-29,167.621,167.621,167.621,167.621
1997-09-30,167.002,167.002,167.002,167.002
1997-10-01,166.739,166.739,166.739,166.739
1997-10-02,167.57,167.57,167.57,167.57
1997-10-03,169.917,169.917,169.917,169.917
1997-10-06,168.398,168.398,168.398,168.398
1997-10-07,168.801,168.801,168.801,168.801
1997-10-08,169.551,169.551,169.551,169.551
1997-10-09,169.491,169.491,169.491,169.491
1997-10-10,170.872,170.872,170.872,170.872
1997-10-13,170.872,170.872,170.872,170.872
1997-10-14,168.568,168.568,168.568,168.568
1997-10-15,168.751,168.751,168.751,168.751
1997-10-16,168.782,168.782,168.782,168.782
1997-10-17,167.536,167.536,167.536,167.536
1997-10-20,168.32,168.32,168.32,168.32
1997-10-21,168.417,168.417,168.417,168.417
1997-10-22,170.146,170.146,170.146,170.146
1997-10-23,168.728,168.728,168.728,168.728
1997-10-24,167.737,167.737,167.737,167.737
1997-10-27,168.145,168.145,168.145,168.145
1997-10-28,166.349,166.349,166.349,166.349
1997-10-29,166.862,166.862,166.862,166.862
1997-10-30,167.917,167.917,167.917,167.917
1997-10-31,167.664,167.664,167.664,167.664
1997-11-03,167.857,167.857,167.857,167.857
1997-11-04,167.047,167.047,167.047,167.047
1997-11-05,167.056,167.056,167.056,167.056
1997-11-06,166.817,166.817,166.817,166.817
1997-11-07,167.366,167.366,167.366,167.366
1997-11-10,166.806,166.806,166.806,166.806
1997-11-11,166.806,166.806,166.806,166.806
1997-11-12,167.161,167.161,167.161,167.161
1997-11-13,167.548,167.548,167.548,167.548
1997-11-14,166.908,166.908,166.908,166.908
1997-11-17,165.996,165.996,165.996,165.996
1997-11-18,165.09,165.09,165.09,165.09
1997-11-19,164.485,164.485,164.485,164.485
1997-11-20,162.537,162.537,162.537,162.537
1997-11-21,163.345,163.345,163.345,163.345
1997-11-24,162.925,162.925,162.925,162.925
1997-11-25,162.003,162.003,162.003,162.003
1997-11-26,161.327,161.327,161.327,161.327
1997-11-27,161.327,161.327,161.327,161.327
1997-11-28,161.008,161.008,161.008,161.008
1997-12-01,160.619,160.619,160.619,160.619
1997-12-02,160.384,160.384,160.384,160.384
1997-12-03,159.665,159.665,159.665,159.665
1997-12-04,158.624,158.624,158.624,158.624
1997-12-05,159.398,159.398,159.398,159.398
1997-12-08,159.882,159.882,159.882,159.882
1997-12-09,159.892,159.892,159.892,159.892
1997-12-10,159.955,159.955,159.955,159.955
1997-12-11,158.622,158.622,158.622,158.622
1997-12-12,157.956,157.956,157.956,157.956
1997-12-15,157.35,157.35,157.35,157.35
1997-12-16,156.624,156.624,156.624,156.624
1997-12-17,157.529,157.529,157.529,157.529
1997-12-18,157.642,157.642,157.642,157.642
1997-12-19,157.211,157.211,157.211,157.211
1997-12-22,156.021,156.021,156.021,156.021
1997-12-23,156.419,156.419,156.419,156.419
1997-12-24,157.04,157.04,157.04,157.04
1997-12-25,157.04,157.04,157.04,157.04
1997-12-26,156.984,156.984,156.984,156.984
1997-12-29,155.558,155.558,155.558,155.558
1997-12-30,155.579,155.579,155.579,155.579
1997-12-31,154.579,154.579,154.579,154.579
1998-01-01,154.579,154.579,154.579,154.579
1998-01-02,153.368,153.368,153.368,153.368
1998-01-05,152.197,152.197,152.197,152.197
1998-01-06,151.584,151.584,151.584,151.584
1998-01-07,151.674,151.674,151.674,151.674
1998-01-08,150.621,150.621,150.621,150.621
1998-01-09,149.422,149.422,149.422,149.422
1998-01-12,148.224,148.224,148.224,148.224
1998-01-13,150.429,150.429,150.429,150.429
1998-01-14,150.515,150.515,150.515,150.515
1998-01-15,150.927,150.927,150.927,150.927
1998-01-16,151.807,151.807,151.807,151.807
1998-01-19,151.807,151.807,151.807,151.807
1998-01-20,151.861,151.861,151.861,151.861
1998-01-21,151.484,151.484,151.484,151.484
1998-01-22,151.53,151.53,151.53,151.53
1998-01-23,152.119,152.119,152.119,152.119
1998-01-26,154.041,154.041,154.041,154.041
1998-01-27,154.724,154.724,154.724,154.724
1998-01-28,155.37,155.37,155.37,155.37
1998-01-29,156.656,156.656,156.656,156.656
1998-01-30,155.15,155.15,155.15,155.15
1998-02-02,155.436,155.436,155.436,155.436
1998-02-03,153.711,153.711,153.711,153.711
1998-02-04,153.846,153.846,153.846,153.846
1998-02-05,154.715,154.715,154.715,154.715
1998-02-06,154.306,154.306,154.306,154.306
1998-02-09,153.592,153.592,153.592,153.592
1998-02-10,153.801,153.801,153.801,153.801
1998-02-11,152.633,152.633,152.633,152.633
1998-02-12,152.61,152.61,152.61,152.61
1998-02-13,152.492,152.492,152.492,152.492
1998-02-16,152.492,152.492,152.492,152.492
1998-02-17,150.043,150.043,150.043,150.043
1998-02-18,151.122,151.122,151.122,151.122
1998-02-19,151.214,151.214,151.214,151.214
1998-02-20,149.973,149.973,149.973,149.973
1998-02-23,147.447,147.447,147.447,147.447
1998-02-24,146.511,146.511,146.511,146.511
1998-02-25,147.226,147.226,147.226,147.226
1998-02-26,147.374,147.374,147.374,147.374
1998-02-27,148.477,148.477,148.477,148.477
1998-03-02,148.979,148.979,148.979,148.979
1998-03-03,147.607,147.607,147.607,147.607
1998-03-04,147.423,147.423,147.423,147.423
1998-03-05,147.353,147.353,147.353,147.353
1998-03-06,146.558,146.558,146.558,146.558
1998-03-09,145.552,145.552,145.552,145.552
1998-03-10,145.971,145.971,145.971,145.971
1998-03-11,146.047,146.047,146.047,146.047
1998-03-12,146.563,146.563,146.563,146.563
1998-03-13,145.732,145.732,145.732,145.732
1998-03-16,144.134,144.134,144.134,144.134
1998-03-17,143.638,143.638,143.638,143.638
1998-03-18,145.9,145.9,145.9,145.9
1998-03-19,145.504,145.504,145.504,145.504
1998-03-20,145.822,145.822,145.822,145.822
1998-03-23,151.136,151.136,151.136,151.136
1998-03-24,149.312,149.312,149.312,149.312
1998-03-25,149.926,149.926,149.926,149.926
1998-03-26,150.736,150.736,150.736,150.736
1998-03-27,150.664,150.664,150.664,150.664
1998-03-30,150.093,150.093,150.093,150.093
1998-03-31,148.907,148.907,148.907,148.907
1998-04-01,147.431,147.431,147.431,147.431
1998-04-02,148.391,148.391,148.391,148.391
1998-04-03,148.601,148.601,148.601,148.601
1998-04-06,146.829,146.829,146.829,146.829
1998-04-07,147.138,147.138,147.138,147.138
1998-04-08,148.044,148.044,148.044,148.044
1998-04-09,148.622,148.622,148.622,148.622
1998-04-10,148.622,148.622,148.622,148.622
1998-04-13,147.747,147.747,147.747,147.747
1998-04-14,147.513,147.513,147.513,147.513
1998-04-15,148.976,148.976,148.976,148.976
1998-04-16,149.477,149.477,149.477,149.477
1998-04-17,148.768,148.768,148.768,148.768
1998-04-20,148.834,148.834,148.834,148.834
1998-04-21,150.248,150.248,150.248,150.248
1998-04-22,148.635,148.635,148.635,148.635
1998-04-23,147.893,147.893,147.893,147.893
1998-04-24,147.583,147.583,147.583,147.583
1998-04-27,147.74,147.74,147.74,147.74
1998-04-28,148.404,148.404,148.404,148.404
1998-04-29,147.371,147.371,147.371,147.371
1998-04-30,146.959,146.959,146.959,146.959
1998-05-01,148.312,148.312,148.312,148.312
1998-05-04,148.629,148.629,148.629,148.629
1998-05-05,147.986,147.986,147.986,147.986
1998-05-06,147.101,147.101,147.101,147.101
1998-05-07,146.237,146.237,146.237,146.237
1998-05-08,145.876,145.876,145.876,145.876
1998-05-11,144.87,144.87,144.87,144.87
1998-05-12,144.985,144.985,144.985,144.985
1998-05-13,144.111,144.111,144.111,144.111
1998-05-14,144.443,144.443,144.443,144.443
1998-05-15,143.019,143.019,143.019,143.019
1998-05-18,141.272,141.272,141.272,141.272
1998-05-19,140.905,140.905,140.905,140.905
1998-05-20,139.805,139.805,139.805,139.805
1998-05-21,140.153,140.153,140.153,140.153
1998-05-22,140.692,140.692,140.692,140.692
1998-05-25,140.692,140.692,140.692,140.692
1998-05-26,138.847,138.847,138.847,138.847
1998-05-27,138.691,138.691,138.691,138.691
1998-05-28,138.569,138.569,138.569,138.569
1998-05-29,139.721,139.721,139.721,139.721
1998-06-01,138.5,138.5,138.5,138.5
1998-06-02,138.528,138.528,138.528,138.528
1998-06-03,138.361,138.361,138.361,138.361
1998-06-04,138.517,138.517,138.517,138.517
1998-06-05,138.05,138.05,138.05,138.05
1998-06-08,137.071,137.071,137.071,137.071
1998-06-09,135.61,135.61,135.61,135.61
1998-06-10,135.384,135.384,135.384,135.384
1998-06-11,134.094,134.094,134.094,134.094
1998-06-12,134.301,134.301,134.301,134.301
1998-06-15,132.445,132.445,132.445,132.445
1998-06-16,132.989,132.989,132.989,132.989
1998-06-17,135.502,135.502,135.502,135.502
1998-06-18,134.434,134.434,134.434,134.434
1998-06-19,136.502,136.502,136.502,136.502
1998-06-22,136.961,136.961,136.961,136.961
1998-06-23,138.905,138.905,138.905,138.905
1998-06-24,138.919,138.919,138.919,138.919
1998-06-25,137.495,137.495,137.495,137.495
1998-06-26,137.122,137.122,137.122,137.122
1998-06-29,135.598,135.598,135.598,135.598
1998-06-30,136.722,136.722,136.722,136.722
1998-07-01,135.963,135.963,135.963,135.963
1998-07-02,135.569,135.569,135.569,135.569
1998-07-03,135.569,135.569,135.569,135.569
1998-07-06,134.113,134.113,134.113,134.113
1998-07-07,134.6,134.6,134.6,134.6
1998-07-08,134.799,134.799,134.799,134.799
1998-07-09,133.865,133.865,133.865,133.865
1998-07-10,132.61,132.61,132.61,132.61
1998-07-13,132.551,132.551,132.551,132.551
1998-07-14,133.326,133.326,133.326,133.326
1998-07-15,133.312,133.312,133.312,133.312
1998-07-16,132.638,132.638,132.638,132.638
1998-07-17,133.211,133.211,133.211,133.211
1998-07-20,131.46,131.46,131.46,131.46
1998-07-21,131.017,131.017,131.017,131.017
1998-07-22,131.111,131.111,131.111,131.111
1998-07-23,130.405,130.405,130.405,130.405
1998-07-24,130.873,130.873,130.873,130.873
1998-07-27,130.505,130.505,130.505,130.505
1998-07-28,130.268,130.268,130.268,130.268
1998-07-29,129.569,129.569,129.569,129.569
1998-07-30,129.675,129.675,129.675,129.675
1998-07-31,128.487,128.487,128.487,128.487
1998-08-03,126.441,126.441,126.441,126.441
1998-08-04,127.051,127.051,127.051,127.051
1998-08-05,126.833,126.833,126.833,126.833
1998-08-06,127.17,127.17,127.17,127.17
1998-08-07,127.537,127.537,127.537,127.537
1998-08-10,126.095,126.095,126.095,126.095
1998-08-11,124.171,124.171,124.171,124.171
1998-08-12,123.955,123.955,123.955,123.955
1998-08-13,124.944,124.944,124.944,124.944
1998-08-14,125.046,125.046,125.046,125.046
1998-08-17,125.388,125.388,125.388,125.388
1998-08-18,124.756,124.756,124.756,124.756
1998-08-19,124.699,124.699,124.699,124.699
1998-08-20,125.694,125.694,125.694,125.694
1998-08-21,123.837,123.837,123.837,123.837
1998-08-24,124.48,124.48,124.48,124.48
1998-08-25,124.072,124.072,124.072,124.072
1998-08-26,123.043,123.043,123.043,123.043
1998-08-27,121.593,121.593,121.593,121.593
1998-08-28,121.03,121.03,121.03,121.03
1998-08-31,120.346,120.346,120.346,120.346
1998-09-01,122.477,122.477,122.477,122.477
1998-09-02,122.31,122.31,122.31,122.31
1998-09-03,124.978,124.978,124.978,124.978
1998-09-04,125.193,125.193,125.193,125.193
1998-09-07,125.193,125.193,125.193,125.193
1998-09-08,125.746,125.746,125.746,125.746
1998-09-09,124.991,124.991,124.991,124.991
1998-09-10,126.972,126.972,126.972,126.972
1998-09-11,126.384,126.384,126.384,126.384
1998-09-14,126.53,126.53,126.53,126.53
1998-09-15,127.881,127.881,127.881,127.881
1998-09-16,127.326,127.326,127.326,127.326
1998-09-17,127.3,127.3,127.3,127.3
1998-09-18,128.792,128.792,128.792,128.792
1998-09-21,128.423,128.423,128.423,128.423
1998-09-22,128.879,128.879,128.879,128.879
1998-09-23,128.846,128.846,128.846,128.846
1998-09-24,129.749,129.749,129.749,129.749
1998-09-25,129.26,129.26,129.26,129.26
1998-09-28,129.234,129.234,129.234,129.234
1998-09-29,129.777,129.777,129.777,129.777
1998-09-30,129.683,129.683,129.683,129.683
1998-10-01,128.043,128.043,128.043,128.043
1998-10-02,128.6,128.6,128.6,128.6
1998-10-05,127.855,127.855,127.855,127.855
1998-10-06,128.317,128.317,128.317,128.317
1998-10-07,128.983,128.983,128.983,128.983
1998-10-08,127.097,127.097,127.097,127.097
1998-10-09,127.672,127.672,127.672,127.672
1998-10-12,126.836,126.836,126.836,126.836
1998-10-13,127.186,127.186,127.186,127.186
1998-10-14,126.308,126.308,126.308,126.308
1998-10-15,126.403,126.403,126.403,126.403
1998-10-16,127.163,127.163,127.163,127.163
1998-10-19,125.31,125.31,125.31,125.31
1998-10-20,125.295,125.295,125.295,125.295
1998-10-21,125.975,125.975,125.975,125.975
1998-10-22,125.7,125.7,125.7,125.7
1998-10-23,125.803,125.803,125.803,125.803
1998-10-26,126.256,126.256,126.256,126.256
1998-10-27,125.34,125.34,125.34,125.34
1998-10-28,125.499,125.499,125.499,125.499
1998-10-29,125.344,125.344,125.344,125.344
1998-10-30,125.826,125.826,125.826,125.826
1998-11-02,125.746,125.746,125.746,125.746
1998-11-03,125.695,125.695,125.695,125.695
1998-11-04,125.693,125.693,125.693,125.693
1998-11-05,126.097,126.097,126.097,126.097
1998-11-06,126.004,126.004,126.004,126.004
1998-11-09,124.741,124.741,124.741,124.741
1998-11-10,125.076,125.076,125.076,125.076
1998-11-11,125.115,125.115,125.115,125.115
1998-11-12,126.056,126.056,126.056,126.056
1998-11-13,124.831,124.831,124.831,124.831
1998-11-16,122.491,122.491,122.491,122.491
1998-11-17,121.878,121.878,121.878,121.878
1998-11-18,121.951,121.951,121.951,121.951
1998-11-19,121.47,121.47,121.47,121.47
1998-11-20,121.335,121.335,121.335,121.335
1998-11-23,119.318,119.318,119.318,119.318
1998-11-24,118.883,118.883,118.883,118.883
1998-11-25,118.618,118.618,118.618,118.618
1998-11-26,118.618,118.618,118.618,118.618
1998-11-27,119.055,119.055,119.055,119.055
1998-11-30,116.76,116.76,116.76,116.76
1998-12-01,116.393,116.393,116.393,116.393
1998-12-02,116.017,116.017,116.017,116.017
1998-12-03,115.403,115.403,115.403,115.403
1998-12-04,115.239,115.239,115.239,115.239
1998-12-07,115.882,115.882,115.882,115.882
1998-12-08,114.436,114.436,114.436,114.436
1998-12-09,113.66,113.66,113.66,113.66
1998-12-10,112.731,112.731,112.731,112.731
1998-12-11,112.119,112.119,112.119,112.119
1998-12-14,113.372,113.372,113.372,113.372
1998-12-15,113.554,113.554,113.554,113.554
1998-12-16,115.629,115.629,115.629,115.629
1998-12-17,112.432,112.432,112.432,112.432
1998-12-18,112.047,112.047,112.047,112.047
1998-12-21,110.927,110.927,110.927,110.927
1998-12-22,111.069,111.069,111.069,111.069
1998-12-23,111.181,111.181,111.181,111.181
1998-12-24,111.313,111.313,111.313,111.313
1998-12-25,111.313,111.313,111.313,111.313
1998-12-28,111.677,111.677,111.677,111.677
1998-12-29,112.374,112.374,112.374,112.374
1998-12-30,112.145,112.145,112.145,112.145
1998-12-31,112.796,112.796,112.796,112.796
1999-01-01,112.796,112.796,112.796,112.796
1999-01-04,113.411,113.411,113.411,113.411
1999-01-05,113.106,113.106,113.106,113.106
1999-01-06,115.245,115.245,115.245,115.245
1999-01-07,115.487,115.487,115.487,115.487
1999-01-08,116.231,116.231,116.231,116.231
1999-01-11,117.136,117.136,117.136,117.136
1999-01-12,115.679,115.679,115.679,115.679
1999-01-13,113.572,113.572,113.572,113.572
1999-01-14,113.202,113.202,113.202,113.202
1999-01-15,113.014,113.014,113.014,113.014
1999-01-18,113.014,113.014,113.014,113.014
1999-01-19,112.108,112.108,112.108,112.108
1999-01-20,111.58,111.58,111.58,111.58
1999-01-21,112.736,112.736,112.736,112.736
1999-01-22,112.833,112.833,112.833,112.833
1999-01-25,111.78,111.78,111.78,111.78
1999-01-26,110.88,110.88,110.88,110.88
1999-01-27,111.134,111.134,111.134,111.134
1999-01-28,111.971,111.971,111.971,111.971
1999-01-29,112.304,112.304,112.304,112.304
1999-02-01,111.756,111.756,111.756,111.756
1999-02-02,112.34,112.34,112.34,112.34
1999-02-03,112.185,112.185,112.185,112.185
1999-02-04,112.426,112.426,112.426,112.426
1999-02-05,112.353,112.353,112.353,112.353
1999-02-08,112.468,112.468,112.468,112.468
1999-02-09,111.457,111.457,111.457,111.457
1999-02-10,111.205,111.205,111.205,111.205
1999-02-11,111.001,111.001,111.001,111.001
1999-02-12,110.834,110.834,110.834,110.834
1999-02-15,110.834,110.834,110.834,110.834
1999-02-16,108.699,108.699,108.699,108.699
1999-02-17,108.823,108.823,108.823,108.823
1999-02-18,109.631,109.631,109.631,109.631
1999-02-19,109.341,109.341,109.341,109.341
1999-02-22,108.798,108.798,108.798,108.798
1999-02-23,109.906,109.906,109.906,109.906
1999-02-24,109.326,109.326,109.326,109.326
1999-02-25,109.846,109.846,109.846,109.846
1999-02-26,108.391,108.391,108.391,108.391
1999-03-01,108.592,108.592,108.592,108.592
1999-03-02,109.414,109.414,109.414,109.414
1999-03-03,110.033,110.033,110.033,110.033
1999-03-04,111.162,111.162,111.162,111.162
1999-03-05,111.402,111.402,111.402,111.402
1999-03-08,112.586,112.586,112.586,112.586
1999-03-09,113.142,113.142,113.142,113.142
1999-03-10,115.285,115.285,115.285,115.285
1999-03-11,114.291,114.291,114.291,114.291
1999-03-12,113.926,113.926,113.926,113.926
1999-03-15,112.877,112.877,112.877,112.877
1999-03-16,113.253,113.253,113.253,113.253
1999-03-17,114.945,114.945,114.945,114.945
1999-03-18,114.554,114.554,114.554,114.554
1999-03-19,115.501,115.501,115.501,115.501
1999-03-22,117.685,117.685,117.685,117.685
1999-03-23,117.095,117.095,117.095,117.095
1999-03-24,116.209,116.209,116.209,116.209
1999-03-25,117.772,117.772,117.772,117.772
1999-03-26,118.929,118.929,118.929,118.929
1999-03-29,118.91,118.91,118.91,118.91
1999-03-30,119.391,119.391,119.391,119.391
1999-03-31,118.779,118.779,118.779,118.779
1999-04-01,118.438,118.438,118.438,118.438
1999-04-02,118.438,118.438,118.438,118.438
1999-04-05,118.899,118.899,118.899,118.899
1999-04-06,118.667,118.667,118.667,118.667
1999-04-07,117.155,117.155,117.155,117.155
1999-04-08,116.344,116.344,116.344,116.344
1999-04-09,118.1,118.1,118.1,118.1
1999-04-12,117.664,117.664,117.664,117.664
1999-04-13,118.888,118.888,118.888,118.888
1999-04-14,118.06,118.06,118.06,118.06
1999-04-15,119.308,119.308,119.308,119.308
1999-04-16,120.18,120.18,120.18,120.18
1999-04-19,121.255,121.255,121.255,121.255
1999-04-20,120.841,120.841,120.841,120.841
1999-04-21,121.328,121.328,121.328,121.328
1999-04-22,121.416,121.416,121.416,121.416
1999-04-23,121.222,121.222,121.222,121.222
1999-04-26,120.627,120.627,120.627,120.627
1999-04-27,121.099,121.099,121.099,121.099
1999-04-28,122.502,122.502,122.502,122.502
1999-04-29,123.303,123.303,123.303,123.303
1999-04-30,123.581,123.581,123.581,123.581
1999-05-03,124.023,124.023,124.023,124.023
1999-05-04,124.106,124.106,124.106,124.106
1999-05-05,124.198,124.198,124.198,124.198
1999-05-06,123.224,123.224,123.224,123.224
1999-05-07,122.299,122.299,122.299,122.299
1999-05-10,122.718,122.718,122.718,122.718
1999-05-11,122.1,122.1,122.1,122.1
1999-05-12,120.856,120.856,120.856,120.856
1999-05-13,121.88,121.88,121.88,121.88
1999-05-14,121.478,121.478,121.478,121.478
1999-05-17,121.173,121.173,121.173,121.173
1999-05-18,119.56,119.56,119.56,119.56
1999-05-19,118.763,118.763,118.763,118.763
1999-05-20,118.597,118.597,118.597,118.597
1999-05-21,118.624,118.624,118.624,118.624
1999-05-24,116.862,116.862,116.862,116.862
1999-05-25,117.155,117.155,117.155,117.155
1999-05-26,117.355,117.355,117.355,117.355
1999-05-27,116.35,116.35,116.35,116.35
1999-05-28,115.987,115.987,115.987,115.987
1999-05-31,115.987,115.987,115.987,115.987
1999-06-01,115.16,115.16,115.16,115.16
1999-06-02,115.989,115.989,115.989,115.989
1999-06-03,116.649,116.649,116.649,116.649
1999-06-04,117.86,117.86,117.86,117.86
1999-06-07,119.159,119.159,119.159,119.159
