Dates,BCOM Index_Last,BCOM Index_Open,BCOM Index_High,BCOM Index_Low
1998-09-03,87.4753,87.4753,87.4753,87.4753
1998-09-04,87.6141,87.6141,87.6141,87.6141
1998-09-07,87.6141,87.6141,87.6141,87.6141
1998-09-08,87.954,87.954,87.954,87.954
1998-09-09,87.4138,87.4138,87.4138,87.4138
1998-09-10,88.7877,88.7877,88.7877,88.7877
1998-09-11,88.3648,88.3648,88.3648,88.3648
1998-09-14,88.4314,88.4314,88.4314,88.4314
1998-09-15,89.3636,89.3636,89.3636,89.3636
1998-09-16,88.9637,88.9637,88.9637,88.9637
1998-09-17,88.9341,88.9341,88.9341,88.9341
1998-09-18,89.9644,89.9644,89.9644,89.9644
1998-09-21,89.6711,89.6711,89.6711,89.6711
1998-09-22,89.9781,89.9781,89.9781,89.9781
1998-09-23,89.9435,89.9435,89.9435,89.9435
1998-09-24,90.562,90.562,90.562,90.562
1998-09-25,90.2086,90.2086,90.2086,90.2086
1998-09-28,90.1558,90.1558,90.1558,90.1558
1998-09-29,90.5237,90.5237,90.5237,90.5237
1998-09-30,90.4466,90.4466,90.4466,90.4466
1998-10-01,89.2914,89.2914,89.2914,89.2914
1998-10-02,89.6688,89.6688,89.6688,89.6688
1998-10-05,89.1162,89.1162,89.1162,89.1162
1998-10-06,89.4279,89.4279,89.4279,89.4279
1998-10-07,89.8813,89.8813,89.8813,89.8813
1998-10-08,88.5571,88.5571,88.5571,88.5571
1998-10-09,88.947,88.947,88.947,88.947
1998-10-12,88.3342,88.3342,88.3342,88.3342
1998-10-13,88.5675,88.5675,88.5675,88.5675
1998-10-14,87.9463,87.9463,87.9463,87.9463
1998-10-15,88.0031,88.0031,88.0031,88.0031
1998-10-16,88.5226,88.5226,88.5226,88.5226
1998-10-19,87.2033,87.2033,87.2033,87.2033
1998-10-20,87.1835,87.1835,87.1835,87.1835
1998-10-21,87.6478,87.6478,87.6478,87.6478
1998-10-22,87.4468,87.4468,87.4468,87.4468
1998-10-23,87.5089,87.5089,87.5089,87.5089
1998-10-26,87.796,87.796,87.796,87.796
1998-10-27,87.1488,87.1488,87.1488,87.1488
1998-10-28,87.2499,87.2499,87.2499,87.2499
1998-10-29,87.1323,87.1323,87.1323,87.1323
1998-10-30,87.457,87.457,87.457,87.457
1998-11-02,87.3715,87.3715,87.3715,87.3715
1998-11-03,87.3255,87.3255,87.3255,87.3255
1998-11-04,87.3134,87.3134,87.3134,87.3134
1998-11-05,87.5833,87.5833,87.5833,87.5833
1998-11-06,87.5077,87.5077,87.5077,87.5077
1998-11-09,86.5984,86.5984,86.5984,86.5984
1998-11-10,86.8199,86.8199,86.8199,86.8199
1998-11-11,86.8358,86.8358,86.8358,86.8358
1998-11-12,87.4784,87.4784,87.4784,87.4784
1998-11-13,86.6173,86.6173,86.6173,86.6173
1998-11-16,84.9609,84.9609,84.9609,84.9609
1998-11-17,84.5255,84.5255,84.5255,84.5255
1998-11-18,84.566,84.566,84.566,84.566
1998-11-19,84.2218,84.2218,84.2218,84.2218
1998-11-20,84.1176,84.1176,84.1176,84.1176
1998-11-23,82.6884,82.6884,82.6884,82.6884
1998-11-24,82.3768,82.3768,82.3768,82.3768
1998-11-25,82.1831,82.1831,82.1831,82.1831
1998-11-26,82.1831,82.1831,82.1831,82.1831
1998-11-27,82.4651,82.4651,82.4651,82.4651
1998-11-30,80.8446,80.8446,80.8446,80.8446
1998-12-01,80.5809,80.5809,80.5809,80.5809
1998-12-02,80.3102,80.3102,80.3102,80.3102
1998-12-03,79.8753,79.8753,79.8753,79.8753
1998-12-04,79.7521,79.7521,79.7521,79.7521
1998-12-07,80.1673,80.1673,80.1673,80.1673
1998-12-08,79.1577,79.1577,79.1577,79.1577
1998-12-09,78.6113,78.6113,78.6113,78.6113
1998-12-10,77.9588,77.9588,77.9588,77.9588
1998-12-11,77.5265,77.5265,77.5265,77.5265
1998-12-14,78.3648,78.3648,78.3648,78.3648
1998-12-15,78.4811,78.4811,78.4811,78.4811
1998-12-16,79.9055,79.9055,79.9055,79.9055
1998-12-17,77.6865,77.6865,77.6865,77.6865
1998-12-18,77.4112,77.4112,77.4112,77.4112
1998-12-21,76.6084,76.6084,76.6084,76.6084
1998-12-22,76.6972,76.6972,76.6972,76.6972
1998-12-23,76.765,76.765,76.765,76.765
1998-12-24,76.8466,76.8466,76.8466,76.8466
1998-12-25,76.8466,76.8466,76.8466,76.8466
1998-12-28,77.0601,77.0601,77.0601,77.0601
1998-12-29,77.5308,77.5308,77.5308,77.5308
1998-12-30,77.3635,77.3635,77.3635,77.3635
1998-12-31,77.8027,77.8027,77.8027,77.8027
1999-01-01,77.8027,77.8027,77.8027,77.8027
1999-01-04,78.1872,78.1872,78.1872,78.1872
1999-01-05,77.9675,77.9675,77.9675,77.9675
1999-01-06,79.4326,79.4326,79.4326,79.4326
1999-01-07,79.5896,79.5896,79.5896,79.5896
1999-01-08,80.0927,80.0927,80.0927,80.0927
1999-01-11,80.6867,80.6867,80.6867,80.6867
1999-01-12,79.6735,79.6735,79.6735,79.6735
1999-01-13,78.2126,78.2126,78.2126,78.2126
1999-01-14,77.9476,77.9476,77.9476,77.9476
1999-01-15,77.8091,77.8091,77.8091,77.8091
1999-01-18,77.8091,77.8091,77.8091,77.8091
1999-01-19,77.1468,77.1468,77.1468,77.1468
1999-01-20,76.7741,76.7741,76.7741,76.7741
1999-01-21,77.5603,77.5603,77.5603,77.5603
1999-01-22,77.6183,77.6183,77.6183,77.6183
1999-01-25,76.8658,76.8658,76.8658,76.8658
1999-01-26,76.2375,76.2375,76.2375,76.2375
1999-01-27,76.403,76.403,76.403,76.403
1999-01-28,76.9697,76.9697,76.9697,76.9697
1999-01-29,77.1889,77.1889,77.1889,77.1889
1999-02-01,76.7847,76.7847,76.7847,76.7847
1999-02-02,77.1761,77.1761,77.1761,77.1761
1999-02-03,77.0603,77.0603,77.0603,77.0603
1999-02-04,77.2167,77.2167,77.2167,77.2167
1999-02-05,77.1572,77.1572,77.1572,77.1572
1999-02-08,77.2071,77.2071,77.2071,77.2071
1999-02-09,76.5042,76.5042,76.5042,76.5042
1999-02-10,76.3216,76.3216,76.3216,76.3216
1999-02-11,76.1723,76.1723,76.1723,76.1723
1999-02-12,76.0483,76.0483,76.0483,76.0483
1999-02-15,76.0483,76.0483,76.0483,76.0483
1999-02-16,74.5453,74.5453,74.5453,74.5453
1999-02-17,74.6213,74.6213,74.6213,74.6213
1999-02-18,75.1665,75.1665,75.1665,75.1665
1999-02-19,74.9579,74.9579,74.9579,74.9579
1999-02-22,74.5578,74.5578,74.5578,74.5578
1999-02-23,75.3077,75.3077,75.3077,75.3077
1999-02-24,74.9005,74.9005,74.9005,74.9005
1999-02-25,75.2478,75.2478,75.2478,75.2478
1999-02-26,74.2411,74.2411,74.2411,74.2411
1999-03-01,74.3505,74.3505,74.3505,74.3505
1999-03-02,74.9038,74.9038,74.9038,74.9038
1999-03-03,75.3181,75.3181,75.3181,75.3181
1999-03-04,76.0815,76.0815,76.0815,76.0815
1999-03-05,76.2358,76.2358,76.2358,76.2358
1999-03-08,77.0171,77.0171,77.0171,77.0171
1999-03-09,77.3879,77.3879,77.3879,77.3879
1999-03-10,78.8439,78.8439,78.8439,78.8439
1999-03-11,78.154,78.154,78.154,78.154
1999-03-12,77.8943,77.8943,77.8943,77.8943
1999-03-15,77.1476,77.1476,77.1476,77.1476
1999-03-16,77.3955,77.3955,77.3955,77.3955
1999-03-17,78.5421,78.5421,78.5421,78.5421
1999-03-18,78.2651,78.2651,78.2651,78.2651
1999-03-19,78.9021,78.9021,78.9021,78.9021
1999-03-22,80.3644,80.3644,80.3644,80.3644
1999-03-23,79.9515,79.9515,79.9515,79.9515
1999-03-24,79.3372,79.3372,79.3372,79.3372
1999-03-25,80.3947,80.3947,80.3947,80.3947
1999-03-26,81.1743,81.1743,81.1743,81.1743
1999-03-29,81.1315,81.1315,81.1315,81.1315
1999-03-30,81.4497,81.4497,81.4497,81.4497
1999-03-31,81.0226,81.0226,81.0226,81.0226
1999-04-01,80.7802,80.7802,80.7802,80.7802
1999-04-02,80.7802,80.7802,80.7802,80.7802
1999-04-05,81.0548,81.0548,81.0548,81.0548
1999-04-06,80.887,80.887,80.887,80.887
1999-04-07,79.8468,79.8468,79.8468,79.8468
1999-04-08,79.2841,79.2841,79.2841,79.2841
1999-04-09,80.4717,80.4717,80.4717,80.4717
1999-04-12,80.1458,80.1458,80.1458,80.1458
1999-04-13,80.9699,80.9699,80.9699,80.9699
1999-04-14,80.3968,80.3968,80.3968,80.3968
1999-04-15,81.2374,81.2374,81.2374,81.2374
1999-04-16,81.8213,81.8213,81.8213,81.8213
1999-04-19,82.5245,82.5245,82.5245,82.5245
1999-04-20,82.2328,82.2328,82.2328,82.2328
1999-04-21,82.5549,82.5549,82.5549,82.5549
1999-04-22,82.6046,82.6046,82.6046,82.6046
1999-04-23,82.4631,82.4631,82.4631,82.4631
1999-04-26,82.0293,82.0293,82.0293,82.0293
1999-04-27,82.3403,82.3403,82.3403,82.3403
1999-04-28,83.2839,83.2839,83.2839,83.2839
1999-04-29,83.8191,83.8191,83.8191,83.8191
1999-04-30,83.9973,83.9973,83.9973,83.9973
1999-05-03,84.2677,84.2677,84.2677,84.2677
1999-05-04,84.3135,84.3135,84.3135,84.3135
1999-05-05,84.3655,84.3655,84.3655,84.3655
1999-05-06,83.6931,83.6931,83.6931,83.6931
1999-05-07,83.0543,83.0543,83.0543,83.0543
1999-05-10,83.308,83.308,83.308,83.308
1999-05-11,82.878,82.878,82.878,82.878
1999-05-12,82.0231,82.0231,82.0231,82.0231
1999-05-13,82.7074,82.7074,82.7074,82.7074
1999-05-14,82.4247,82.4247,82.4247,82.4247
1999-05-17,82.1865,82.1865,82.1865,82.1865
1999-05-18,81.0819,81.0819,81.0819,81.0819
1999-05-19,80.5314,80.5314,80.5314,80.5314
1999-05-20,80.4087,80.4087,80.4087,80.4087
1999-05-21,80.4168,80.4168,80.4168,80.4168
1999-05-24,79.1909,79.1909,79.1909,79.1909
1999-05-25,79.3797,79.3797,79.3797,79.3797
1999-05-26,79.5055,79.5055,79.5055,79.5055
1999-05-27,78.8141,78.8141,78.8141,78.8141
1999-05-28,78.5584,78.5584,78.5584,78.5584
1999-05-31,78.5584,78.5584,78.5584,78.5584
1999-06-01,77.9593,77.9593,77.9593,77.9593
1999-06-02,78.5099,78.5099,78.5099,78.5099
1999-06-03,78.9466,78.9466,78.9466,78.9466
1999-06-04,79.7563,79.7563,79.7563,79.7563
1999-06-07,80.6047,80.6047,80.6047,80.6047
1999-06-08,80.3015,80.3015,80.3015,80.3015
1999-06-09,80.6733,80.6733,80.6733,80.6733
1999-06-10,80.3303,80.3303,80.3303,80.3303
1999-06-11,81.3114,81.3114,81.3114,81.3114
1999-06-14,81.4072,81.4072,81.4072,81.4072
1999-06-15,81.0195,81.0195,81.0195,81.0195
1999-06-16,80.1961,80.1961,80.1961,80.1961
1999-06-17,80.4992,80.4992,80.4992,80.4992
1999-06-18,80.8426,80.8426,80.8426,80.8426
1999-06-21,80.3974,80.3974,80.3974,80.3974
1999-06-22,80.2503,80.2503,80.2503,80.2503
1999-06-23,80.9268,80.9268,80.9268,80.9268
1999-06-24,80.6614,80.6614,80.6614,80.6614
1999-06-25,80.7722,80.7722,80.7722,80.7722
1999-06-28,80.5235,80.5235,80.5235,80.5235
1999-06-29,80.9865,80.9865,80.9865,80.9865
1999-06-30,82.5994,82.5994,82.5994,82.5994
1999-07-01,82.0516,82.0516,82.0516,82.0516
1999-07-02,81.9657,81.9657,81.9657,81.9657
1999-07-05,81.9657,81.9657,81.9657,81.9657
1999-07-06,80.9148,80.9148,80.9148,80.9148
1999-07-07,81.3033,81.3033,81.3033,81.3033
1999-07-08,81.3624,81.3624,81.3624,81.3624
1999-07-09,81.4543,81.4543,81.4543,81.4543
1999-07-12,81.4973,81.4973,81.4973,81.4973
1999-07-13,81.4875,81.4875,81.4875,81.4875
1999-07-14,81.5181,81.5181,81.5181,81.5181
1999-07-15,82.3535,82.3535,82.3535,82.3535
1999-07-16,82.2561,82.2561,82.2561,82.2561
1999-07-19,82.3748,82.3748,82.3748,82.3748
1999-07-20,81.3351,81.3351,81.3351,81.3351
1999-07-21,81.7922,81.7922,81.7922,81.7922
1999-07-22,82.7441,82.7441,82.7441,82.7441
1999-07-23,84.4966,84.4966,84.4966,84.4966
1999-07-26,83.8598,83.8598,83.8598,83.8598
1999-07-27,83.1622,83.1622,83.1622,83.1622
1999-07-28,83.2277,83.2277,83.2277,83.2277
1999-07-29,83.9436,83.9436,83.9436,83.9436
1999-07-30,83.7279,83.7279,83.7279,83.7279
1999-08-02,84.6687,84.6687,84.6687,84.6687
1999-08-03,84.9197,84.9197,84.9197,84.9197
1999-08-04,85.9363,85.9363,85.9363,85.9363
1999-08-05,86.061,86.061,86.061,86.061
1999-08-06,86.8363,86.8363,86.8363,86.8363
1999-08-09,87.3788,87.3788,87.3788,87.3788
1999-08-10,87.4779,87.4779,87.4779,87.4779
1999-08-11,87.66,87.66,87.66,87.66
1999-08-12,86.7676,86.7676,86.7676,86.7676
1999-08-13,87.0918,87.0918,87.0918,87.0918
1999-08-16,87.0484,87.0484,87.0484,87.0484
1999-08-17,87.7215,87.7215,87.7215,87.7215
1999-08-18,87.2068,87.2068,87.2068,87.2068
1999-08-19,87.8271,87.8271,87.8271,87.8271
1999-08-20,87.5806,87.5806,87.5806,87.5806
1999-08-23,87.5966,87.5966,87.5966,87.5966
1999-08-24,87.2902,87.2902,87.2902,87.2902
1999-08-25,86.3602,86.3602,86.3602,86.3602
1999-08-26,86.2956,86.2956,86.2956,86.2956
1999-08-27,86.5506,86.5506,86.5506,86.5506
1999-08-30,87.4984,87.4984,87.4984,87.4984
1999-08-31,88.2114,88.2114,88.2114,88.2114
1999-09-01,88.2987,88.2987,88.2987,88.2987
1999-09-02,87.4813,87.4813,87.4813,87.4813
1999-09-03,88.1166,88.1166,88.1166,88.1166
1999-09-06,88.1166,88.1166,88.1166,88.1166
1999-09-07,90.0852,90.0852,90.0852,90.0852
1999-09-08,89.6948,89.6948,89.6948,89.6948
1999-09-09,90.7002,90.7002,90.7002,90.7002
1999-09-10,91.0826,91.0826,91.0826,91.0826
1999-09-13,91.2633,91.2633,91.2633,91.2633
1999-09-14,90.2979,90.2979,90.2979,90.2979
1999-09-15,90.0189,90.0189,90.0189,90.0189
1999-09-16,90.075,90.075,90.075,90.075
1999-09-17,90.4835,90.4835,90.4835,90.4835
1999-09-20,89.7133,89.7133,89.7133,89.7133
1999-09-21,89.8033,89.8033,89.8033,89.8033
1999-09-22,90.0038,90.0038,90.0038,90.0038
1999-09-23,91.3556,91.3556,91.3556,91.3556
1999-09-24,91.3259,91.3259,91.3259,91.3259
1999-09-27,91.982,91.982,91.982,91.982
1999-09-28,93.1295,93.1295,93.1295,93.1295
1999-09-29,92.9954,92.9954,92.9954,92.9954
1999-09-30,92.4352,92.4352,92.4352,92.4352
1999-10-01,92.3333,92.3333,92.3333,92.3333
1999-10-04,91.2892,91.2892,91.2892,91.2892
1999-10-05,90.9164,90.9164,90.9164,90.9164
1999-10-06,90.619,90.619,90.619,90.619
1999-10-07,89.5979,89.5979,89.5979,89.5979
1999-10-08,87.1763,87.1763,87.1763,87.1763
1999-10-11,87.7606,87.7606,87.7606,87.7606
1999-10-12,90.116,90.116,90.116,90.116
1999-10-13,91.4117,91.4117,91.4117,91.4117
1999-10-14,89.9687,89.9687,89.9687,89.9687
1999-10-15,90.6978,90.6978,90.6978,90.6978
1999-10-18,90.4084,90.4084,90.4084,90.4084
1999-10-19,90.3102,90.3102,90.3102,90.3102
1999-10-20,90.2111,90.2111,90.2111,90.2111
1999-10-21,90.1027,90.1027,90.1027,90.1027
1999-10-22,91.0223,91.0223,91.0223,91.0223
1999-10-25,90.7943,90.7943,90.7943,90.7943
1999-10-26,89.9056,89.9056,89.9056,89.9056
1999-10-27,89.7749,89.7749,89.7749,89.7749
1999-10-28,88.2881,88.2881,88.2881,88.2881
1999-10-29,88.4234,88.4234,88.4234,88.4234
1999-11-01,88.8232,88.8232,88.8232,88.8232
1999-11-02,88.7209,88.7209,88.7209,88.7209
1999-11-03,89.2375,89.2375,89.2375,89.2375
1999-11-04,89.7027,89.7027,89.7027,89.7027
1999-11-05,89.2739,89.2739,89.2739,89.2739
1999-11-08,89.191,89.191,89.191,89.191
1999-11-09,90.2153,90.2153,90.2153,90.2153
1999-11-10,90.6034,90.6034,90.6034,90.6034
1999-11-11,90.0879,90.0879,90.0879,90.0879
1999-11-12,90.7932,90.7932,90.7932,90.7932
1999-11-15,91.2931,91.2931,91.2931,91.2931
1999-11-16,91.7164,91.7164,91.7164,91.7164
